AppTimestamp(s),wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:06,wifi_rssi_20:23:00:00:00:07,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:24,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:26,wifi_rssi_20:23:00:00:00:28,wifi_rssi_20:23:00:00:00:30,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:46,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:00:91,wifi_rssi_20:23:00:00:00:92,wifi_rssi_20:23:00:00:00:93,wifi_rssi_20:23:00:00:00:94,wifi_rssi_20:23:00:00:00:95,wifi_rssi_20:23:00:00:00:96,wifi_rssi_20:23:00:00:00:97,wifi_rssi_20:23:00:00:00:98,wifi_rssi_20:23:00:00:00:99,wifi_rssi_20:23:00:00:01:00,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:02,wifi_rssi_20:23:00:00:01:03,wifi_rssi_20:23:00:00:01:04,wifi_rssi_20:23:00:00:01:05,wifi_rssi_20:23:00:00:01:06,wifi_rssi_20:23:00:00:01:07,wifi_rssi_20:23:00:00:01:08,wifi_rssi_20:23:00:00:01:09,wifi_rssi_20:23:00:00:01:10,wifi_rssi_20:23:00:00:01:11,wifi_rssi_20:23:00:00:01:12,wifi_rssi_20:23:00:00:01:13,wifi_rssi_20:23:00:00:01:14,wifi_rssi_20:23:00:00:01:15,wifi_rssi_20:23:00:00:01:16,wifi_rssi_20:23:00:00:01:17,wifi_rssi_20:23:00:00:01:18,wifi_rssi_20:23:00:00:01:19,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:01:21,wifi_rssi_20:23:00:00:01:22,wifi_rssi_20:23:00:00:01:23,wifi_rssi_20:23:00:00:01:24,wifi_rssi_20:23:00:00:01:26,wifi_rssi_20:23:00:00:01:27,wifi_rssi_20:23:00:00:01:28,wifi_rssi_20:23:00:00:01:29,wifi_rssi_20:23:00:00:01:31,wifi_rssi_20:23:00:00:01:32,wifi_rssi_20:23:00:00:01:33,wifi_rssi_20:23:00:00:01:34,wifi_rssi_20:23:00:00:01:35,wifi_rssi_20:23:00:00:01:36,wifi_rssi_20:23:00:00:01:37,wifi_rssi_20:23:00:00:01:38,wifi_rssi_20:23:00:00:01:39,wifi_rssi_20:23:00:00:01:40,wifi_rssi_20:23:00:00:01:42,wifi_rssi_20:23:00:00:01:43,wifi_rssi_20:23:00:00:01:45,wifi_rssi_20:23:00:00:01:46,wifi_rssi_20:23:00:00:01:47,wifi_rssi_20:23:00:00:01:51,wifi_rssi_20:23:00:00:01:52,wifi_rssi_20:23:00:00:01:54,wifi_rssi_20:23:00:00:01:59,wifi_rssi_20:23:00:00:01:60,wifi_rssi_20:23:00:00:01:66,wifi_rssi_20:23:00:00:01:72,wifi_rssi_20:23:00:00:02:15,wifi_rssi_20:23:00:00:02:26,wifi_rssi_20:23:00:00:03:11,wifi_rssi_20:23:00:00:03:22,wifi_rssi_20:23:00:00:03:25,wifi_rssi_20:23:00:00:03:42,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:06,wifi_freq_20:23:00:00:00:07,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:24,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:26,wifi_freq_20:23:00:00:00:28,wifi_freq_20:23:00:00:00:30,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:46,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:00:91,wifi_freq_20:23:00:00:00:92,wifi_freq_20:23:00:00:00:93,wifi_freq_20:23:00:00:00:94,wifi_freq_20:23:00:00:00:95,wifi_freq_20:23:00:00:00:96,wifi_freq_20:23:00:00:00:97,wifi_freq_20:23:00:00:00:98,wifi_freq_20:23:00:00:00:99,wifi_freq_20:23:00:00:01:00,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:02,wifi_freq_20:23:00:00:01:03,wifi_freq_20:23:00:00:01:04,wifi_freq_20:23:00:00:01:05,wifi_freq_20:23:00:00:01:06,wifi_freq_20:23:00:00:01:07,wifi_freq_20:23:00:00:01:08,wifi_freq_20:23:00:00:01:09,wifi_freq_20:23:00:00:01:10,wifi_freq_20:23:00:00:01:11,wifi_freq_20:23:00:00:01:12,wifi_freq_20:23:00:00:01:13,wifi_freq_20:23:00:00:01:14,wifi_freq_20:23:00:00:01:15,wifi_freq_20:23:00:00:01:16,wifi_freq_20:23:00:00:01:17,wifi_freq_20:23:00:00:01:18,wifi_freq_20:23:00:00:01:19,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:01:21,wifi_freq_20:23:00:00:01:22,wifi_freq_20:23:00:00:01:23,wifi_freq_20:23:00:00:01:24,wifi_freq_20:23:00:00:01:26,wifi_freq_20:23:00:00:01:27,wifi_freq_20:23:00:00:01:28,wifi_freq_20:23:00:00:01:29,wifi_freq_20:23:00:00:01:31,wifi_freq_20:23:00:00:01:32,wifi_freq_20:23:00:00:01:33,wifi_freq_20:23:00:00:01:34,wifi_freq_20:23:00:00:01:35,wifi_freq_20:23:00:00:01:36,wifi_freq_20:23:00:00:01:37,wifi_freq_20:23:00:00:01:38,wifi_freq_20:23:00:00:01:39,wifi_freq_20:23:00:00:01:40,wifi_freq_20:23:00:00:01:42,wifi_freq_20:23:00:00:01:43,wifi_freq_20:23:00:00:01:45,wifi_freq_20:23:00:00:01:46,wifi_freq_20:23:00:00:01:47,wifi_freq_20:23:00:00:01:51,wifi_freq_20:23:00:00:01:52,wifi_freq_20:23:00:00:01:54,wifi_freq_20:23:00:00:01:59,wifi_freq_20:23:00:00:01:60,wifi_freq_20:23:00:00:01:66,wifi_freq_20:23:00:00:01:72,wifi_freq_20:23:00:00:02:15,wifi_freq_20:23:00:00:02:26,wifi_freq_20:23:00:00:03:11,wifi_freq_20:23:00:00:03:22,wifi_freq_20:23:00:00:03:25,wifi_freq_20:23:00:00:03:42
270.1689,-85.0,,,-52.0,-74.0,,,,,,,-86.0,,-72.0,-76.0,-68.0,-66.0,-81.0,-81.0,,,-76.0,,,,,,,,-85.0,,-91.0,,,,,,,-88.0,,,,-93.0,-92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.0,,,,,,,,,,,,,,,,,2437.0,,,2417.0,2452.0,,,,,,,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,,2437.0,,,,,,,,2462.0,,2472.0,,,,,,,5260.0,,,,5240.0,5240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,,,,,,,,,,,,,,,
274.17,,,,,-74.0,,,,,,,,,-75.0,-74.0,-70.0,-66.0,-86.0,-85.0,,,-76.0,-88.0,,,,,,,-85.0,,-90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.0,,,,,,-95.0,,,,,,,,,,,,,,,2452.0,,,,,,,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,,2437.0,2462.0,,,,,,,2462.0,,2472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,,,,,2462.0,,,,,,,,,,
278.1848,-80.0,,,,-77.0,,,,,,-80.0,-87.0,,-76.0,-72.0,-75.0,-67.0,-84.0,-85.0,-81.0,,-76.0,-88.0,,,,,,,-83.0,,-90.0,,,,,,,,,,-92.0,-88.0,-88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,2437.0,,,,2452.0,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,2462.0,,,,,,,2462.0,,2472.0,,,,,,,,,,2412.0,5240.0,5240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,,,,,,,,,,,,,,,
282.1566,-84.0,,,-49.0,-80.0,,,,,,,-83.0,,-74.0,-74.0,-71.0,-66.0,-84.0,-84.0,-78.0,,-76.0,-87.0,,,-92.0,,,,-84.0,,-88.0,-89.0,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85.0,,,,,,,,,,,,,,,,,2437.0,,,2417.0,2452.0,,,,,,,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,2462.0,,,2457.0,,,,2462.0,,2472.0,2462.0,,,,,,,,,,5240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,,,,,,,,,,,,,,,
286.1386,,,,-52.0,-80.0,,,,,,-79.0,-84.0,,-73.0,-78.0,-69.0,-67.0,-82.0,-82.0,-78.0,,-76.0,,,,,,,,-85.0,,-88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85.0,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,,,,2462.0,,2472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,,,,,,,,,,,,,,,
290.1383,,,,-53.0,-75.0,,,,,,-77.0,,,-72.0,,-69.0,-67.0,-84.0,-84.0,-76.0,,-74.0,-91.0,,,,,,,-84.0,,-88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85.0,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,,,,,2462.0,,,2427.0,,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,2462.0,,,,,,,2462.0,,2472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,,,,,,,,,,,,,,,
294.1577,,,,-53.0,-75.0,,,,,,-79.0,,,-72.0,-75.0,-72.0,-68.0,-84.0,-84.0,-76.0,,-75.0,,,,,-89.0,,,-82.0,,-90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.0,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,,,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,,,2437.0,,,2462.0,,2472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,,,,,,,,,,,,,,,
298.136,,,,-54.0,-74.0,,,,,,,,,-80.0,-73.0,-80.0,-73.0,-85.0,-85.0,-80.0,,-77.0,-88.0,,,,,,,-81.0,,-82.0,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.0,,,,,,,,,,,,,,,,,,,,2417.0,2452.0,,,,,,,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,2462.0,,,,,,,2462.0,,2472.0,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,,,,,,,,,,,,,,,
302.1756,,,,-55.0,,,,,,,-83.0,,,,-69.0,,-75.0,,,,,,,-86.0,,-87.0,,,,-81.0,,-86.0,-85.0,,,,,-85.0,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.0,,,,,,,,,,,,,,,,,,,,2417.0,,,,,,,2462.0,,,,2437.0,,2437.0,,,,,,,2412.0,,2457.0,,,,2462.0,,2472.0,2462.0,,,,,5260.0,5260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,,,,,,,,,,,,,,,
306.1301,,,,-55.0,-82.0,,,,,,-80.0,,,-85.0,-72.0,-71.0,-75.0,-91.0,-91.0,,,-87.0,,-89.0,,,,,,-85.0,,-85.0,,,,,,-85.0,-85.0,,,,-90.0,-89.0,,,,,,-90.0,,,,,,,,,-88.0,,,,,,,,,,,,,-84.0,,,-89.0,,,,,,,,,,,,,,,,,2417.0,2452.0,,,,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,,,2437.0,,2412.0,,,,,,2462.0,,2472.0,,,,,,5260.0,5260.0,,,,5240.0,5240.0,,,,,,2462.0,,,,,,,,,2412.0,,,,,,,,,,,,,2462.0,,,2462.0,,,,,,,,,,,,,
310.1717,,-90.0,,-51.0,-82.0,,,,,,-75.0,,,-73.0,-70.0,-75.0,-69.0,-87.0,-88.0,-73.0,,-77.0,,,-90.0,-85.0,,,,-84.0,,-89.0,,,,,,-85.0,-85.0,,,,,,,,-91.0,-84.0,,,-90.0,-90.0,-85.0,-84.0,,,,-85.0,,,,,,,,,,,,,,-81.0,,,,,,,,,,,,,,,-88.0,,,2462.0,,2417.0,2452.0,,,,,,2462.0,,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,,2437.0,,,2462.0,2457.0,,,,2462.0,,2472.0,,,,,,5260.0,5260.0,,,,,,,,5500.0,5500.0,,,5500.0,5500.0,5500.0,5320.0,,,,5500.0,,,,,,,,,,,,,,2462.0,,,,,,,,,,,,,,,2437.0,
314.1803,,,,,-74.0,,,,,,-75.0,-82.0,,-79.0,-73.0,-73.0,-72.0,-87.0,-86.0,-73.0,-91.0,-79.0,-85.0,,,-85.0,,,,-85.0,,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89.0,,,,,,,,,,,,,,,,,,,,,,,,2452.0,,,,,,2462.0,2412.0,,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,2462.0,,,2457.0,,,,2462.0,,,2462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2412.0,,,,,,,,,,,,,,,,,,,
318.1335,,,,-59.0,,,,,,,,,,,-73.0,-76.0,-80.0,,,,-88.0,-83.0,,-89.0,,-86.0,,,,,-85.0,,-80.0,,,,,,,,,-89.0,,,,,,,,,,,-86.0,-86.0,-87.0,,,-85.0,,,,-89.0,,,,,,,,,,,-86.0,,,,,,,,,,,,,,,,,,,2417.0,,,,,,,,,,,2437.0,2422.0,2437.0,,,,2462.0,2437.0,,2412.0,,2457.0,,,,,2412.0,,2462.0,,,,,,,,,2412.0,,,,,,,,,,,5500.0,5320.0,5320.0,,,5500.0,,,,2412.0,,,,,,,,,,,2462.0,,,,,,,,,,,,,,,
322.1635,,,,-60.0,,,,,,,-84.0,,,,-75.0,-77.0,-76.0,-88.0,,-78.0,-87.0,-76.0,-77.0,,,-86.0,,,,,,,-76.0,,,,,,,,,-89.0,,,,,-85.0,,,,-86.0,-87.0,,-90.0,,,,-85.0,-89.0,,,,,,,,,,,,,,,,,,,,,,,,,,-88.0,,,,,,,2417.0,,,,,,,2462.0,,,,2437.0,2422.0,2437.0,5220.0,,2462.0,2462.0,2437.0,2462.0,,,2457.0,,,,,,,2462.0,,,,,,,,,2412.0,,,,,5500.0,,,,5500.0,5500.0,,5320.0,,,,5500.0,2412.0,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,,
326.1563,,,,-63.0,-85.0,,,,,,,,,,-80.0,-77.0,-83.0,,,-87.0,-85.0,,-77.0,,,-82.0,-81.0,-82.0,-81.0,,,,-73.0,,-85.0,-84.0,,,,,,,-85.0,,,,-83.0,-85.0,,-80.0,-83.0,-83.0,-85.0,-90.0,-90.0,,-90.0,-85.0,-87.0,,-87.0,,,,,-90.0,,,-82.0,,,,-81.0,,-85.0,,,,,,,,,,-82.0,,,,,,,2417.0,2452.0,,,,,,,,,,2437.0,2422.0,2437.0,,,2462.0,2462.0,,2462.0,,,2457.0,2437.0,2437.0,2437.0,,,,2462.0,,5520.0,5520.0,,,,,,,5240.0,,,,5500.0,5500.0,,2462.0,5500.0,5500.0,5500.0,5320.0,5320.0,,5320.0,5500.0,2412.0,,2412.0,,,,,5180.0,,,2412.0,,,,2462.0,,2462.0,,,,,,,,,,2462.0,,,
330.1449,,,,-66.0,-87.0,,,,,,-85.0,,,,,-75.0,,,,,-77.0,-85.0,,-82.0,,-82.0,-77.0,-82.0,-77.0,,-85.0,-89.0,-80.0,,-82.0,-82.0,,,,-86.0,-86.0,,-85.0,-87.0,-85.0,,,-85.0,-84.0,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,-91.0,,,,,,-87.0,,,-78.0,,,,,,,2417.0,2452.0,,,,,,2462.0,,,,,2422.0,,,,,2462.0,2437.0,,2412.0,,2457.0,2437.0,2437.0,2437.0,,2412.0,2472.0,2462.0,,5520.0,5520.0,,,,2437.0,2437.0,,5240.0,5240.0,2462.0,,,5500.0,5680.0,,5500.0,,,,,,,,,,,,,,,,,,,,,,,,,2412.0,,,,,,5260.0,,,2462.0,,,
334.1686,,,,-62.0,-83.0,,-79.0,,,,,,,-80.0,,-79.0,,,,-77.0,-79.0,,,-73.0,,-76.0,-80.0,,,,-77.0,,-76.0,-88.0,-81.0,-82.0,-87.0,,,-82.0,-81.0,,,-86.0,,-86.0,-87.0,,-84.0,,,,,-89.0,-92.0,,,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,-73.0,,,,,,,2417.0,2452.0,,2412.0,,,,,,,2427.0,,2422.0,,,,2462.0,2462.0,,,2412.0,,2457.0,2437.0,,,,2412.0,,2462.0,5240.0,5520.0,5520.0,5240.0,,,2437.0,2437.0,,,5240.0,,5680.0,5500.0,,5680.0,,,,,5320.0,5320.0,,,,2412.0,,,,,,,,,,,,,,,,,,,,,,,,,,2462.0,,,
