AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,PitchX,RollY,YawZ,Quat_1,Quat_2,Quat_3,Quat_4
135.6545,65229.2007,0.56743,8.07804,5.84903,0.00428,-0.05131,0.01466,7.08,-12.48,-31.44,53.523849,-4.694182,29.854719,0.866779599215326,0.44414288,0.08056097,0.21199094
135.6711,65229.2207,0.49081,7.95833,5.83946,0.01405,-0.011,-0.00794,7.08,-12.48,-31.26,53.541164,-4.749879,29.85393,0.8667558379154783,0.44437596,0.08017408,0.21174617
135.6918,65229.2407,0.30646,7.85298,5.95199,-0.00122,0.0171,0.01894,7.14,-12.66,-31.74,53.550617,-4.734994,29.823597,0.8667664361606596,0.44444028,0.08018938,0.21156192
135.7128,65229.2607,0.4525,7.94636,5.92325,0.00489,0.00611,0.02505,7.74,-12.84,-31.86,53.547688,-4.729832,29.84009,0.8667431711749366,0.44439739,0.08028612,0.21171059
135.7334,65229.2807,0.50039,7.9679,6.05494,0.01405,0.011,0.02688,7.32,-12.48,-31.92,53.546181,-4.759177,29.898046,0.8666621749250982,0.44439977,0.08028566,0.2120371
135.754,65229.3007,0.45011,8.00142,5.73411,0.00977,0.04704,0.01038,7.32,-12.6,-31.74,53.560329,-4.757678,29.923182,0.8665621004391525,0.44448513,0.08042514,0.21221426
135.7734,65229.3207,0.46687,8.00382,5.59764,-0.03054,0.02321,0.00611,7.32,-12.6,-31.44,53.566387,-4.718372,29.930202,0.8664989572442106,0.44445267,0.08076272,0.21241178
135.7934,65229.3407,0.51954,8.00142,5.87058,0.00061,-0.02627,0.0,6.9,-12.3,-31.32,53.543224,-4.705436,29.934464,0.8665679213254709,0.44425246,0.08082689,0.21252483
135.8189,65229.3607,0.44532,7.9272,5.91607,0.04643,-0.0226,-0.00489,7.02,-13.2,-31.38,53.562744,-4.73091,29.89617,0.8665843349072969,0.44447264,0.08052801,0.21211059
135.8337,65229.3807,0.40223,7.87214,5.76524,0.01588,-0.00428,0.00916,6.72,-13.44,-31.44,53.61742,-4.745753,29.674543,0.8668000491952917,0.44506383,0.0796735,0.21030453
135.8562,65229.4007,0.44293,7.91762,5.94959,-0.00183,0.08002,0.02932,6.84,-13.32,-31.08,53.620609,-4.746314,29.698643,0.8667443290227326,0.44507197,0.07976971,0.21048041
135.8822,65229.4207,0.5387,8.06607,5.70299,0.02871,0.04154,0.01649,6.6,-13.62,-30.9,53.628925,-4.701872,29.720173,0.8666427887920521,0.44503748,0.08020736,0.21080488
135.9022,65229.4407,0.52194,7.95114,5.53539,0.02077,0.02627,0.00794,6.9,-13.08,-30.72,53.674515,-4.692594,29.665787,0.866566580614546,0.44539946,0.08016424,0.21036962
135.9234,65229.4607,0.48842,8.03734,5.50906,-0.00916,-0.011,-0.0055,7.32,-12.9,-30.36,53.719963,-4.691833,29.695715,0.8663418074122106,0.44571695,0.08038399,0.21053904
135.9352,65229.4807,0.45011,7.90326,5.89213,-0.00855,0.00183,-0.01344,7.2,-13.14,-30.66,53.718884,-4.695716,29.92329,0.8659286886963382,0.44555566,0.08123738,0.21224549
135.9602,65229.5007,0.39744,7.91523,5.73172,-0.00672,-0.01283,-0.01161,7.56,-13.14,-30.84,53.726601,-4.668753,29.911781,0.865902156759697,0.44557151,0.08141305,0.21225315
135.9798,65229.5207,0.35913,7.85538,5.87537,-0.02627,0.01833,0.01038,7.26,-12.96,-30.84,53.718212,-4.654975,29.914225,0.865919071720944,0.44548157,0.08150853,0.21233627
135.9944,65229.5407,0.26097,7.83622,5.96396,-0.00855,0.00855,0.0281,7.02,-13.02,-31.5,53.684353,-4.62254,29.923307,0.8660052194871398,0.44516185,0.08171572,0.2125757
136.0116,65229.5607,0.41659,7.93917,5.89452,0.03299,0.00489,0.04581,7.32,-13.02,-31.68,53.677715,-4.641978,29.953951,0.8659868605934007,0.44512656,0.08167353,0.21274054
136.0345,65229.5807,0.44293,7.94396,5.77721,0.06353,-0.00367,0.04032,7.62,-12.78,-31.62,53.717003,-4.696136,29.988428,0.8658152098751735,0.44549614,0.08148336,0.21273851
136.0595,65229.6017,0.55067,7.96551,5.54497,0.02749,0.01894,0.04826,7.62,-13.08,-31.8,53.792091,-4.762557,30.1611,0.8652616860034338,0.44605747,0.0818167,0.21368429
136.077,65229.6227,0.65122,8.09958,5.66229,0.01649,0.00611,0.01588,7.62,-12.84,-31.62,53.826351,-4.822094,30.331293,0.8648585729436368,0.44630271,0.08210488,0.21469124
136.0938,65229.6427,0.60813,7.9703,5.64313,0.00855,0.02321,-0.00916,7.32,-12.66,-31.8,53.863148,-4.8424,30.411373,0.8645859033443168,0.44655782,0.08234447,0.21516672
136.1143,65229.6627,0.52194,7.98706,5.55934,-0.02749,0.03604,-0.01222,6.9,-13.02,-32.22,53.887287,-4.810945,30.233181,0.8648069816007582,0.44680673,0.08194023,0.2139122
136.1354,65229.6827,0.49321,7.99903,5.64074,-0.0452,0.00244,-0.01527,7.02,-12.96,-31.62,53.870937,-4.773396,29.842754,0.8655654463903616,0.44689205,0.08066569,0.21113266
136.154,65229.7027,0.42617,7.9703,5.87298,-0.02932,-0.02382,-0.02627,7.38,-13.14,-31.5,53.835529,-4.752171,29.651579,0.866033896168317,0.44672251,0.08000438,0.20981799
136.1779,65229.7226,0.29928,7.87214,5.9879,0.01038,0.00305,-0.00977,7.2,-13.26,-31.14,53.81905,-4.729125,29.608479,0.8661582658031632,0.44658718,0.07997513,0.20960374
136.1947,65229.7427,0.40223,8.00142,5.78679,0.00672,0.07208,0.01283,7.38,-13.14,-31.02,53.833195,-4.695203,29.607237,0.866083968220703,0.44663176,0.08025705,0.20970798
136.2136,65229.7626,0.45011,8.0924,5.50666,-0.01588,0.0617,-0.00183,7.26,-12.96,-31.74,53.849281,-4.614758,29.638702,0.8659095614460384,0.44658253,0.08102214,0.21023817
136.2372,65229.7826,0.39504,8.02297,5.39414,-0.03421,-0.03054,-0.01283,7.44,-13.14,-31.74,53.865726,-4.549196,29.614748,0.8658456520345085,0.44660202,0.08145927,0.21029106
136.2572,65229.8027,0.35674,7.97509,5.74848,-0.05009,-0.05131,0.00122,7.5,-13.26,-32.1,53.852646,-4.567459,29.617336,0.8659027444717973,0.44653594,0.08130344,0.21025661
136.2749,65229.8227,0.4142,8.00621,6.09324,-0.04215,-0.01833,-0.01588,7.44,-12.96,-31.98,53.804497,-4.594087,29.596323,0.8661400421878432,0.44623968,0.08091731,0.21005705
136.2931,65229.8427,0.38068,7.93199,6.22014,0.00244,0.08491,-0.02321,7.68,-13.02,-32.04,53.760571,-4.533192,29.535166,0.8663730988998984,0.44584277,0.08104578,0.20988916
136.3148,65229.8627,0.26815,7.94396,5.9448,0.03482,0.0843,-0.01038,7.5,-13.02,-31.98,53.760162,-4.374583,29.487194,0.8663496698143871,0.44558316,0.08205748,0.21014392
136.3378,65229.8827,0.29688,7.9296,5.62637,0.04826,0.0452,0.00428,7.38,-12.84,-31.62,53.804382,-4.254905,29.457945,0.8661517590208828,0.44571564,0.08294228,0.21033135
136.3551,65229.9027,0.38307,7.96072,5.38217,0.01283,-0.00672,0.02382,7.68,-13.14,-31.62,53.86882,-4.216004,29.454786,0.8658880472584846,0.44612864,0.08336042,0.21037625
136.3762,65229.9227,0.42617,7.9703,5.60483,-0.03115,-0.0336,0.01588,7.44,-13.02,-31.02,53.885448,-4.254374,29.494968,0.8657797833990212,0.44629437,0.08326226,0.21050914
136.4001,65229.9427,0.54588,7.94636,5.79157,-0.02932,-0.0336,0.01161,7.44,-12.84,-31.14,53.860134,-4.310462,29.530285,0.8658504109876358,0.44618243,0.08292224,0.21059014
136.4165,65229.9627,0.69192,8.00621,6.03339,-0.011,0.00428,0.00794,7.86,-12.66,-31.32,53.831703,-4.377341,29.566887,0.8659378255316568,0.44606626,0.08249889,0.21064308
136.4337,65229.9827,0.60813,8.01339,5.79876,0.00428,0.04276,-0.00183,7.8,-12.66,-30.96,53.827141,-4.39283,29.620163,0.8658680330737469,0.44602227,0.08257949,0.21099126
136.4556,65230.0027,0.59376,8.06128,5.6168,-0.00122,0.01466,-0.00611,8.04,-12.6,-31.56,53.840298,-4.377388,29.668377,0.8657188261502294,0.44605735,0.08291192,0.2113986
136.4761,65230.0227,0.6201,8.07804,5.63834,0.011,-0.01894,-0.00855,8.22,-12.6,-31.44,53.86031,-4.407821,29.719099,0.8655723570250454,0.44622648,0.08292229,0.21163723
136.4945,65230.0427,0.6201,8.13789,5.60722,0.01588,-0.06048,-0.04154,7.92,-12.72,-31.32,53.906654,-4.473783,29.771982,0.8653489303899344,0.44665653,0.0827295,0.21171916
136.5176,65230.0627,0.56743,8.04212,5.93523,-0.00183,-0.011,-0.05131,7.8,-12.6,-31.62,53.937035,-4.513335,29.748196,0.8653076704065658,0.44697362,0.08240324,0.21134551
136.5369,65230.0827,0.35195,7.95833,5.76524,-0.00305,0.011,-0.0507,7.86,-12.96,-31.2,53.948143,-4.443941,29.667788,0.8653642778933219,0.44698662,0.08263743,0.21099451
136.5553,65230.1027,0.38068,7.99185,5.62398,-0.02321,-0.02993,-0.02993,7.74,-13.02,-31.26,53.959354,-4.37695,29.849298,0.8649381169862465,0.44681469,0.0838751,0.21261151
136.5777,65230.1227,0.45729,8.06607,5.75806,-0.02321,-0.07025,-0.03299,8.04,-13.14,-31.08,53.946983,-4.383893,29.943172,0.8648151050609709,0.44666633,0.08416203,0.21330911
136.6042,65230.1427,0.42377,8.00382,5.96635,0.00672,-0.06231,-0.0391,7.92,-13.14,-31.14,53.93372,-4.417809,30.212505,0.8643861721953898,0.44643199,0.08492697,0.21522647
136.6167,65230.1627,0.32322,7.96072,5.6982,0.01466,-0.00977,-0.05253,7.68,-13.14,-31.08,53.95425,-4.399583,30.150833,0.8644115448546265,0.44659677,0.08486876,0.21480526
136.6358,65230.1827,0.15562,7.8434,5.64792,0.0,-0.00489,-0.03176,7.44,-13.14,-30.66,53.978481,-4.306137,30.047176,0.8644455377958606,0.44667965,0.0852221,0.21435577
136.6583,65230.2027,0.17478,7.86256,5.67905,0.00305,-0.01038,-0.01466,7.02,-13.02,-30.78,53.982834,-4.224887,29.96629,0.8645199086420567,0.44662052,0.08552913,0.21405655
136.6767,65230.2227,0.15802,7.9703,5.61919,0.02627,-0.03421,0.00061,6.96,-13.2,-30.9,54.004097,-4.170381,29.709232,0.8648777582419013,0.44686928,0.08498383,0.21230181
136.6941,65230.2427,0.26336,8.06367,5.55215,-0.00061,-0.04948,0.01527,7.14,-12.96,-30.54,54.051701,-4.168546,29.483465,0.8651141065595938,0.44738838,0.0842178,0.21054354
136.7171,65230.2627,0.35434,8.08282,5.70059,-0.04459,-0.04276,-0.01527,7.2,-13.14,-31.02,54.064217,-4.18605,29.429136,0.8651796043360139,0.44755387,0.08389996,0.210049
136.7354,65230.2827,0.22505,7.93678,6.08127,-0.0391,0.00489,-0.01405,7.5,-13.08,-31.14,54.013451,-4.134305,29.298695,0.8655713622595962,0.44717494,0.08367448,0.20933077
136.7537,65230.3027,0.12689,7.86495,6.03339,0.02871,0.0055,0.01161,7.62,-13.32,-31.2,53.972546,-4.029374,29.298056,0.8656493921165149,0.44667745,0.08437866,0.2097871
136.7757,65230.3227,0.22745,7.98227,5.79157,0.06842,-0.04032,0.04215,7.8,-13.38,-31.5,54.006927,-3.996411,29.435289,0.8652438201317628,0.44677261,0.0852349,0.21090846
136.7986,65230.3427,0.48123,8.10677,5.5737,0.04826,-0.01527,0.03726,8.1,-13.02,-31.2,54.083344,-4.076807,29.651093,0.8646179455876489,0.44733146,0.08563173,0.21212633
136.8155,65230.3627,0.55545,8.10437,5.47315,-0.03665,-0.00183,0.00367,7.92,-12.9,-30.9,54.131962,-4.1221,29.964064,0.8638868801289038,0.44754362,0.08661589,0.21424718
136.8381,65230.3827,0.52672,8.03973,5.83706,-0.06109,-0.00305,-0.00183,8.04,-12.78,-30.96,54.087185,-4.119334,29.978811,0.864025532417295,0.44719303,0.08659823,0.21442719
136.8594,65230.4027,0.5794,7.97509,6.14113,-0.00305,0.02688,-0.00367,7.98,-12.66,-31.02,54.022438,-4.126917,29.999882,0.8642350018445033,0.44670781,0.08648416,0.21464036
136.8758,65230.4227,0.56264,8.00142,5.74369,0.05253,0.06536,-0.01772,7.38,-12.78,-31.02,54.032135,-4.089386,30.017359,0.8641374672300253,0.44669664,0.08685615,0.21490593
136.9265,65230.4427,0.47884,8.00861,5.14753,0.03421,-0.01894,-0.02138,7.62,-12.54,-31.38,54.125587,-4.036781,29.998259,0.8637820492260587,0.44731033,0.08737893,0.21484637
136.93,65230.4627,0.4956,8.011,5.42047,-0.02321,-0.03604,-0.01222,7.32,-12.24,-31.26,54.188591,-4.084408,29.984724,0.8636065366212744,0.44788015,0.08710225,0.21447685
136.938,65230.4827,0.47645,8.02536,5.77242,-0.01161,-0.0391,-0.02627,6.72,-12.3,-31.32,54.186932,-4.124633,29.937288,0.8637319749679089,0.44797888,0.08661006,0.21396424
136.9524,65230.5027,0.40223,7.94396,5.71257,-0.01344,-0.02566,-0.02993,6.78,-12.72,-31.56,54.194813,-4.135684,29.83128,0.8639082011249097,0.44813815,0.0861291,0.2131117
136.9748,65230.5226,0.32561,7.92002,5.65271,-0.05437,0.03848,-0.01161,6.6,-13.32,-31.44,54.180595,-4.09986,29.723631,0.8641346650117131,0.44804645,0.08594802,0.21245846
136.9947,65230.5427,0.27533,8.02297,5.74369,-0.02566,0.01466,-0.01955,6.3,-13.56,-31.2,54.1353,-4.032123,29.63269,0.8644229935873556,0.44765076,0.08600718,0.21209538
137.0147,65230.5627,0.30646,8.09001,5.65271,0.00855,-0.06353,-0.02627,6.48,-13.56,-31.02,54.134857,-3.990617,29.526165,0.8645903860203554,0.44765064,0.08590327,0.21145448
137.0353,65230.5827,0.23463,7.99424,5.7796,0.00916,-0.04337,-0.02505,6.54,-13.26,-30.78,54.160892,-4.003294,29.408995,0.8647174269870441,0.44795617,0.08540464,0.21048774
137.0565,65230.6027,0.18435,7.93199,5.782,-0.00122,0.00672,-0.01772,6.72,-12.72,-31.08,54.174637,-3.965289,29.296358,0.864843804421224,0.44807315,0.08527996,0.20976886
137.0803,65230.6227,0.0838,7.86016,5.61201,-0.01222,0.0336,0.01344,6.84,-12.48,-31.14,54.177303,-3.873591,29.183083,0.8649724924995271,0.44800988,0.08553476,0.20926906
137.1024,65230.6427,0.20351,8.011,5.54497,-0.0171,-0.01772,0.04581,6.9,-12.36,-31.14,54.177315,-3.819007,29.133551,0.8650220645553083,0.44794735,0.08575319,0.20910856
137.1159,65230.6627,0.35434,8.10437,5.75087,0.00061,-0.04154,0.03115,7.14,-12.24,-31.44,54.178986,-3.872426,29.135477,0.8650522091458424,0.44805571,0.08536087,0.20891213
137.1336,65230.6827,0.32561,8.12831,5.73411,-0.01038,-0.00916,0.01466,6.66,-12.0,-30.78,54.193295,-3.912898,29.119385,0.865057507529504,0.44824854,0.08502225,0.20861441
137.1593,65230.7027,0.33279,8.12353,5.91368,-0.02871,0.01222,0.00916,6.72,-12.12,-30.96,54.182251,-3.901505,29.068615,0.8651830976429065,0.44818288,0.08488675,0.20828959
137.1757,65230.7226,0.32561,8.03734,5.95917,-0.00733,0.05253,0.00489,6.72,-12.3,-31.2,54.155087,-3.853192,29.008619,0.8653588996826005,0.44793633,0.08496056,0.20805942
137.1938,65230.7427,0.36631,8.1331,5.73172,0.00733,0.00428,0.00183,6.42,-12.54,-31.02,54.15509,-3.791025,28.955254,0.8654095879199187,0.44786313,0.08522146,0.20789941
137.2158,65230.7627,0.37589,8.0924,5.74369,-0.01222,-0.00305,0.011,6.42,-13.08,-31.26,54.166409,-3.789217,28.89077,0.8654822913112877,0.44799253,0.08500645,0.2074054
137.2351,65230.7827,0.42617,8.0948,5.782,0.00611,0.01161,0.0055,6.3,-13.14,-30.96,54.158566,-3.796469,28.851896,0.8655876610094602,0.44797564,0.0847835,0.20709318
137.2534,65230.8027,0.3735,8.00861,5.65271,0.04093,-0.01466,0.00611,6.54,-13.14,-30.9,54.185833,-3.791225,28.328789,0.8664169754168458,0.44855312,0.08283252,0.2031268
137.2735,65230.8227,0.43335,7.95354,5.76284,0.02749,0.01466,0.01161,6.54,-12.84,-31.2,54.231525,-3.822858,28.056274,0.8667467836003933,0.44914711,0.08161819,0.20088643
137.293,65230.8427,0.43814,8.03015,5.71496,0.0,0.06292,0.01466,6.96,-13.02,-31.44,54.255852,-3.80708,27.749058,0.8671787725361564,0.44951949,0.08058157,0.1985946
137.3146,65230.8627,0.38307,8.06607,5.42526,-0.0226,0.06658,0.00367,7.32,-13.26,-31.5,54.266697,-3.753042,27.699297,0.8671857124495518,0.44954231,0.08081684,0.19841696
137.3328,65230.8827,0.3711,8.08282,5.47793,-0.03176,-0.00183,0.00733,7.38,-13.26,-31.5,54.265118,-3.706271,27.725557,0.8671131511945923,0.44943079,0.0812706,0.198801
137.3542,65230.9027,0.34237,7.96072,5.74848,0.02199,-0.04826,-0.00367,7.62,-13.68,-31.32,54.260174,-3.72933,27.858818,0.8669166188860954,0.44933906,0.08160888,0.19972475
137.3727,65230.9227,0.33279,7.91044,5.70059,0.04276,-0.011,0.00733,7.68,-13.38,-31.26,54.307114,-3.770311,28.188383,0.8661899702029661,0.44952667,0.08268571,0.20199946
137.393,65230.9427,0.32322,7.98706,5.7413,0.03482,0.00611,0.00916,7.74,-13.02,-31.44,54.352787,-3.792019,28.231724,0.8659556801255851,0.44987592,0.08278392,0.20218615
137.4155,65230.9627,0.40941,8.05409,5.52582,0.00428,-0.01833,0.02382,7.56,-13.08,-31.38,54.402889,-3.800833,28.281233,0.8656841614881426,0.45023096,0.08301307,0.20246443
137.4445,65230.9827,0.50278,8.1331,5.79876,-0.04459,0.01344,0.00916,7.74,-13.02,-31.14,54.396969,-3.866118,28.343378,0.8656440552098671,0.45025706,0.08275203,0.20268461
137.459,65231.0037,0.29928,8.03494,6.00226,-0.01588,0.00916,-0.0055,7.92,-12.9,-31.26,54.34343,-3.841416,28.363674,0.8657936762799455,0.44979772,0.08290969,0.20300075
137.477,65231.0237,0.33758,7.99663,5.82749,0.03604,0.02749,0.00489,7.74,-13.14,-31.14,54.338703,-3.813956,28.385265,0.8657534156884088,0.44969806,0.08319231,0.20327744
137.4962,65231.0447,0.36392,8.07804,5.64313,0.04887,-0.00244,0.01161,7.86,-13.38,-31.02,54.387287,-3.802492,28.432224,0.8654771378711086,0.45000735,0.08356199,0.20361754
137.5188,65231.0647,0.35195,7.96072,5.52821,0.00672,0.00916,0.00977,7.38,-13.44,-30.9,54.437874,-3.823935,28.486139,0.8652046006557442,0.45038486,0.08371483,0.20387816
137.5371,65231.0847,0.32801,7.97269,5.47315,-0.01955,0.00489,0.02566,7.44,-13.5,-30.66,54.44244,-3.818568,28.522467,0.8651186999897079,0.45038277,0.0839074,0.20416793
137.5658,65231.1047,0.49799,8.10916,5.63834,-0.0226,-0.02382,0.01283,7.62,-13.62,-30.42,54.428577,-3.869008,28.784651,0.8647391995549699,0.45017675,0.08452857,0.20596585
137.58,65231.1247,0.50039,8.06367,5.58567,-0.04215,-0.00733,-0.00122,7.38,-13.14,-30.6,54.415318,-3.913849,29.151299,0.8641596823976068,0.44988647,0.08560271,0.20857225
137.5991,65231.1457,0.36871,8.03015,5.83706,-0.02932,-0.0281,-0.00305,7.86,-12.9,-30.9,54.373932,-3.924519,29.192034,0.8642503146940776,0.44956625,0.08559582,0.20888977
137.623,65231.1667,0.45729,8.05409,5.89452,0.03421,-0.01833,0.00305,7.5,-12.84,-30.78,54.354244,-3.961097,29.216387,0.8643077074670827,0.44946775,0.08537444,0.20895486
137.643,65231.1866,0.47166,8.12113,5.84425,0.04459,-0.03543,-0.01833,7.5,-12.78,-30.72,54.400288,-4.001555,29.260298,0.8640833867847822,0.44985279,0.08533791,0.20906891
137.6584,65231.2067,0.39265,7.93199,5.68623,0.01038,0.03848,-0.01588,7.68,-13.14,-30.66,54.444351,-4.00816,29.236116,0.8639653548902666,0.450212,0.08528541,0.20880474
137.6779,65231.2267,0.17238,7.83143,5.38217,-0.03115,0.07636,0.00977,7.62,-12.78,-30.66,54.44511,-3.91483,29.225191,0.8639126807761657,0.45005566,0.08594768,0.20908797
137.7012,65231.2467,0.17957,7.9296,5.284,-0.03176,-0.02443,0.03604,7.68,-13.2,-30.6,54.431229,-3.847001,29.242531,0.8638826792837886,0.44981495,0.0864981,0.20950252
137.7193,65231.2667,0.40701,8.04931,5.40132,-0.02199,-0.09957,0.04337,7.5,-13.14,-30.54,54.437248,-3.951816,29.328302,0.8637818092418984,0.44998714,0.08605739,0.20973003
137.7386,65231.2877,0.44053,8.13789,5.69341,-0.0391,-0.0843,0.01833,7.56,-12.72,-30.48,54.43351,-4.118581,29.398104,0.8637927886331295,0.45021224,0.08506661,0.20960589
137.7592,65231.3077,0.4525,8.10198,6.06212,-0.04948,-0.01527,-0.00916,7.86,-13.32,-30.48,54.389015,-4.203181,29.421368,0.8639812322488073,0.45001757,0.08442634,0.20950611
137.7788,65231.3277,0.2873,7.96072,6.13873,-0.02321,0.04643,-0.011,7.38,-12.9,-30.36,54.32753,-4.163631,29.41445,0.864197186321789,0.44949126,0.08456766,0.2096882
137.801,65231.3477,0.2897,8.01579,5.85382,0.00794,0.04337,0.00672,7.32,-12.9,-30.48,54.299923,-4.071141,29.392323,0.8642735640066392,0.44913208,0.08512027,0.20991932
137.8203,65231.3687,0.39025,8.05409,5.68384,0.01833,-0.00122,0.00794,7.44,-12.96,-30.84,54.308632,-4.030941,29.40176,0.8641933755795846,0.4491165,0.08547882,0.21013698
137.8443,65231.3897,0.39025,8.00382,5.71257,0.02016,-0.02321,-0.0055,7.2,-12.72,-30.96,54.327595,-4.040025,29.40292,0.8641263789763854,0.44927385,0.08545473,0.21008593
137.8614,65231.4097,0.43096,7.91284,5.85622,0.00733,-0.00672,0.00183,7.56,-13.08,-31.38,54.336647,-4.047323,29.365335,0.864166466736863,0.44938278,0.08527133,0.20976233
137.8869,65231.4297,0.56024,7.95833,5.81073,0.00489,0.02688,-0.00305,7.74,-12.96,-31.62,54.330856,-4.058446,29.379381,0.86417087933018,0.44934952,0.08523039,0.20983203
137.9051,65231.4507,0.48842,7.88171,5.64553,0.01161,0.04581,-0.00122,7.56,-13.38,-31.44,54.331512,-4.033881,29.383493,0.8641425790914248,0.44930634,0.08543315,0.20995855
137.9221,65231.4707,0.48842,7.80749,5.21936,-0.02688,0.05253,0.00794,7.62,-13.56,-31.5,54.343945,-3.992642,29.402781,0.8640294010403342,0.44930914,0.08584584,0.21024981
137.9421,65231.4907,0.35434,7.90565,5.16669,-0.05559,-0.05803,0.0226,7.68,-13.74,-31.32,54.338345,-3.983558,29.438129,0.8639788717558898,0.44922411,0.08604114,0.21055909
137.969,65231.5107,0.33758,7.86974,5.79157,-0.02443,-0.05559,0.02932,7.44,-13.5,-31.26,54.292797,-4.097999,29.49469,0.8641326343408888,0.44905201,0.08530386,0.21059519
137.982,65231.5317,0.25379,7.98706,5.70299,-0.01283,0.01222,0.02382,7.62,-13.56,-31.08,54.284313,-4.176249,29.541079,0.8641375130186919,0.44909802,0.08487763,0.21064927
138.0016,65231.5517,0.24181,8.06367,5.533,-0.04643,0.04704,0.05009,6.9,-13.26,-30.9,54.281384,-4.164395,29.592573,0.8640450339276349,0.44901609,0.08516259,0.21108781
138.0212,65231.5716,0.31125,8.22408,5.53539,-0.0788,0.02566,0.02566,6.78,-12.84,-30.84,54.255051,-4.149344,29.626326,0.8640709648264641,0.44876665,0.08535239,0.21143517
138.0425,65231.5917,0.45969,8.28633,5.62159,-0.07819,-0.05009,0.00855,6.84,-12.96,-30.84,54.21854,-4.140773,29.607309,0.8642374043640563,0.44849226,0.08526504,0.21137236
138.0626,65231.6117,0.54827,8.28633,6.18422,-0.07391,-0.04398,-0.04337,6.72,-12.42,-31.2,54.145164,-4.187975,29.554157,0.864646703514425,0.44807062,0.08454543,0.21088117
138.0828,65231.6317,0.38307,8.15226,6.58645,-0.04643,0.0391,-0.10263,7.44,-12.72,-31.02,54.063114,-4.108342,29.37175,0.8652318837687836,0.44744536,0.08426026,0.20992057
138.1068,65231.6517,0.07901,7.85059,6.5649,0.00611,0.13256,-0.08735,7.38,-13.02,-31.14,53.966843,-3.823005,29.129864,0.8658256974314189,0.44638181,0.08527041,0.20932773
138.1276,65231.6717,0.09816,7.80031,6.13155,0.07391,0.10873,-0.03115,7.5,-13.02,-30.9,53.918736,-3.49438,28.938328,0.8661098671858203,0.44556504,0.08690874,0.20921846
138.1491,65231.6917,0.11732,7.83383,5.74608,0.08002,0.02932,0.0,7.5,-13.26,-30.9,53.954704,-3.303033,28.851877,0.8659858685952041,0.44555143,0.08809263,0.20926559
138.1638,65231.7117,0.2059,7.81707,5.71496,0.05498,0.05192,0.02993,7.26,-13.14,-30.78,54.00182,-3.23543,28.832697,0.8657907092211726,0.44579613,0.08862528,0.20932706
138.1827,65231.7317,0.26336,7.77637,5.38695,0.02566,0.05253,0.06048,7.38,-13.2,-30.66,54.046158,-3.199151,28.871456,0.8655239962947705,0.44603223,0.08914076,0.20970786
138.202,65231.7517,0.28252,7.75003,5.48751,0.01161,0.04032,0.1069,7.26,-13.5,-30.78,54.061493,-3.230924,28.983938,0.8652845493665702,0.44611776,0.08937008,0.21041526
138.222,65231.7717,0.47405,7.9272,5.36301,0.03543,0.02443,0.14416,7.14,-13.8,-31.14,54.083725,-3.372278,29.195292,0.8649215661209464,0.44637987,0.08917182,0.2114334
138.2421,65231.7917,0.86191,8.28154,4.9943,0.02871,-0.05498,0.13256,7.14,-13.74,-31.62,54.19186,-3.656395,29.514454,0.8641426004709593,0.4474673,0.08849866,0.21259955
138.2668,65231.8117,1.12767,8.47308,5.11401,-0.02932,-0.12462,0.0617,6.96,-13.62,-31.98,54.361927,-4.126323,29.878342,0.8631831896314631,0.44933236,0.08674126,0.21328658
138.2837,65231.8317,1.14682,8.38689,5.7796,-0.07086,-0.08858,-0.01772,7.08,-13.38,-32.16,54.428741,-4.590812,30.124693,0.8628193938349739,0.45051077,0.08435427,0.21323015
138.3037,65231.8527,0.86431,8.18817,6.02621,-0.04704,-0.02993,-0.07514,7.14,-13.32,-31.5,54.409828,-4.810142,30.170301,0.8629658667214551,0.45074436,0.08284091,0.2127365
138.3264,65231.8727,0.59376,7.94396,6.01663,0.01038,-0.03604,-0.08125,7.44,-13.5,-31.2,54.388584,-4.841025,30.100338,0.8631977378127292,0.45069388,0.0822869,0.21211685
138.3459,65231.8927,0.58179,7.89608,5.67186,0.04643,-0.04032,-0.07453,7.26,-13.2,-30.9,54.424568,-4.865038,30.046022,0.8631799439465859,0.45104507,0.08197052,0.21156456
138.3662,65231.9127,0.50996,7.85777,5.35583,0.02321,-0.04643,-0.07086,7.5,-13.56,-31.26,54.493961,-4.875221,29.972588,0.8630611091698219,0.45163289,0.08175523,0.21087754
138.3866,65231.9327,0.49799,7.86735,5.25288,-0.04154,-0.04581,-0.08919,7.74,-13.38,-30.84,54.535408,-4.869024,29.893692,0.8630453035779567,0.45198625,0.08158062,0.21025184
138.411,65231.9527,0.2083,7.82425,5.42287,-0.08796,-0.06781,-0.08796,7.74,-13.38,-30.96,54.506035,-4.784254,29.750505,0.8633581285986511,0.45171419,0.08159118,0.20954692
138.4281,65231.9727,0.11253,7.73088,5.70538,-0.09041,-0.05009,-0.04887,8.1,-13.74,-30.96,54.418709,-4.703818,29.59881,0.8639073966888117,0.45102456,0.08141264,0.20883687
138.4667,65231.9937,0.07422,7.80749,5.87537,-0.03421,-0.0843,-0.00733,8.22,-13.56,-30.78,54.330086,-4.646677,29.518951,0.8643465042451525,0.45031625,0.08134014,0.20857655
