AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,ble_rssi_BE:AC:20:23:00:01,ble_rssi_BE:AC:20:23:00:02,ble_rssi_BE:AC:20:23:00:03,ble_rssi_BE:AC:20:23:00:04,ble_rssi_BE:AC:20:23:00:05,ble_rssi_BE:AC:20:23:00:06,wifi_rssi_20:23:00:00:00:01,wifi_rssi_20:23:00:00:00:09,wifi_rssi_20:23:00:00:00:12,wifi_rssi_20:23:00:00:00:15,wifi_rssi_20:23:00:00:00:25,wifi_rssi_20:23:00:00:00:38,wifi_rssi_20:23:00:00:00:44,wifi_rssi_20:23:00:00:00:45,wifi_rssi_20:23:00:00:00:55,wifi_rssi_20:23:00:00:00:65,wifi_rssi_20:23:00:00:00:69,wifi_rssi_20:23:00:00:00:73,wifi_rssi_20:23:00:00:00:79,wifi_rssi_20:23:00:00:00:80,wifi_rssi_20:23:00:00:00:82,wifi_rssi_20:23:00:00:00:88,wifi_rssi_20:23:00:00:00:90,wifi_rssi_20:23:00:00:00:96,wifi_rssi_20:23:00:00:01:01,wifi_rssi_20:23:00:00:01:11,wifi_rssi_20:23:00:00:01:12,wifi_rssi_20:23:00:00:01:15,wifi_rssi_20:23:00:00:01:16,wifi_rssi_20:23:00:00:01:19,wifi_rssi_20:23:00:00:01:20,wifi_rssi_20:23:00:00:01:21,wifi_rssi_20:23:00:00:01:27,wifi_rssi_20:23:00:00:01:38,wifi_rssi_20:23:00:00:01:59,wifi_rssi_20:23:00:00:03:11,wifi_rssi_20:23:00:00:03:25,wifi_freq_20:23:00:00:00:01,wifi_freq_20:23:00:00:00:09,wifi_freq_20:23:00:00:00:12,wifi_freq_20:23:00:00:00:15,wifi_freq_20:23:00:00:00:25,wifi_freq_20:23:00:00:00:38,wifi_freq_20:23:00:00:00:44,wifi_freq_20:23:00:00:00:45,wifi_freq_20:23:00:00:00:55,wifi_freq_20:23:00:00:00:65,wifi_freq_20:23:00:00:00:69,wifi_freq_20:23:00:00:00:73,wifi_freq_20:23:00:00:00:79,wifi_freq_20:23:00:00:00:80,wifi_freq_20:23:00:00:00:82,wifi_freq_20:23:00:00:00:88,wifi_freq_20:23:00:00:00:90,wifi_freq_20:23:00:00:00:96,wifi_freq_20:23:00:00:01:01,wifi_freq_20:23:00:00:01:11,wifi_freq_20:23:00:00:01:12,wifi_freq_20:23:00:00:01:15,wifi_freq_20:23:00:00:01:16,wifi_freq_20:23:00:00:01:19,wifi_freq_20:23:00:00:01:20,wifi_freq_20:23:00:00:01:21,wifi_freq_20:23:00:00:01:27,wifi_freq_20:23:00:00:01:38,wifi_freq_20:23:00:00:01:59,wifi_freq_20:23:00:00:03:11,wifi_freq_20:23:00:00:03:25,Latitude_degrees,Longitude_degrees,floor_ID
56.0977,19085.8366,0.24422,8.04237,5.13333,-0.00491,-0.01313,-0.0066,18.1,-27.6,-12.7,-110.0,-94.0,-110.0,-110.0,-110.0,-110.0,-81.0,-87.0,-65.0,-72.0,-110.0,-110.0,-77.0,-81.0,-76.0,-74.0,-73.0,-69.0,-78.0,-78.0,-78.0,-93.0,-81.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-86.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2437.0,49.461206636646,11.11131516231,-2.0
56.1373,19085.8566,0.22985,8.03279,5.52838,-0.08127,-0.02108,-0.04508,18.0,-27.6,-12.6,-110.0,-94.0,-110.0,-110.0,-110.0,-110.0,-81.0,-87.0,-65.0,-72.0,-110.0,-110.0,-77.0,-81.0,-76.0,-74.0,-73.0,-69.0,-78.0,-78.0,-78.0,-93.0,-81.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-86.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2437.0,49.461206636646,11.11131516231,-2.0
56.1535,19085.8766,0.01915,7.99927,6.0647,-0.06844,0.00214,-0.05486,18.0,-27.6,-12.7,-110.0,-94.0,-110.0,-110.0,-110.0,-110.0,-81.0,-87.0,-65.0,-72.0,-110.0,-110.0,-77.0,-81.0,-76.0,-74.0,-73.0,-69.0,-78.0,-78.0,-78.0,-93.0,-81.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-86.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2437.0,49.461206636646,11.11131516231,-2.0
56.1603,19085.8966,0.07183,8.01843,5.80372,0.00731,-0.00336,-0.03165,18.0,-27.6,-12.7,-110.0,-94.0,-110.0,-110.0,-110.0,-110.0,-81.0,-87.0,-65.0,-72.0,-110.0,-110.0,-77.0,-81.0,-76.0,-74.0,-73.0,-69.0,-78.0,-78.0,-78.0,-93.0,-81.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-86.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2437.0,49.461206636646,11.11131516231,-2.0
56.178,19085.9166,0.04549,7.96815,5.66725,0.01342,0.02046,-0.01026,18.0,-27.6,-12.6,-110.0,-94.0,-110.0,-110.0,-110.0,-110.0,-81.0,-87.0,-65.0,-72.0,-110.0,-110.0,-77.0,-81.0,-76.0,-74.0,-73.0,-69.0,-78.0,-78.0,-78.0,-93.0,-81.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-86.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2437.0,49.461206636646,11.11131516231,-2.0
56.201,19085.9366,0.02155,7.97772,5.57627,0.0348,-0.01069,-0.00293,18.0,-27.5,-12.5,-110.0,-94.0,-110.0,-110.0,-110.0,-110.0,-81.0,-87.0,-65.0,-72.0,-110.0,-110.0,-77.0,-81.0,-76.0,-74.0,-73.0,-69.0,-78.0,-78.0,-78.0,-93.0,-81.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-86.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2437.0,49.461206636646,11.11131516231,-2.0
56.2186,19085.9566,0.07183,7.95857,5.41824,0.04029,-0.02902,0.00928,18.0,-27.5,-12.4,-110.0,-94.0,-110.0,-110.0,-110.0,-110.0,-81.0,-87.0,-65.0,-72.0,-110.0,-110.0,-77.0,-81.0,-76.0,-74.0,-73.0,-69.0,-78.0,-78.0,-78.0,-93.0,-81.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-86.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2437.0,49.461206636646,11.11131516231,-2.0
56.246,19085.9766,0.1269,8.01603,5.34402,0.02136,-0.00519,0.0215,18.0,-27.5,-12.6,-110.0,-94.0,-110.0,-110.0,-110.0,-110.0,-81.0,-87.0,-65.0,-72.0,-110.0,-110.0,-77.0,-81.0,-76.0,-74.0,-73.0,-69.0,-78.0,-78.0,-78.0,-93.0,-81.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-86.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2437.0,49.461206636646,11.11131516231,-2.0
56.2587,19085.9966,0.21788,8.06152,5.2698,-0.00125,0.00458,0.00195,17.9,-27.6,-12.6,-110.0,-94.0,-110.0,-110.0,-110.0,-110.0,-81.0,-87.0,-65.0,-72.0,-110.0,-110.0,-77.0,-81.0,-76.0,-74.0,-73.0,-69.0,-78.0,-78.0,-78.0,-93.0,-81.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-86.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2437.0,49.461206636646,11.11131516231,-2.0
56.2793,19086.0166,0.17239,7.9873,5.38951,-0.03118,0.01435,-0.03348,17.9,-27.6,-12.5,-110.0,-94.0,-110.0,-110.0,-110.0,-110.0,-81.0,-87.0,-65.0,-72.0,-110.0,-110.0,-77.0,-81.0,-76.0,-74.0,-73.0,-69.0,-78.0,-78.0,-78.0,-93.0,-81.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-86.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2437.0,49.461206636646,11.11131516231,-2.0
56.311,19086.0366,-0.03113,7.96815,5.59542,-0.01163,-0.00703,-0.03592,17.9,-27.5,-12.4,-110.0,-94.0,-110.0,-110.0,-110.0,-110.0,-81.0,-87.0,-65.0,-72.0,-110.0,-110.0,-77.0,-81.0,-76.0,-74.0,-73.0,-69.0,-78.0,-78.0,-78.0,-93.0,-81.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-86.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2437.0,49.461206636646,11.11131516231,-2.0
56.3199,19086.0566,-0.07662,7.95139,5.57148,0.01464,-0.03574,-0.01637,17.9,-27.5,-12.3,-110.0,-94.0,-110.0,-110.0,-110.0,-110.0,-81.0,-87.0,-65.0,-72.0,-110.0,-110.0,-77.0,-81.0,-76.0,-74.0,-73.0,-69.0,-78.0,-78.0,-78.0,-93.0,-81.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-86.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2437.0,49.461206636646,11.11131516231,-2.0
56.3399,19086.0766,0.07183,7.97054,5.43022,0.01647,-0.01802,0.00501,17.9,-27.5,-12.4,-110.0,-94.0,-110.0,-110.0,-110.0,-110.0,-81.0,-87.0,-65.0,-72.0,-110.0,-110.0,-77.0,-81.0,-76.0,-74.0,-73.0,-69.0,-78.0,-78.0,-78.0,-93.0,-81.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-86.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2437.0,49.461206636646,11.11131516231,-2.0
56.3562,19086.0966,0.15563,8.00646,5.45176,-0.01102,-0.01313,-0.01637,17.9,-27.5,-12.3,-110.0,-110.0,-110.0,-90.0,-110.0,-110.0,-81.0,-87.0,-65.0,-72.0,-110.0,-110.0,-77.0,-81.0,-76.0,-74.0,-73.0,-69.0,-78.0,-78.0,-78.0,-93.0,-81.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-86.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2437.0,49.461206636646,11.11131516231,-2.0
56.3785,19086.1166,0.01676,7.97294,5.63852,-0.03301,0.01313,-0.0347,17.7,-27.5,-12.3,-110.0,-110.0,-110.0,-90.0,-110.0,-110.0,-81.0,-87.0,-65.0,-72.0,-110.0,-110.0,-77.0,-81.0,-76.0,-74.0,-73.0,-69.0,-78.0,-78.0,-78.0,-93.0,-81.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-86.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2437.0,49.461206636646,11.11131516231,-2.0
56.4019,19086.1366,-0.14126,8.02561,5.7702,-0.01652,0.01619,-0.02676,17.8,-27.5,-12.4,-110.0,-110.0,-110.0,-90.0,-110.0,-110.0,-81.0,-87.0,-65.0,-72.0,-110.0,-110.0,-77.0,-81.0,-76.0,-74.0,-73.0,-69.0,-78.0,-78.0,-78.0,-93.0,-81.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-86.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2437.0,49.461206636646,11.11131516231,-2.0
56.4233,19086.1566,-0.06225,7.97772,5.71753,0.03785,-0.00703,0.00806,17.7,-27.5,-12.3,-110.0,-110.0,-110.0,-90.0,-110.0,-110.0,-81.0,-87.0,-65.0,-72.0,-110.0,-110.0,-77.0,-81.0,-76.0,-74.0,-73.0,-69.0,-78.0,-78.0,-78.0,-93.0,-81.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-86.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2437.0,49.461206636646,11.11131516231,-2.0
56.4419,19086.1766,0.08619,8.028,5.55232,0.04946,-0.03818,0.027,17.8,-27.5,-12.2,-110.0,-110.0,-110.0,-90.0,-110.0,-110.0,-81.0,-87.0,-65.0,-72.0,-110.0,-110.0,-77.0,-81.0,-76.0,-74.0,-73.0,-69.0,-78.0,-78.0,-78.0,-93.0,-81.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-86.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2437.0,49.461206636646,11.11131516231,-2.0
56.4632,19086.1966,0.14605,8.05913,5.49007,0.03724,-0.02108,0.02028,17.8,-27.4,-12.3,-110.0,-85.0,-110.0,-110.0,-110.0,-110.0,-81.0,-87.0,-65.0,-72.0,-110.0,-110.0,-77.0,-81.0,-76.0,-74.0,-73.0,-69.0,-78.0,-78.0,-78.0,-93.0,-81.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-86.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2437.0,49.461206636646,11.11131516231,-2.0
56.4866,19086.2166,0.13887,8.09504,5.38712,0.00731,0.01191,0.00562,17.7,-27.5,-12.5,-110.0,-85.0,-110.0,-110.0,-110.0,-110.0,-81.0,-87.0,-65.0,-72.0,-110.0,-110.0,-77.0,-81.0,-76.0,-74.0,-73.0,-69.0,-78.0,-78.0,-78.0,-93.0,-81.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-86.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2437.0,49.461206636646,11.11131516231,-2.0
56.502,19086.2365,0.21548,8.05195,5.68401,-0.02324,0.02107,-0.00721,17.7,-27.5,-12.5,-110.0,-85.0,-110.0,-110.0,-110.0,-110.0,-81.0,-87.0,-65.0,-72.0,-110.0,-110.0,-77.0,-81.0,-76.0,-74.0,-73.0,-69.0,-78.0,-78.0,-78.0,-93.0,-81.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-86.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2437.0,49.461206636646,11.11131516231,-2.0
56.517,19086.2565,0.1269,7.9897,5.78696,0.02319,0.01313,-0.02004,17.7,-27.5,-12.6,-110.0,-85.0,-110.0,-110.0,-110.0,-110.0,-81.0,-87.0,-65.0,-72.0,-110.0,-110.0,-77.0,-81.0,-76.0,-74.0,-73.0,-69.0,-78.0,-78.0,-78.0,-93.0,-81.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-86.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2437.0,49.461206636646,11.11131516231,-2.0
56.548,19086.2765,0.0,7.93942,5.34402,0.09038,0.0113,-0.00904,17.7,-27.4,-12.3,-110.0,-85.0,-110.0,-110.0,-110.0,-110.0,-81.0,-87.0,-65.0,-72.0,-110.0,-110.0,-77.0,-81.0,-76.0,-74.0,-73.0,-69.0,-78.0,-78.0,-78.0,-93.0,-81.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-86.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2437.0,49.461206636646,11.11131516231,-2.0
56.5588,19086.2965,0.03113,8.01124,5.1022,0.07084,-0.01191,0.01356,17.7,-27.4,-12.4,-110.0,-110.0,-110.0,-89.0,-110.0,-110.0,-81.0,-87.0,-65.0,-72.0,-110.0,-110.0,-77.0,-81.0,-76.0,-74.0,-73.0,-69.0,-78.0,-78.0,-78.0,-93.0,-81.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-86.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2437.0,49.461206636646,11.11131516231,-2.0
56.5782,19086.3165,0.1652,8.03998,5.15966,0.03052,-0.02108,0.01234,17.7,-27.4,-12.5,-110.0,-110.0,-110.0,-89.0,-110.0,-110.0,-81.0,-87.0,-65.0,-72.0,-110.0,-110.0,-77.0,-81.0,-76.0,-74.0,-73.0,-69.0,-78.0,-78.0,-78.0,-93.0,-81.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-86.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2437.0,49.461206636646,11.11131516231,-2.0
56.5974,19086.3365,0.18436,8.05674,5.34402,-0.01774,-0.01924,-0.02859,17.7,-27.4,-12.6,-110.0,-110.0,-110.0,-89.0,-110.0,-110.0,-81.0,-87.0,-65.0,-72.0,-110.0,-110.0,-77.0,-81.0,-76.0,-74.0,-73.0,-69.0,-78.0,-78.0,-78.0,-93.0,-81.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-86.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2437.0,49.461206636646,11.11131516231,-2.0
56.6184,19086.3565,-0.09098,7.95618,5.49247,-0.03912,0.01191,-0.05119,17.7,-27.5,-12.7,-110.0,-110.0,-110.0,-89.0,-110.0,-110.0,-81.0,-87.0,-65.0,-72.0,-110.0,-110.0,-77.0,-81.0,-76.0,-74.0,-73.0,-69.0,-78.0,-78.0,-78.0,-93.0,-81.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-86.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2437.0,49.461206636646,11.11131516231,-2.0
56.6373,19086.3765,-0.11014,7.93942,5.63373,-0.04828,0.00214,-0.03348,17.8,-27.5,-12.7,-110.0,-110.0,-110.0,-89.0,-110.0,-110.0,-81.0,-87.0,-65.0,-72.0,-110.0,-110.0,-77.0,-81.0,-76.0,-74.0,-73.0,-69.0,-78.0,-78.0,-78.0,-93.0,-81.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-86.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2437.0,49.461206636646,11.11131516231,-2.0
56.6635,19086.3965,-0.07422,7.99927,5.79654,-0.01896,0.01619,0.00684,17.8,-27.5,-12.7,-110.0,-110.0,-110.0,-89.0,-110.0,-110.0,-81.0,-87.0,-65.0,-72.0,-110.0,-110.0,-77.0,-81.0,-76.0,-74.0,-73.0,-69.0,-78.0,-78.0,-78.0,-93.0,-81.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-86.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2437.0,49.461206636646,11.11131516231,-2.0
56.6815,19086.4165,0.00479,8.03998,5.68401,0.01464,0.00764,0.027,17.9,-27.5,-12.8,-110.0,-110.0,-110.0,-89.0,-110.0,-110.0,-81.0,-87.0,-65.0,-72.0,-110.0,-110.0,-77.0,-81.0,-76.0,-74.0,-73.0,-69.0,-78.0,-78.0,-78.0,-93.0,-81.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-86.0,2437.0,5200.0,2417.0,2452.0,-1.0,-1.0,2462.0,2412.0,2427.0,2437.0,2422.0,2437.0,5220.0,5220.0,2462.0,2462.0,2437.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2437.0,49.461206636646,11.11131516231,-2.0
