AppTimestamp(s),SensorTimestamp(s),acc_x,acc_y,acc_z,Accuracy
128.5239,65222.0638,-0.0838,8.40604,5.09247,3
128.5358,65222.0838,-0.21787,8.27197,4.60166,3
128.5551,65222.1038,-0.249,8.24563,5.11641,3
128.5791,65222.1238,0.15083,8.48026,5.89452,3
128.5981,65222.1438,0.22266,8.66701,5.52342,3
128.6155,65222.1638,-0.05267,8.55209,5.05416,3
128.6351,65222.1838,-0.33998,8.36534,5.15232,3
128.6577,65222.2038,-0.52912,8.23366,5.52103,3
128.6839,65222.2248,-0.57461,8.26957,5.65032,3
128.6993,65222.2447,-0.38547,8.29112,5.64074,3
128.7176,65222.2646,-0.2083,8.38689,5.23373,3
128.7358,65222.2848,-0.22027,8.35337,5.11401,3
128.7582,65222.3047,-0.39025,8.20014,4.95839,3
128.7806,65222.3248,-0.50278,8.11156,5.16429,3
128.8047,65222.3448,-0.65841,7.94636,5.34386,3
128.8204,65222.3647,-0.5794,8.06607,5.35822,3
128.8419,65222.3858,-0.42138,8.25521,5.39653,3
128.8565,65222.4058,-0.31125,8.49942,5.20739,3
128.8812,65222.4258,-0.29209,8.47308,5.38935,3
128.9314,65222.4458,-0.42856,8.45153,5.29358,3
128.9331,65222.4658,-0.61292,8.12113,5.32231,3
128.937,65222.4858,-0.45969,8.04212,5.58807,3
128.9624,65222.5058,-0.20351,8.339,5.45399,3
128.9791,65222.5258,-0.09337,8.44914,5.23133,3
128.9958,65222.5457,-0.03352,8.52096,5.10683,3
129.0153,65222.5658,-0.22266,8.30549,5.20021,3
129.0352,65222.5858,-0.39744,8.11634,5.45878,3
129.0563,65222.6057,-0.27773,8.21451,5.49948,3
129.076,65222.6258,-0.1652,8.35337,5.52582,3
129.0972,65222.6457,-0.31125,8.26718,5.4492,3
129.1204,65222.6658,-0.47166,8.11634,5.29597,3
129.1372,65222.6868,-0.40223,8.20493,5.29119,3
129.1585,65222.7068,-0.2897,8.15944,5.73411,3
129.1782,65222.7267,-0.08619,8.3414,5.93523,3
129.1982,65222.7468,-0.10295,8.38689,5.48751,3
129.2185,65222.7668,-0.32561,8.26478,4.96797,3
129.2374,65222.7867,-0.40941,8.19056,4.98712,3
129.2585,65222.8068,-0.19393,8.23366,5.58807,3
129.2781,65222.8268,0.06225,8.47308,5.79157,3
129.3,65222.8468,0.04788,8.50899,5.37977,3
129.32,65222.8668,-0.00239,8.48744,5.21697,3
129.3385,65222.8868,0.00958,8.4635,5.34386,3
129.3668,65222.9068,-0.07661,8.22408,5.53061,3
129.3789,65222.9268,-0.22266,8.05409,5.71975,3
129.3996,65222.9478,-0.24181,8.14507,5.59525,3
129.4206,65222.9678,-0.35674,8.15944,5.26724,3
129.4425,65222.9878,-0.20111,8.29351,4.707,3
129.466,65223.0077,-0.09816,8.23366,4.91769,3
129.4796,65223.0278,-0.08619,8.2169,5.46357,3
129.4983,65223.0478,-0.14365,8.16902,5.68144,3
129.5179,65223.0677,-0.24181,8.28394,5.37019,3
129.5414,65223.0878,-0.29688,8.32224,4.49631,3
129.5597,65223.1078,-0.55785,8.14029,4.35266,3
129.5789,65223.1277,-0.58179,8.04212,5.13796,3
129.5988,65223.1478,-0.06464,8.4228,6.24647,3
129.6178,65223.1678,0.0431,8.54251,6.33027,3
129.6405,65223.1888,-0.47166,8.4252,5.37259,3
129.6594,65223.2088,-0.84515,8.14029,4.34548,3
129.6802,65223.2298,-0.55306,8.23127,4.96318,3
129.701,65223.2498,-0.10056,8.25042,6.33985,3
129.7203,65223.2698,0.26576,8.36534,6.52659,3
129.7414,65223.2898,0.68235,8.77475,5.79636,3
129.7638,65223.3098,0.48123,8.65504,4.18746,3
129.7801,65223.3298,-0.16759,8.15465,4.24971,3
129.8014,65223.3498,-0.34955,7.88411,5.26006,3
129.8216,65223.3697,-0.09577,8.16183,5.81073,3
129.8428,65223.3907,0.11013,8.18817,5.75087,3
129.8653,65223.4108,0.11971,8.35337,5.45639,3
129.8826,65223.4308,0.00479,8.15465,4.72137,3
129.9016,65223.4507,0.01197,8.20014,4.67109,3
129.9273,65223.4708,-0.01915,8.07804,5.69102,3
129.9444,65223.4908,0.03831,8.18578,6.06691,3
129.9607,65223.5108,0.19393,8.3414,5.48751,3
129.9803,65223.5307,-0.09337,8.16183,4.96318,3
130.0016,65223.5507,-0.20351,8.05649,4.83868,3
130.0205,65223.5708,0.03831,8.25042,5.32949,3
130.042,65223.5908,0.42138,8.45632,5.68623,3
130.0612,65223.6108,0.25139,8.34858,5.46596,3
130.087,65223.6308,-0.14126,8.05649,5.33907,3
130.1035,65223.6508,-0.03112,8.07804,4.956,3
130.1264,65223.6717,0.23463,8.30549,4.80037,3
130.1437,65223.6918,0.28012,8.30788,5.37738,3
130.1628,65223.7118,-0.04788,8.04931,5.71496,3
130.1829,65223.7317,0.13168,8.37252,5.4516,3
130.2135,65223.7518,0.03112,8.37013,5.36541,3
130.2288,65223.7718,-0.14605,8.2576,5.53061,3
130.2475,65223.7917,-0.17478,8.15944,5.85382,3
130.2657,65223.8118,0.02873,8.22648,5.97832,3
130.2836,65223.8318,0.05028,8.25521,5.49709,3
130.3036,65223.8517,-0.18914,8.10437,5.46357,3
130.3242,65223.8718,-0.38547,8.14747,5.34865,3
130.346,65223.8918,-0.29688,8.21451,5.52342,3
130.3653,65223.9117,-0.10774,8.20493,5.53779,3
130.3856,65223.9318,0.06464,8.14507,5.44441,3
130.4175,65223.9518,0.15562,8.04691,5.38456,3
130.4297,65223.9718,0.23224,8.00621,5.3678,3
130.4442,65223.9918,-0.01437,7.80749,5.38217,3
130.4669,65224.0118,0.16999,7.85777,5.19063,3
130.4835,65224.0318,0.54109,8.20014,4.90333,3
130.5029,65224.0518,0.72305,8.20253,5.51863,3
130.5278,65224.0718,0.60334,8.08522,5.533,3
130.5456,65224.0918,0.25618,7.97509,4.98233,3
130.5666,65224.1118,0.05746,7.88411,4.61363,3
130.5852,65224.1318,0.11253,8.02776,5.09726,3
130.6029,65224.1518,0.30167,8.15944,5.91847,3
130.6226,65224.1718,0.07422,8.01339,5.83467,3
130.6521,65224.1918,0.14365,8.17141,5.94241,3
130.6661,65224.2118,0.30406,8.2983,5.71017,3
130.6893,65224.2328,0.23942,8.12831,5.14035,3
130.7068,65224.2527,0.23942,8.06846,5.71975,3
130.7288,65224.2728,0.46687,8.15705,7.16585,3
130.7456,65224.2928,0.7015,8.1331,7.04614,3
130.7664,65224.3138,0.22505,8.04452,5.81552,3
130.786,65224.3338,0.42856,7.97748,5.63834,3
130.8047,65224.3538,0.3735,7.85298,5.70538,3
130.824,65224.3738,0.3304,7.81228,5.86101,3
130.8446,65224.3938,0.19872,7.54413,5.52342,3
130.8669,65224.4138,-0.08619,7.29274,5.59525,3
130.8872,65224.4338,0.11492,7.3071,5.8203,3
130.9056,65224.4538,0.47405,7.73567,5.76763,3
130.927,65224.4738,0.67038,7.85298,5.43723,3
130.9552,65224.4938,0.09337,7.39569,5.7413,3
130.9672,65224.5148,-0.17238,7.28556,6.23929,3
130.9866,65224.5348,-0.05267,7.33105,6.72052,3
131.0062,65224.5547,0.82361,7.70694,6.608,3
131.0252,65224.5747,1.07978,7.97269,6.49786,3
131.0469,65224.5948,0.75657,7.83143,6.74925,3
131.0691,65224.6147,0.51475,7.48188,6.68701,3
131.0884,65224.6348,0.98641,7.63511,6.30872,3
131.109,65224.6548,1.11091,7.67102,6.71095,3
131.129,65224.6747,0.96965,7.6806,6.79714,3
131.1475,65224.6948,0.62249,7.38372,6.10521,3
131.1699,65224.7158,0.96486,7.64229,6.06691,3
131.1891,65224.7357,1.13006,7.65187,6.69658,3
131.2322,65224.7558,0.86431,7.43878,6.85939,3
131.2421,65224.7758,0.49081,7.21134,6.58645,3
131.2506,65224.7958,0.55785,7.36456,5.77242,3
131.2732,65224.8158,0.53391,7.38851,5.19542,3
131.295,65224.8358,0.28252,7.23528,5.95199,3
131.3122,65224.8558,0.76136,7.29513,6.23929,3
131.3345,65224.8758,0.88346,7.57286,6.6463,3
131.3504,65224.8957,0.90501,7.43639,6.97431,3
131.369,65224.9158,0.39744,7.12754,7.48188,3
131.3884,65224.9358,0.55306,7.11557,6.96952,3
131.4071,65224.9557,0.54827,7.25683,6.57208,3
131.4267,65224.9758,1.18513,7.57047,7.62314,3
131.4484,65224.9958,1.63524,7.86495,7.17063,3
131.4668,65225.0157,1.30005,7.71172,6.60321,3
131.4876,65225.0358,0.826,7.24246,6.39012,3
131.5087,65225.0568,0.61531,7.07487,6.96234,3
131.5282,65225.0768,1.13246,7.34781,7.0605,3
131.5511,65225.0968,1.41018,7.63511,6.82587,3
131.5717,65225.1168,1.2809,7.47949,6.7325,3
131.5927,65225.1367,0.69671,6.99825,7.06768,3
131.6164,65225.1568,0.77812,6.97431,7.1419,3
131.63,65225.1778,1.21147,7.37654,6.98149,3
131.6499,65225.1978,1.64242,7.46033,6.34463,3
131.6725,65225.2178,1.60172,7.56807,6.41885,3
131.6913,65225.2378,1.26653,7.33105,6.3183,3
131.7107,65225.2588,0.87867,7.2281,6.27999,3
131.7344,65225.2787,0.81163,7.24007,6.24168,3
131.7596,65225.2988,1.16598,7.4316,6.30154,3
131.7747,65225.3188,1.36469,7.74285,6.36139,3
131.7905,65225.3387,1.24498,7.51061,6.06451,3
131.8139,65225.3588,0.82121,7.39569,5.87298,3
131.8327,65225.3788,0.79009,7.58722,6.23211,3
131.852,65225.3998,0.96726,7.69736,6.30154,3
131.871,65225.4198,0.70629,7.56568,5.97114,3
131.8921,65225.4398,0.62489,7.42203,5.47554,3
131.9121,65225.4598,0.83797,7.6375,6.10521,3
131.9398,65225.4798,1.26893,7.79552,6.5242,3
131.9557,65225.4998,1.4054,7.94157,6.64152,3
131.9768,65225.5198,1.01514,7.61596,5.9065,3
131.9919,65225.5398,0.74939,7.45315,6.05254,3
132.0145,65225.5597,0.5363,7.27837,6.57208,3
132.0297,65225.5797,0.31125,7.3071,6.13873,3
132.0495,65225.5998,0.29449,7.32626,5.76284,3
132.0806,65225.6197,0.23224,7.40766,5.63116,3
132.0992,65225.6397,0.05267,7.42442,5.99269,3
132.1108,65225.6598,0.16759,7.40527,6.0286,3
132.1373,65225.6797,0.29928,7.44118,6.13155,3
132.1502,65225.6997,0.40701,7.42921,6.43322,3
132.1738,65225.7198,0.48123,7.52258,6.86418,3
132.1968,65225.7408,0.68474,7.83622,6.32309,3
132.2119,65225.7607,0.7422,7.79313,6.03818,3
132.2311,65225.7808,0.89783,7.89847,6.09803,3
132.2539,65225.8018,0.59137,7.60398,6.4811,3
132.2745,65225.8217,0.28252,7.50103,6.29675,3
132.2979,65225.8418,0.2059,7.48427,6.11479,3
132.3131,65225.8618,0.44532,7.70933,6.05733,3
132.3349,65225.8818,0.46448,7.89129,5.85861,3
132.3542,65225.9018,0.4142,7.82904,6.1938,3
132.3741,65225.9218,0.21548,7.56568,6.66067,3
132.3949,65225.9418,0.19154,7.45794,6.54335,3
132.4117,65225.9618,0.50996,7.69496,6.1938,3
132.4319,65225.9817,0.90261,8.00621,5.82988,3
132.4544,65226.0018,0.84276,7.88171,5.88495,3
132.4753,65226.0218,0.35674,7.63032,6.08845,3
132.4968,65226.0417,0.24181,7.59201,6.07888,3
132.5129,65226.0618,0.22266,7.56089,6.38534,3
132.5356,65226.0818,0.4142,7.70694,6.28717,3
132.5545,65226.1017,0.44532,7.86495,5.92086,3
132.5743,65226.1228,0.33279,7.63511,5.71017,3
132.5937,65226.1428,0.32801,7.56089,6.26563,3
132.6298,65226.1628,0.46208,7.45794,6.59363,3
132.637,65226.1828,0.60334,7.72609,6.1531,3
132.659,65226.2028,0.71108,7.77397,5.68862,3
132.6746,65226.2228,0.59616,7.81467,5.56891,3
132.6945,65226.2428,0.49081,7.67821,5.94959,3
132.7137,65226.2628,0.40223,7.58004,6.3183,3
132.7339,65226.2828,0.35195,7.67102,6.41407,3
132.7569,65226.3028,0.51715,7.83143,5.95917,3
132.7781,65226.3228,0.54109,7.73088,6.10043,3
132.7934,65226.3428,0.66319,7.84101,6.18422,3
132.8147,65226.3628,0.72305,7.9272,6.07409,3
132.8332,65226.3827,0.5794,7.77158,5.91128,3
132.8663,65226.4028,0.46208,7.82186,5.56891,3
132.8944,65226.4228,0.22984,7.54652,5.60004,3
132.9084,65226.4438,0.26097,7.80031,5.51385,3
132.918,65226.4648,0.50039,7.74285,5.85143,3
132.9371,65226.4848,0.69432,7.9679,6.5673,3
132.9857,65226.5058,0.65362,7.96311,6.54814,3
132.9894,65226.5258,0.3711,7.72369,6.16028,3
133.0016,65226.5457,0.22266,7.64947,5.96396,3
133.0175,65226.5657,0.39265,7.71172,5.89213,3
133.0366,65226.5856,0.4956,7.95593,5.89213,3
133.0561,65226.6057,0.54827,7.96072,6.17225,3
133.0753,65226.6257,0.27773,7.79073,6.27281,3
133.0992,65226.6457,0.13168,7.69496,5.88495,3
133.119,65226.6657,0.26097,7.65905,5.88016,3
133.1403,65226.6857,0.48842,7.99663,6.19859,3
133.1604,65226.7057,0.64404,7.99903,6.41407,3
133.1809,65226.7256,0.46687,7.91044,5.89692,3
133.2052,65226.7457,0.17957,7.69496,5.81791,3
133.2166,65226.7657,0.23703,7.64947,6.17704,3
133.2375,65226.7857,0.33519,7.80749,6.07888,3
133.2568,65226.8057,0.34477,7.81467,5.67186,3
133.2756,65226.8257,0.34477,7.81228,5.99748,3
133.2993,65226.8457,0.12929,7.67821,6.33985,3
133.3197,65226.8657,0.18435,7.60638,6.08367,3
133.3364,65226.8857,0.30406,7.84101,5.66229,3
133.356,65226.9057,0.41659,7.85777,6.03339,3
133.3758,65226.9257,0.26336,7.74524,6.48589,3
133.3992,65226.9457,0.17957,7.62553,6.18422,3
133.4196,65226.9656,0.1652,7.61596,5.83228,3
133.4393,65226.9857,0.25379,7.61596,5.83946,3
133.4575,65227.0057,0.34955,7.74524,5.78918,3
133.4791,65227.0257,0.41659,7.79552,6.00945,3
133.499,65227.0457,0.2873,7.76679,5.92086,3
133.5185,65227.0667,0.19872,7.71412,5.86101,3
133.5398,65227.0867,0.4118,7.89847,6.03818,3
133.5634,65227.1077,0.4525,7.93917,6.14352,3
133.5817,65227.1287,0.34955,7.79313,6.08845,3
133.5997,65227.1487,0.47166,7.87214,5.81073,3
133.6219,65227.1686,0.79248,8.10198,5.57131,3
133.6406,65227.1887,0.69192,8.00382,5.66468,3
133.6616,65227.2087,0.30167,7.83622,5.89213,3
133.6844,65227.2297,0.16999,7.63032,6.07648,3
133.7014,65227.2497,0.30406,7.77397,5.83228,3
133.723,65227.2707,0.47884,7.86735,5.9041,3
133.7422,65227.2907,0.36631,7.86495,5.94959,3
133.7617,65227.3107,0.39504,7.85538,6.10761,3
133.7826,65227.3307,0.47405,7.86735,6.06451,3
133.8017,65227.3507,0.6608,7.98227,5.93283,3
133.8228,65227.3707,0.6177,7.91044,5.9065,3
133.842,65227.3907,0.55306,7.91762,5.9448,3
133.8615,65227.4107,0.577,7.85777,5.84185,3
133.8875,65227.4307,0.4142,7.75003,6.04057,3
133.9091,65227.4507,0.33998,7.69975,5.97832,3
133.9229,65227.4707,0.43335,7.76679,5.67186,3
133.9529,65227.4907,0.42138,7.85538,5.61201,3
133.9697,65227.5107,0.50757,7.83143,6.04536,3
133.9807,65227.5307,0.56264,7.82186,5.9855,3
134.0008,65227.5507,0.56743,7.84101,5.80354,3
134.0212,65227.5707,0.59616,7.85777,5.83706,3
134.0408,65227.5907,0.52912,7.80031,5.66708,3
134.0614,65227.6107,0.44772,7.84101,5.78679,3
134.0812,65227.6307,0.46926,7.86735,6.00466,3
134.1065,65227.6507,0.44293,7.82186,6.22014,3
134.1232,65227.6717,0.32801,7.78594,6.07648,3
134.1434,65227.6917,0.30885,7.78355,5.93283,3
134.1633,65227.7117,0.5387,7.91762,5.91607,3
134.1881,65227.7317,0.69432,7.94636,5.85143,3
134.2094,65227.7527,0.70629,7.8027,6.13873,3
134.2287,65227.7727,0.71826,7.97748,6.10521,3
134.2451,65227.7927,0.99599,8.11874,6.19619,3
134.2753,65227.8127,0.9505,8.09958,6.11,3
134.2884,65227.8327,0.7446,7.97987,5.86579,3
134.3069,65227.8527,0.58897,7.81707,5.77481,3
134.3289,65227.8727,0.49321,7.77876,5.69102,3
134.3459,65227.8927,0.42856,7.75961,5.67426,3
134.3634,65227.9127,0.31364,7.89608,5.34625,3
134.3847,65227.9327,-0.0838,7.65666,5.7389,3
134.4061,65227.9527,-0.05507,7.72369,6.11719,3
134.4299,65227.9727,0.14365,7.92241,5.86101,3
134.4464,65227.9927,0.36392,8.11395,5.82749,3
134.4869,65228.0137,0.37828,8.10198,6.23211,3
134.4917,65228.0347,0.26815,7.97987,6.13155,3
134.5089,65228.0547,0.34477,8.00861,5.97353,3
134.5258,65228.0747,0.28491,7.77637,6.06691,3
134.5489,65228.0947,0.33998,7.80749,6.18183,3
134.5656,65228.1147,0.26576,7.76679,5.76524,3
134.5942,65228.1347,0.35674,7.80031,5.19302,3
134.6051,65228.1547,0.31125,7.82425,5.08289,3
134.6254,65228.1747,0.35195,7.70694,5.81312,3
134.6469,65228.1947,0.30885,7.71172,6.17704,3
134.6666,65228.2147,0.39265,7.82425,5.96156,3
134.6863,65228.2347,0.4956,7.93917,5.63595,3
134.7086,65228.2547,0.55067,7.93678,5.85143,3
134.7474,65228.2757,0.58179,7.92002,6.03818,3
134.7561,65228.2957,0.53151,7.97269,5.94001,3
134.7687,65228.3157,0.56264,7.8865,5.79397,3
134.787,65228.3357,0.58419,7.96311,5.9065,3
134.8097,65228.3557,0.48842,7.76918,5.76284,3
134.8283,65228.3757,0.38547,7.79073,5.62637,3
134.8512,65228.3957,0.28491,7.77397,6.08845,3
134.8752,65228.4157,0.46208,7.87214,6.00226,3
134.8888,65228.4377,0.47645,7.84819,5.77721,3
134.9118,65228.4577,0.56503,8.02297,5.86819,3
134.9355,65228.4777,0.54348,8.01579,6.10282,3
134.9473,65228.4977,0.54109,7.99424,6.08606,3
134.9765,65228.5177,0.52912,8.04212,5.92804,3
134.9892,65228.5377,0.47405,7.8865,5.75806,3
135.0082,65228.5577,0.36152,7.93678,5.71975,3
135.0272,65228.5776,0.37828,7.91762,5.80594,3
135.0473,65228.5977,0.39504,7.9272,5.93523,3
135.0712,65228.6177,0.30885,7.77876,6.22014,3
135.0909,65228.6387,0.36631,7.83143,5.78439,3
135.1094,65228.6587,0.44772,7.86735,5.56412,3
135.1416,65228.6786,0.60573,7.8865,5.83467,3
135.1551,65228.6997,0.58179,7.82425,6.14352,3
135.1747,65228.7197,0.57461,7.99663,5.64553,3
135.1942,65228.7397,0.577,7.89129,5.5737,3
135.2113,65228.7607,0.67516,8.02058,5.79397,3
135.2342,65228.7807,0.59855,7.84819,5.93044,3
135.2515,65228.8007,0.5363,8.02297,5.54258,3
135.2738,65228.8207,0.56264,7.98227,5.78439,3
135.2918,65228.8407,0.39025,7.88171,5.9879,3
135.3147,65228.8607,0.33998,7.99424,5.6144,3
135.3315,65228.8807,0.36871,7.94875,5.53539,3
135.3545,65228.9007,0.39265,7.89847,6.02142,3
135.375,65228.9207,0.43335,7.88889,6.34703,3
135.3926,65228.9407,0.45011,7.98706,5.81073,3
135.4142,65228.9607,0.42856,7.98227,5.50906,3
135.4348,65228.9807,0.51236,7.98227,5.39414,3
135.4518,65229.0007,0.5794,7.99903,5.75566,3
135.4713,65229.0207,0.58897,7.99663,6.10043,3
135.4909,65229.0407,0.42138,7.87692,6.00466,3
135.5131,65229.0607,0.29928,7.87692,5.70299,3
135.5345,65229.0807,0.37828,7.86495,5.92086,3
135.563,65229.1007,0.43335,7.89608,5.76045,3
135.5735,65229.1207,0.40462,7.94157,5.77242,3
135.5954,65229.1407,0.36392,7.85538,5.83946,3
135.6151,65229.1607,0.27533,7.9272,5.62637,3
135.638,65229.1807,0.46687,7.93438,5.70538,3
135.6545,65229.2007,0.56743,8.07804,5.84903,3
135.6711,65229.2207,0.49081,7.95833,5.83946,3
135.6918,65229.2407,0.30646,7.85298,5.95199,3
135.7128,65229.2607,0.4525,7.94636,5.92325,3
135.7334,65229.2807,0.50039,7.9679,6.05494,3
135.754,65229.3007,0.45011,8.00142,5.73411,3
135.7734,65229.3207,0.46687,8.00382,5.59764,3
135.7934,65229.3407,0.51954,8.00142,5.87058,3
135.8189,65229.3607,0.44532,7.9272,5.91607,3
135.8337,65229.3807,0.40223,7.87214,5.76524,3
135.8562,65229.4007,0.44293,7.91762,5.94959,3
135.8822,65229.4207,0.5387,8.06607,5.70299,3
135.9022,65229.4407,0.52194,7.95114,5.53539,3
135.9234,65229.4607,0.48842,8.03734,5.50906,3
135.9352,65229.4807,0.45011,7.90326,5.89213,3
135.9602,65229.5007,0.39744,7.91523,5.73172,3
135.9798,65229.5207,0.35913,7.85538,5.87537,3
135.9944,65229.5407,0.26097,7.83622,5.96396,3
136.0116,65229.5607,0.41659,7.93917,5.89452,3
136.0345,65229.5807,0.44293,7.94396,5.77721,3
136.0595,65229.6017,0.55067,7.96551,5.54497,3
136.077,65229.6227,0.65122,8.09958,5.66229,3
136.0938,65229.6427,0.60813,7.9703,5.64313,3
136.1143,65229.6627,0.52194,7.98706,5.55934,3
136.1354,65229.6827,0.49321,7.99903,5.64074,3
136.154,65229.7027,0.42617,7.9703,5.87298,3
136.1779,65229.7226,0.29928,7.87214,5.9879,3
136.1947,65229.7427,0.40223,8.00142,5.78679,3
136.2136,65229.7626,0.45011,8.0924,5.50666,3
136.2372,65229.7826,0.39504,8.02297,5.39414,3
136.2572,65229.8027,0.35674,7.97509,5.74848,3
136.2749,65229.8227,0.4142,8.00621,6.09324,3
136.2931,65229.8427,0.38068,7.93199,6.22014,3
136.3148,65229.8627,0.26815,7.94396,5.9448,3
136.3378,65229.8827,0.29688,7.9296,5.62637,3
136.3551,65229.9027,0.38307,7.96072,5.38217,3
136.3762,65229.9227,0.42617,7.9703,5.60483,3
136.4001,65229.9427,0.54588,7.94636,5.79157,3
136.4165,65229.9627,0.69192,8.00621,6.03339,3
136.4337,65229.9827,0.60813,8.01339,5.79876,3
136.4556,65230.0027,0.59376,8.06128,5.6168,3
136.4761,65230.0227,0.6201,8.07804,5.63834,3
136.4945,65230.0427,0.6201,8.13789,5.60722,3
136.5176,65230.0627,0.56743,8.04212,5.93523,3
136.5369,65230.0827,0.35195,7.95833,5.76524,3
136.5553,65230.1027,0.38068,7.99185,5.62398,3
136.5777,65230.1227,0.45729,8.06607,5.75806,3
136.6042,65230.1427,0.42377,8.00382,5.96635,3
136.6167,65230.1627,0.32322,7.96072,5.6982,3
136.6358,65230.1827,0.15562,7.8434,5.64792,3
136.6583,65230.2027,0.17478,7.86256,5.67905,3
136.6767,65230.2227,0.15802,7.9703,5.61919,3
136.6941,65230.2427,0.26336,8.06367,5.55215,3
136.7171,65230.2627,0.35434,8.08282,5.70059,3
136.7354,65230.2827,0.22505,7.93678,6.08127,3
136.7537,65230.3027,0.12689,7.86495,6.03339,3
136.7757,65230.3227,0.22745,7.98227,5.79157,3
136.7986,65230.3427,0.48123,8.10677,5.5737,3
136.8155,65230.3627,0.55545,8.10437,5.47315,3
136.8381,65230.3827,0.52672,8.03973,5.83706,3
136.8594,65230.4027,0.5794,7.97509,6.14113,3
136.8758,65230.4227,0.56264,8.00142,5.74369,3
136.9265,65230.4427,0.47884,8.00861,5.14753,3
136.93,65230.4627,0.4956,8.011,5.42047,3
136.938,65230.4827,0.47645,8.02536,5.77242,3
136.9524,65230.5027,0.40223,7.94396,5.71257,3
136.9748,65230.5226,0.32561,7.92002,5.65271,3
136.9947,65230.5427,0.27533,8.02297,5.74369,3
137.0147,65230.5627,0.30646,8.09001,5.65271,3
137.0353,65230.5827,0.23463,7.99424,5.7796,3
137.0565,65230.6027,0.18435,7.93199,5.782,3
137.0803,65230.6227,0.0838,7.86016,5.61201,3
137.1024,65230.6427,0.20351,8.011,5.54497,3
137.1159,65230.6627,0.35434,8.10437,5.75087,3
137.1336,65230.6827,0.32561,8.12831,5.73411,3
137.1593,65230.7027,0.33279,8.12353,5.91368,3
137.1757,65230.7226,0.32561,8.03734,5.95917,3
137.1938,65230.7427,0.36631,8.1331,5.73172,3
137.2158,65230.7627,0.37589,8.0924,5.74369,3
137.2351,65230.7827,0.42617,8.0948,5.782,3
137.2534,65230.8027,0.3735,8.00861,5.65271,3
137.2735,65230.8227,0.43335,7.95354,5.76284,3
137.293,65230.8427,0.43814,8.03015,5.71496,3
137.3146,65230.8627,0.38307,8.06607,5.42526,3
137.3328,65230.8827,0.3711,8.08282,5.47793,3
137.3542,65230.9027,0.34237,7.96072,5.74848,3
137.3727,65230.9227,0.33279,7.91044,5.70059,3
137.393,65230.9427,0.32322,7.98706,5.7413,3
137.4155,65230.9627,0.40941,8.05409,5.52582,3
137.4445,65230.9827,0.50278,8.1331,5.79876,3
137.459,65231.0037,0.29928,8.03494,6.00226,3
137.477,65231.0237,0.33758,7.99663,5.82749,3
137.4962,65231.0447,0.36392,8.07804,5.64313,3
137.5188,65231.0647,0.35195,7.96072,5.52821,3
137.5371,65231.0847,0.32801,7.97269,5.47315,3
137.5658,65231.1047,0.49799,8.10916,5.63834,3
137.58,65231.1247,0.50039,8.06367,5.58567,3
137.5991,65231.1457,0.36871,8.03015,5.83706,3
137.623,65231.1667,0.45729,8.05409,5.89452,3
137.643,65231.1866,0.47166,8.12113,5.84425,3
137.6584,65231.2067,0.39265,7.93199,5.68623,3
137.6779,65231.2267,0.17238,7.83143,5.38217,3
137.7012,65231.2467,0.17957,7.9296,5.284,3
137.7193,65231.2667,0.40701,8.04931,5.40132,3
137.7386,65231.2877,0.44053,8.13789,5.69341,3
137.7592,65231.3077,0.4525,8.10198,6.06212,3
137.7788,65231.3277,0.2873,7.96072,6.13873,3
137.801,65231.3477,0.2897,8.01579,5.85382,3
137.8203,65231.3687,0.39025,8.05409,5.68384,3
137.8443,65231.3897,0.39025,8.00382,5.71257,3
137.8614,65231.4097,0.43096,7.91284,5.85622,3
137.8869,65231.4297,0.56024,7.95833,5.81073,3
137.9051,65231.4507,0.48842,7.88171,5.64553,3
137.9221,65231.4707,0.48842,7.80749,5.21936,3
137.9421,65231.4907,0.35434,7.90565,5.16669,3
137.969,65231.5107,0.33758,7.86974,5.79157,3
137.982,65231.5317,0.25379,7.98706,5.70299,3
138.0016,65231.5517,0.24181,8.06367,5.533,3
138.0212,65231.5716,0.31125,8.22408,5.53539,3
138.0425,65231.5917,0.45969,8.28633,5.62159,3
138.0626,65231.6117,0.54827,8.28633,6.18422,3
138.0828,65231.6317,0.38307,8.15226,6.58645,3
138.1068,65231.6517,0.07901,7.85059,6.5649,3
138.1276,65231.6717,0.09816,7.80031,6.13155,3
138.1491,65231.6917,0.11732,7.83383,5.74608,3
138.1638,65231.7117,0.2059,7.81707,5.71496,3
138.1827,65231.7317,0.26336,7.77637,5.38695,3
138.202,65231.7517,0.28252,7.75003,5.48751,3
138.222,65231.7717,0.47405,7.9272,5.36301,3
138.2421,65231.7917,0.86191,8.28154,4.9943,3
138.2668,65231.8117,1.12767,8.47308,5.11401,3
138.2837,65231.8317,1.14682,8.38689,5.7796,3
138.3037,65231.8527,0.86431,8.18817,6.02621,3
138.3264,65231.8727,0.59376,7.94396,6.01663,3
138.3459,65231.8927,0.58179,7.89608,5.67186,3
138.3662,65231.9127,0.50996,7.85777,5.35583,3
138.3866,65231.9327,0.49799,7.86735,5.25288,3
138.411,65231.9527,0.2083,7.82425,5.42287,3
138.4281,65231.9727,0.11253,7.73088,5.70538,3
138.4667,65231.9937,0.07422,7.80749,5.87537,3
138.4746,65232.0137,0.34477,7.99185,5.72214,3
138.4912,65232.0337,0.49799,8.19775,5.70538,3
138.5047,65232.0537,0.82839,8.23366,5.83706,3
