SensorTimestamp(s),gyro_x,gyro_y,gyro_z
65188.0262,0.04276,1.0061,0.74648
65188.0361,0.06536,0.99021,0.68783
65188.0461,0.07269,0.96517,0.66462
65188.0561,0.05742,0.88087,0.66645
65188.0661,0.04398,0.76847,0.6744
65188.0762,0.0391,0.57177,0.69455
65188.0871,0.03299,0.46548,0.70738
65188.0971,0.01588,0.43371,0.71288
65188.1072,0.01466,0.47953,0.70127
65188.1172,0.0281,0.57788,0.6524
65188.1271,0.05498,0.65424,0.58704
65188.1371,0.10201,0.65729,0.49602
65188.1471,0.1295,0.62797,0.42944
65188.1571,0.15882,0.55528,0.36957
65188.1672,0.16432,0.46976,0.36346
65188.1772,0.15577,0.39889,0.38485
65188.1871,0.14111,0.40928,0.43127
65188.1971,0.13256,0.44776,0.48564
65188.2071,0.10934,0.49969,0.50091
65188.2171,0.07269,0.58399,0.45082
65188.2272,-0.00061,0.64263,0.36408
65188.2372,-0.08186,0.63713,0.26939
65188.2481,-0.16188,0.57116,0.20525
65188.2582,-0.21258,0.47403,0.14905
65188.2682,-0.23213,0.39462,0.13073
65188.2781,-0.23518,0.34453,0.11729
65188.2881,-0.17715,0.25473,0.12889
65188.2981,-0.11851,0.13378,0.1631
65188.3081,-0.08735,0.04337,0.21625
65188.3182,-0.12156,-0.02382,0.23579
65188.3282,-0.16921,-0.02688,0.21136
65188.3381,-0.22297,0.04581,0.14844
65188.3481,-0.25717,0.11179,0.08186
65188.3581,-0.23274,0.19853,0.00061
65188.3681,-0.16616,0.26756,-0.05498
65188.3782,-0.0562,0.31337,-0.05925
65188.3882,0.04154,0.29383,-0.0171
65188.3981,0.11179,0.21197,0.06109
65188.4081,0.12278,0.12828,0.13622
65188.4181,0.08919,-0.00367,0.21258
65188.4281,0.00367,-0.17654,0.24557
65188.4381,-0.12217,-0.18815,0.22785
65188.4491,-0.22052,-0.10751,0.18815
65188.4591,-0.28466,0.07208,0.11606
65188.4691,-0.29749,0.2364,0.04704
65188.4792,-0.28772,0.29871,-0.00489
65188.4891,-0.28039,0.2645,0.00794
65188.4991,-0.27917,0.20403,0.06048
65188.5091,-0.26634,0.16127,0.11484
65188.5191,-0.22724,0.06842,0.17043
65188.5291,-0.18021,-0.05803,0.17287
65188.5391,-0.13744,-0.12767,0.16005
65188.5491,-0.07819,-0.05864,0.15027
65188.559,-0.02199,0.13683,0.15944
65188.5691,0.00794,0.2981,0.17226
65188.5791,0.02566,0.40806,0.16738
65188.5891,0.04887,0.45143,0.15882
65188.5991,0.07819,0.4496,0.15577
65188.6091,0.10751,0.42516,0.15333
65188.6201,0.12339,0.36469,0.12889
65188.6301,0.11912,0.33598,0.10751
65188.6401,0.11973,0.35369,0.09835
65188.6501,0.11912,0.37446,0.09407
65188.6601,0.10446,0.35858,0.10568
65188.6701,0.08735,0.35003,0.12095
65188.6801,0.06048,0.38668,0.14111
65188.6901,0.04215,0.40867,0.17226
65188.7001,0.02321,0.39156,0.20953
65188.7101,0.03299,0.35797,0.19242
65188.7201,0.0391,0.34086,0.146
65188.7301,0.06475,0.37751,0.09041
65188.7401,0.08674,0.40928,0.03604
65188.7501,0.10507,0.44838,0.0171
65188.7601,0.09224,0.51129,0.03238
65188.7701,0.03421,0.59682,0.06231
65188.7801,-0.05192,0.65179,0.1014
65188.7901,-0.12095,0.63163,0.14966
65188.8001,-0.17471,0.49724,0.18998
65188.8101,-0.2303,0.3262,0.21014
65188.8201,-0.26756,0.12401,0.21991
65188.8301,-0.2529,0.04581,0.18754
65188.8401,-0.17287,0.00977,0.13378
65188.8501,-0.09224,-0.02688,0.09407
65188.8601,0.01466,-0.04215,0.06475
65188.8711,0.10873,0.01344,0.03543
65188.8811,0.14233,0.18204,0.03787
65188.8911,0.13561,0.35003,0.06353
65188.9021,0.10873,0.4496,0.1179
65188.9131,0.10201,0.43616,0.18937
65188.9231,0.09346,0.30238,0.2645
65188.9331,0.09285,0.1405,0.3262
65188.9431,0.09346,0.04581,0.35247
65188.9531,0.07514,0.01038,0.32437
65188.9631,0.03421,0.02566,0.26145
65188.9731,0.00122,0.09713,0.19181
65188.9831,-0.01222,0.19364,0.11423
65188.9931,0.00305,0.25351,0.0507
65189.0031,0.03726,0.26512,0.01283
65189.0141,0.07208,0.23274,0.01772
65189.0241,0.08552,0.14966,0.05742
65189.0341,0.08125,0.06292,0.09041
65189.0441,0.04398,-0.00061,0.12767
65189.0541,0.00855,-0.01649,0.15211
65189.0641,0.01466,0.04826,0.17349
65189.0741,0.08002,0.21014,0.1857
65189.0841,0.15882,0.42333,0.18387
65189.0941,0.19303,0.49297,0.15638
65189.1041,0.19853,0.45448,0.12889
65189.1141,0.16799,0.36285,0.11729
65189.1241,0.07514,0.21319,0.12462
65189.1341,-0.00916,0.09835,0.15211
65189.1441,-0.05498,0.00733,0.20159
65189.1541,-0.02199,-0.06048,0.22541
65189.1641,0.09407,-0.0898,0.24068
65189.1741,0.20647,-0.04215,0.26206
65189.1841,0.27061,0.08125,0.2584
65189.1941,0.26512,0.17349,0.21991
65189.2041,0.20342,0.21441,0.16432
65189.2141,0.15088,0.19975,0.10018
65189.2241,0.10873,0.09041,0.02566
65189.2342,0.07636,-0.02321,-0.01527
65189.2451,0.03726,-0.17532,-0.04154
65189.2551,-0.00428,-0.24923,-0.05864
65189.2651,-0.03115,-0.26328,-0.07636
65189.2751,-0.03604,-0.22113,-0.09285
65189.2861,-0.0226,-0.18143,-0.09957
65189.2961,-0.01588,-0.16188,-0.09346
65189.3061,0.01772,-0.09957,-0.08735
65189.3161,0.06903,-0.03971,-0.09468
65189.3261,0.11729,-0.03726,-0.11912
65189.3371,0.1686,-0.10629,-0.14844
65189.3471,0.15577,-0.26389,-0.20464
65189.3571,0.12156,-0.32009,-0.23274
65189.3671,0.05681,-0.29993,-0.24496
65189.3771,0.01038,-0.27122,-0.24435
65189.3871,-0.00367,-0.19853,-0.20586
65189.3971,0.02993,-0.10018,-0.15882
65189.4071,0.09224,-0.03299,-0.08308
65189.4171,0.11362,-0.0055,-0.00305
65189.4271,0.14539,-0.00061,0.07453
65189.4371,0.16738,-0.04276,0.12767
65189.4471,0.1686,-0.17043,0.15944
65189.4571,0.13195,-0.22907,0.17532
65189.4681,0.02016,-0.27855,0.15699
65189.4781,-0.13744,-0.31643,0.12217
65189.4881,-0.29444,-0.28894,0.05437
65189.4981,-0.36346,-0.22602,-0.02321
65189.5081,-0.36224,-0.21441,-0.10385
65189.5181,-0.30116,-0.25595,-0.14355
65189.5281,-0.20036,-0.31093,-0.17532
65189.5381,-0.11729,-0.36041,-0.19853
65189.5481,-0.03482,-0.3824,-0.21869
65189.5581,0.01222,-0.36469,-0.21808
65189.5681,0.05681,-0.33048,-0.20831
65189.5781,0.05498,-0.281,-0.20831
65189.5881,0.03726,-0.20403,-0.20281
65189.5981,0.03115,-0.1179,-0.19242
65189.6081,0.03787,-0.00611,-0.15638
65189.6181,0.05803,0.04032,-0.11301
65189.6291,0.09713,0.02993,-0.07697
65189.6401,0.13195,0.02932,-0.06781
65189.6501,0.14294,-0.02016,-0.08247
65189.6601,0.11179,-0.13806,-0.10263
65189.6701,0.07147,-0.29505,-0.13134
65189.6801,0.03054,-0.35003,-0.14111
65189.6901,-0.04337,-0.39889,-0.12339
65189.7001,-0.09285,-0.4105,-0.07941
65189.7101,-0.07514,-0.31398,-0.01955
65189.7211,-0.01405,-0.1741,0.00428
65189.7311,0.05376,-0.0507,-0.00367
65189.7411,0.09163,0.03543,-0.01955
65189.7511,0.10507,0.12156,-0.05437
65189.7611,0.11423,0.16554,-0.06903
65189.7711,0.10385,0.12706,-0.0843
65189.7811,0.08002,0.05009,-0.07514
65189.7911,0.04704,-0.0055,-0.04643
65189.8011,0.02688,-0.04826,0.0055
65189.8111,0.02566,-0.13683,0.07819
65189.8221,0.03971,-0.20586,0.11912
65189.8321,0.07391,-0.20708,0.09102
65189.8421,0.09346,-0.17715,0.04093
65189.8521,0.07636,-0.07819,-0.03665
65189.8631,0.02627,0.03115,-0.09407
65189.8731,-0.01222,0.08552,-0.13195
65189.8831,-0.00244,0.07391,-0.12217
65189.8931,0.04826,0.02321,-0.0617
65189.9041,0.08735,-0.08186,0.01283
65189.9141,0.10934,-0.13195,0.05253
65189.9241,0.10751,-0.09957,0.05498
65189.9341,0.08491,-0.00794,0.03604
65189.9441,0.03665,0.0788,0.00611
65189.9541,-0.02382,0.13928,-0.02505
65189.9641,-0.04154,0.14233,-0.05681
65189.9741,-0.02627,0.11668,-0.09468
65189.9842,0.03543,0.08002,-0.11118
65189.9941,0.10507,0.02871,-0.09285
65190.004,0.18143,0.00794,-0.07453
65190.0141,0.25412,0.00977,-0.04765
65190.0241,0.28039,0.0452,-0.011
65190.0341,0.25229,0.10201,0.01772
65190.0441,0.21808,0.15577,0.05192
65190.0541,0.17532,0.27672,0.07697
65190.0641,0.15027,0.31032,0.08125
65190.0741,0.12828,0.24374,0.08063
65190.0841,0.12767,0.13806,0.08125
65190.0941,0.11851,0.11179,0.11423
65190.1051,0.09713,0.135,0.16432
65190.1151,0.09407,0.08369,0.21747
65190.1251,0.12339,0.02077,0.2474
65190.1351,0.14539,-0.03604,0.26206
65190.1451,0.09163,-0.10018,0.26389
65190.1551,-0.05925,-0.10568,0.23702
65190.1651,-0.22969,-0.08125,0.16921
65190.1751,-0.42333,-0.07086,0.04581
65190.1851,-0.56505,-0.09041,-0.04276
65190.1951,-0.59682,-0.06414,-0.09102
65190.2051,-0.49541,0.03238,-0.06903
65190.2151,-0.33842,0.09468,0.00122
65190.2251,-0.18326,0.06597,0.09346
65190.2351,0.00122,-0.00916,0.2364
65190.2451,0.13744,-0.0562,0.33537
65190.2551,0.24007,-0.05498,0.40195
65190.2651,0.26695,-0.00977,0.42516
65190.2751,0.23152,0.08002,0.41539
65190.2851,0.15944,0.16005,0.37629
65190.2951,0.0562,0.16982,0.30849
65190.3051,-0.02993,0.15211,0.24129
65190.3151,-0.10812,0.09285,0.18082
65190.3251,-0.14111,-0.03238,0.14722
65190.3351,-0.13011,-0.20403,0.12095
65190.3451,-0.09713,-0.27611,0.09591
65190.3561,-0.05376,-0.29077,0.06048
65190.3659,-0.03726,-0.27978,0.03176
65190.3771,-0.04093,-0.23335,0.011
65190.3871,-0.05253,-0.18021,0.01038
65190.3971,-0.05864,-0.14905,-0.00367
65190.4071,-0.05803,-0.13134,-0.0281
65190.4171,-0.0507,-0.08247,-0.06109
65190.4271,-0.02993,0.01344,-0.0843
65190.4371,0.02627,0.18815,-0.1124
65190.447,0.04581,0.3036,-0.12095
65190.4571,0.06231,0.34941,-0.13867
65190.4671,0.06536,0.30055,-0.14233
65190.4771,0.07697,0.21197,-0.13073
65190.4871,0.09224,0.08735,-0.09163
65190.4972,0.11118,-0.06048,-0.01649
65190.5071,0.12217,-0.18082,0.05253
65190.517,0.10568,-0.28344,0.11545
65190.5271,0.0898,-0.2981,0.146
65190.5371,0.05803,-0.20281,0.14905
65190.5471,0.02443,-0.13806,0.12217
65190.5571,-0.00244,-0.05192,0.06292
65190.5671,0.00244,0.0788,0.01772
65190.577,0.03848,0.21136,-0.01161
65190.5871,0.07697,0.22113,-0.00305
65190.5971,0.12401,0.13622,0.03971
65190.6071,0.1405,0.02016,0.07025
65190.6171,0.12584,-0.15149,0.09713
65190.6269,0.09041,-0.24923,0.09835
65190.6381,0.04765,-0.33537,0.04581
65190.6481,0.00367,-0.33598,-0.00244
65190.6581,-0.04948,-0.24862,-0.05742
65190.6681,-0.09896,-0.16982,-0.10873
65190.678,-0.12278,-0.08858,-0.14233
65190.688,-0.09224,-0.05864,-0.15149
65190.6981,0.01405,-0.09468,-0.15211
65190.7081,0.13378,-0.17898,-0.10324
65190.7181,0.26084,-0.29932,-0.01405
65190.728,0.33598,-0.39218,0.06048
65190.7381,0.34086,-0.43188,0.08369
65190.7481,0.31154,-0.44593,0.07208
65190.7581,0.25962,-0.44043,0.04948
65190.7681,0.22785,-0.37996,0.00489
65190.7781,0.20525,-0.26939,-0.0562
65190.7881,0.14294,-0.18876,-0.1069
65190.7981,0.02199,-0.14294,-0.16371
65190.8081,-0.11973,-0.11301,-0.21197
65190.8181,-0.27184,-0.11973,-0.25229
65190.8281,-0.35613,-0.18387,-0.26756
65190.8381,-0.3769,-0.32681,-0.26878
65190.8481,-0.32132,-0.43188,-0.27428
65190.8581,-0.24679,-0.52168,-0.27611
65190.8681,-0.19975,-0.53084,-0.26267
65190.878,-0.14966,-0.44043,-0.25779
65190.8881,-0.11057,-0.28833,-0.2584
65190.8981,-0.08858,-0.07147,-0.22419
65190.908,-0.07453,0.15149,-0.18876
65190.918,-0.05253,0.31093,-0.18692
65190.928,-0.01894,0.39034,-0.19731
65190.9381,0.02382,0.37996,-0.21136
65190.9481,0.05131,0.27122,-0.24007
65190.9581,0.02505,0.02688,-0.26328
65190.9691,-0.05376,-0.18754,-0.23396
65190.9791,-0.14111,-0.33598,-0.15211
65190.9901,-0.18204,-0.40317,-0.07269
65191.0001,-0.16249,-0.38668,-0.01527
65191.0111,-0.10568,-0.29749,0.01894
65191.0211,-0.03848,-0.15394,0.01649
65191.0311,-0.01955,-0.00061,-0.00305
65191.041,-0.05131,0.19792,-0.0562
65191.051,-0.13073,0.30482,-0.12889
65191.061,-0.20586,0.38973,-0.21258
65191.0711,-0.24007,0.41966,-0.27489
65191.0811,-0.23396,0.42638,-0.28772
65191.0911,-0.20586,0.39401,-0.25534
65191.101,-0.16677,0.29505,-0.18448
65191.111,-0.1295,0.18998,-0.10934
65191.121,-0.10873,0.02505,-0.02199
65191.132,-0.0562,-0.18631,0.10568
65191.1431,0.01527,-0.2419,0.2138
65191.153,0.05131,-0.23335,0.23152
65191.163,0.0672,-0.19426,0.22419
65191.173,0.03848,-0.15455,0.20708
65191.1831,-0.04765,-0.11973,0.17349
65191.1931,-0.10751,-0.06781,0.1405
65191.2031,-0.14294,0.0507,0.11973
65191.2141,-0.14233,0.21075,0.11668
65191.2241,-0.07208,0.23885,0.15088
65191.2341,0.00061,0.21258,0.15821
65191.244,0.09957,0.1069,0.14355
65191.254,0.14478,-0.01527,0.10568
65191.264,0.17837,-0.05681,0.06048
65191.2741,0.1912,-0.05376,0.0055
65191.2841,0.1741,-0.06781,-0.05742
65191.2941,0.14172,-0.07391,-0.09896
65191.304,0.10751,-0.06048,-0.12034
65191.314,0.07819,-0.05803,-0.10934
65191.324,0.06842,-0.02932,-0.09529
65191.335,0.09407,0.08125,-0.08247
65191.345,0.17287,0.19548,-0.09163
65191.3551,0.24862,0.25962,-0.10385
65191.3651,0.27489,0.26939,-0.11057
65191.3751,0.21808,0.23152,-0.09835
65191.3851,0.06964,0.15699,-0.07697
65191.395,-0.07147,0.09652,-0.05131
65191.405,-0.15577,0.08186,-0.04948
65191.415,-0.16127,0.10873,-0.0672
65191.4251,-0.12339,0.20281,-0.09713
65191.4351,-0.1124,0.30543,-0.12034
65191.4451,-0.15882,0.35247,-0.14905
65191.455,-0.23946,0.29688,-0.14783
65191.465,-0.32254,0.16921,-0.0898
65191.475,-0.35308,0.0281,-0.02932
65191.4851,-0.31215,-0.13928,0.02443
65191.4951,-0.22174,-0.18021,0.05559
65191.505,-0.08002,-0.1014,0.07269
65191.515,0.00733,0.00367,0.06536
65191.525,0.05009,0.10385,0.02993
65191.535,0.05498,0.19364,0.02321
65191.5451,0.02932,0.33842,0.04215
65191.555,0.00672,0.43921,0.09713
65191.5649,-0.01344,0.45693,0.17043
65191.5749,-0.02932,0.39156,0.20831
65191.585,-0.04643,0.28466,0.23274
65191.595,-0.04276,0.22174,0.23213
65191.605,-0.03543,0.1576,0.21197
65191.615,-0.04032,0.05681,0.18937
65191.625,-0.10385,-0.11668,0.16249
65191.636,-0.2022,-0.29322,0.12828
65191.646,-0.28955,-0.35858,0.09529
65191.656,-0.30604,-0.26328,0.05864
65191.667,-0.25045,-0.1741,0.01588
65191.677,-0.1631,-0.10324,0.00672
65191.688,-0.08308,0.03238,0.02382
65191.698,-0.0562,0.12462,0.05437
65191.708,-0.05253,0.16066,0.05803
65191.7179,-0.06842,0.1631,0.06353
65191.7279,-0.08125,0.19059,0.08186
65191.738,-0.0672,0.20892,0.07025
65191.748,-0.0391,0.21197,0.03604
65191.759,0.00916,0.1857,0.01038
65191.769,0.02749,0.13928,-0.00916
65191.779,0.04032,0.10446,-0.0055
65191.789,0.0562,0.03848,-0.00061
65191.799,0.09041,-0.04337,0.01772
65191.809,0.14478,-0.07941,0.0617
65191.819,0.18448,-0.02688,0.12645
65191.829,0.21075,0.03299,0.17226
65191.839,0.21014,0.07636,0.19181
65191.849,0.18387,0.10446,0.18815
65191.859,0.15211,0.10324,0.1405
65191.87,0.08552,0.03238,0.07086
65191.88,0.02505,-0.03482,0
65191.89,-0.00305,-0.12156,-0.07391
65191.9,0.011,-0.19792,-0.12217
65191.91,0.06536,-0.25229,-0.14966
65191.92,0.146,-0.23274,-0.17104
65191.93,0.18387,-0.11484,-0.17715
65191.94,0.17715,-0.00733,-0.16493
65191.951,0.10568,0.01894,-0.13928
65191.961,0.03115,0.00489,-0.1124
65191.972,-0.0391,-0.11057,-0.0898
65191.982,-0.0562,-0.20586,-0.09285
65191.992,-0.02627,-0.25473,-0.08186
65192.002,0.04765,-0.2865,-0.05253
65192.012,0.12034,-0.31276,0.00916
65192.022,0.14172,-0.31093,0.06658
65192.032,0.12767,-0.3036,0.10079
65192.042,0.05742,-0.28405,0.11301
65192.052,-0.06658,-0.25595,0.09285
65192.062,-0.19059,-0.21502,0.04948
65192.072,-0.27245,-0.20342,-0.00061
65192.082,-0.30665,-0.26878,-0.04276
65192.092,-0.29322,-0.3934,-0.08674
65192.102,-0.22724,-0.45754,-0.11118
65192.112,-0.09529,-0.46242,-0.15333
65192.1221,-0.00672,-0.47464,-0.19181
65192.132,0.03726,-0.49602,-0.22541
65192.142,0.03299,-0.41539,-0.23274
65192.152,-0.0171,-0.23091,-0.22297
65192.162,-0.04765,-0.07758,-0.20281
65192.172,-0.07208,0.05742,-0.17349
65192.182,-0.08063,0.10996,-0.13378
65192.192,-0.07025,0.08002,-0.08552
65192.202,-0.04826,-0.011,-0.08674
65192.212,-0.00244,-0.09957,-0.1179
65192.222,0.04093,-0.17165,-0.16493
65192.232,0.0507,-0.22419,-0.18876
65192.242,0.03726,-0.17898,-0.18815
65192.252,0.01222,-0.10507,-0.16799
65192.262,-0.02321,-0.0562,-0.15272
65192.272,-0.08491,-0.01038,-0.11118
65192.282,-0.1686,-0.00733,-0.06536
65192.292,-0.23457,-0.08247,0.00733
65192.302,-0.2248,-0.12828,0.0391
65192.312,-0.11545,-0.16249,0.03482
65192.322,0.0171,-0.18815,-0.00977
65192.332,0.13928,-0.17898,-0.0898
65192.342,0.1576,-0.10324,-0.14844
65192.352,0.10629,0.06231,-0.18387
65192.362,0.02077,0.18692,-0.19487
65192.373,-0.03726,0.27855,-0.1857
65192.3829,-0.0281,0.27306,-0.1631
65192.393,0.00367,0.22602,-0.12401
65192.4028,0.02566,0.16616,-0.08919
65192.4129,0.05253,0.04826,-0.05559
65192.423,0.07514,-0.0507,-0.03054
65192.433,0.08002,-0.15882,-0.0226
65192.443,0.03848,-0.20953,-0.02138
65192.453,-0.01161,-0.18265,-0.02505
65192.464,-0.05925,-0.11973,-0.04032
65192.474,-0.10629,-0.05376,-0.07208
65192.4841,-0.13011,0.01222,-0.08186
65192.494,-0.11606,0.08552,-0.06597
65192.504,-0.05864,0.08674,-0.03665
65192.514,0.03299,0.02138,-0.02199
65192.524,0.12706,-0.0281,-0.02138
65192.534,0.17593,-0.05925,-0.02749
65192.544,0.17104,-0.02199,-0.03115
65192.554,0.13622,0.07208,-0.04826
65192.564,0.04093,0.10446,-0.0733
65192.574,-0.03848,0.10018,-0.06536
65192.584,-0.06842,0.07391,-0.04704
65192.594,-0.0507,0.00794,-0.00672
65192.604,-0.00489,-0.01344,0.02443
65192.614,0.09346,-0.00855,0.05742
65192.624,0.19364,0.04398,0.05376
65192.6351,0.27245,0.14783,0.03787
65192.645,0.26756,0.19059,0.0055
65192.655,0.19548,0.19059,-0.02871
65192.665,0.0898,0.16188,-0.05009
65192.675,-0.01649,0.1069,-0.0672
65192.685,-0.06842,0.0843,-0.08613
65192.695,-0.07086,0.02627,-0.08674
65192.7049,-0.03971,0,-0.0672
65192.715,-0.00305,-0.03482,-0.0226
65192.725,0,-0.08919,0.01038
65192.735,-0.01283,-0.20036,0.05681
65192.745,-0.03176,-0.28588,0.10018
65192.755,-0.08919,-0.3488,0.09896
65192.765,-0.15821,-0.31154,0.09896
65192.775,-0.21014,-0.15333,0.07208
65192.785,-0.2364,0.02993,0.02993
65192.795,-0.2364,0.12523,-0.03115
65192.806,-0.18998,0.17349,-0.07758
65192.816,-0.09774,0.1912,-0.12339
65192.827,-0.04704,0.1576,-0.09407
65192.837,-0.01344,0.13195,-0.01283
65192.847,-0.01161,0.07269,0.0733
65192.8578,-0.00672,-0.04032,0.19487
65192.868,0.00672,-0.09774,0.25168
65192.878,-0.00061,-0.09285,0.27061
65192.888,-0.0171,-0.03421,0.25412
65192.898,-0.05437,0.07941,0.2193
65192.908,-0.09407,0.16677,0.16616
65192.918,-0.14416,0.18692,0.12278
65192.928,-0.17043,0.16921,0.11484
65192.938,-0.16677,0.10568,0.13622
65192.948,-0.11973,0.00733,0.18082
65192.9581,-0.05559,-0.09346,0.23213
65192.968,-0.01894,-0.12034,0.26878
65192.978,-0.01955,-0.07636,0.28283
65192.988,-0.04704,0.00489,0.28039
65192.998,-0.07636,0.13622,0.2474
65193.008,-0.07941,0.23213,0.19426
65193.018,-0.0507,0.31154,0.12339
65193.028,-0.00916,0.33414,0.07941
65193.038,0.03543,0.30971,0.04643
65193.048,0.07086,0.24984,0.05009
65193.058,0.06475,0.16188,0.07086
65193.068,0.04704,0.09713,0.09346
65193.078,0.02077,-0.00061,0.10385
65193.088,0.01527,-0.06658,0.09529
65193.098,0.02138,-0.08491,0.06964
65193.108,0.01833,-0.04643,0.05253
65193.118,0.01405,0.05253,0.03543
65193.128,0.01588,0.1179,0.01588
65193.138,0.0171,0.09896,-0.01344
65193.148,0.02932,0.06353,-0.02749
65193.158,0.03543,0.0452,-0.04948
65193.168,0.04154,0.02321,-0.05376
65193.178,0.06292,-0.00122,-0.07391
65193.188,0.0843,0.00611,-0.07758
65193.198,0.11057,0.00611,-0.05681
65193.2081,0.13317,-0.04765,-0.05192
65193.218,0.14966,-0.10263,-0.0617
65193.228,0.12828,-0.14844,-0.06353
65193.238,0.06231,-0.1405,-0.02932
65193.248,0.02505,-0.10629,0.00977
65193.258,0.03054,-0.09652,0.07086
65193.268,0.10201,-0.13134,0.13683
65193.278,0.25656,-0.23091,0.20647
65193.288,0.35613,-0.32865,0.2529
65193.298,0.42761,-0.43433,0.26878
65193.308,0.39095,-0.48442,0.23763
65193.318,0.2981,-0.39095,0.1912
65193.328,0.18815,-0.18143,0.12889
65193.338,0.0507,0.0281,0.01955
65193.348,-0.07208,0.10507,-0.08552
65193.358,-0.20342,0.04704,-0.2022
65193.368,-0.27489,-0.14539,-0.28711
65193.378,-0.30055,-0.36041,-0.35186
65193.388,-0.24862,-0.53084,-0.38057
65193.398,-0.11545,-0.6744,-0.36835
65193.408,0.01833,-0.69944,-0.34147
65193.418,0.1179,-0.62125,-0.33475
65193.428,0.13744,-0.52229,-0.32009
65193.438,0.10201,-0.36591,-0.28833
65193.448,0.02993,-0.20036,-0.29749
65193.458,-0.03665,0.02443,-0.32742
65193.468,-0.08796,0.20281,-0.34208
65193.478,-0.12767,0.3207,-0.34086
65193.488,-0.12095,0.30971,-0.34941
65193.498,-0.09041,0.21258,-0.3372
65193.508,-0.06292,0.09285,-0.28527
65193.518,-0.07147,-0.14966,-0.19914
65193.528,-0.07575,-0.32559,-0.12828
65193.538,-0.10507,-0.49786,-0.05864
65193.548,-0.13134,-0.53451,-0.02443
65193.558,-0.15516,-0.47953,-0.03238
65193.568,-0.16616,-0.36469,-0.06109
65193.578,-0.16127,-0.18754,-0.11484
65193.588,-0.12706,-0.02382,-0.16127
65193.598,-0.06842,0.07575,-0.18204
65193.608,-0.02688,0.12156,-0.1912
65193.618,0.00305,0.11973,-0.20159
65193.628,0.00367,0.08674,-0.17715
65193.638,-0.01283,0.02321,-0.13683
65193.6481,-0.0336,-0.0226,-0.11118
65193.658,-0.02627,-0.07453,-0.08369
65193.668,-0.00244,-0.10629,-0.07697
65193.678,0.00672,-0.14172,-0.0617
65193.688,0.00122,-0.146,-0.04154
65193.698,-0.06353,-0.14783,-0.01588
65193.708,-0.11729,-0.09529,-0.00611
65193.719,-0.18509,0.02871,-0.04337
65193.729,-0.20586,0.12523,-0.09163
65193.7389,-0.20892,0.24312,-0.15088
65193.749,-0.20464,0.33292,-0.20647
65193.759,-0.18143,0.39218,-0.22419
65193.77,-0.14355,0.40256,-0.20342
65193.78,-0.06414,0.36774,-0.15088
65193.79,0.05253,0.31826,-0.09285
65193.8,0.2248,0.22541,0.01161
65193.81,0.32803,0.13744,0.10873
65193.8201,0.36102,0.10629,0.17532
65193.8299,0.32681,0.13439,0.19792
65193.84,0.23946,0.12645,0.13622
65193.85,0.16371,0.07514,0.06292
65193.86,0.10385,0.00183,-0.00122
65193.87,0.07208,-0.07269,-0.03238
65193.88,0.10079,-0.07391,-0.04826
65193.89,0.15638,-0.00733,-0.04459
65193.9,0.21441,0.0788,-0.03054
65193.91,0.21869,0.18082,-0.00244
65193.92,0.12156,0.25534,0.03726
65193.93,-0.00977,0.25962,0.08247
65193.94,-0.14844,0.16371,0.11545
65193.95,-0.19975,0.05559,0.11729
65193.96,-0.20831,-0.10568,0.10996
65193.9711,-0.17043,-0.21441,0.10018
65193.981,-0.1405,-0.33292,0.09102
65193.9909,-0.14783,-0.43677,0.08674
65194.001,-0.19731,-0.46365,0.10201
65194.012,-0.28222,-0.48319,0.11118
65194.022,-0.34636,-0.48686,0.10201
65194.032,-0.33475,-0.39889,0.08613
65194.043,-0.22907,-0.14966,0.04398
65194.053,-0.1124,0.0788,-0.00794
65194.063,-0.011,0.26328,-0.04215
65194.073,0.02016,0.33048,-0.02138
65194.0831,0.00367,0.29199,0.02993
65194.093,-0.03971,0.1967,0.08735
65194.103,-0.09041,0.07147,0.17043
65194.113,-0.09896,-0.05498,0.22907
65194.123,-0.05253,-0.16677,0.25901
65194.133,0.02993,-0.18082,0.26878
65194.143,0.12645,-0.09896,0.27733
65194.153,0.16005,-0.0391,0.26512
65194.163,0.13622,-0.0171,0.23274
65194.174,0.05437,0.01344,0.21136
65194.184,-0.0281,0.05559,0.17287
65194.194,-0.05498,0.10507,0.13622
65194.204,-0.04337,0.10934,0.09713
65194.214,-0.00855,0.06781,0.07697
65194.224,0.01161,0.00977,0.09835
65194.2341,0.01649,-0.01222,0.11912
65194.244,0.01038,0.00244,0.13744
65194.254,0.00305,0.04215,0.146
65194.264,0.00672,0.09896,0.135
65194.274,0.0171,0.146,0.10812
65194.285,0.04826,0.18815,0.08247
65194.295,0.05864,0.17165,0.07086
65194.305,0.07086,0.12156,0.06597
65194.315,0.07147,0.0617,0.05681
65194.325,0.05803,0.0055,0.0452
65194.335,0.03421,-0.04215,0.04398
65194.345,0.00855,-0.06048,0.04398
65194.355,-0.00428,-0.03176,0.03115
65194.365,0.00183,0.01405,0.02505
65194.375,0.03543,0.02566,0.02016
65194.3851,0.0843,0.02016,0.01649
65194.395,0.11729,0.01038,0.011
65194.4048,0.13806,0.0171,-0.00611
65194.415,0.13989,0,-0.01833
65194.425,0.11484,-0.03971,-0.04093
65194.435,0.08735,-0.06842,-0.06353
65194.445,0.05009,-0.0562,-0.09713
65194.455,0.03665,-0.03604,-0.12278
