AppTimestamp(s),SensorTimestamp(s),gyro_x,gyro_y,gyro_z,Accuracy
89.2734,65182.8132,0.11118,-0.00367,0.05131,3
89.2814,65182.8242,0.11301,0.05253,-0.00733,3
89.2922,65182.8342,0.10568,0.10263,-0.06414,3
89.2996,65182.8452,0.07697,0.09713,-0.12767,3
89.3107,65182.8552,0.04154,0.02871,-0.21197,3
89.3176,65182.8652,0.04276,-0.02932,-0.26695,3
89.3343,65182.8752,0.06231,-0.09591,-0.29016,3
89.3358,65182.8851,0.10751,-0.1686,-0.28344,3
89.3474,65182.8951,0.15516,-0.27611,-0.22785,3
89.3559,65182.9052,0.1686,-0.36713,-0.13622,3
89.3697,65182.9152,0.14294,-0.40134,-0.02688,3
89.3759,65182.9252,0.1179,-0.36652,0.03482,3
89.3881,65182.9352,0.10018,-0.25534,0.08063,3
89.3945,65182.9451,0.11301,-0.1405,0.09591,3
89.4068,65182.9551,0.12401,-0.08002,0.07819,3
89.4161,65182.9652,0.12462,-0.11423,0.04398,3
89.4275,65182.9752,0.06475,-0.21197,0.0226,3
89.435,65182.9852,-0.01955,-0.31704,0.00855,3
89.4473,65182.9952,-0.13622,-0.40623,-0.02627,3
89.4553,65183.0052,-0.25168,-0.44532,-0.07575,3
89.4819,65183.0151,-0.37263,-0.49541,-0.12217,3
89.4846,65183.0252,-0.43555,-0.51862,-0.15088,3
89.487,65183.0352,-0.45387,-0.56627,-0.1686,3
89.4958,65183.0452,-0.40745,-0.56749,-0.18937,3
89.5102,65183.0552,-0.26634,-0.50641,-0.21136,3
89.5152,65183.0652,-0.11484,-0.42516,-0.23335,3
89.5283,65183.0751,0.08186,-0.30299,-0.25901,3
89.5347,65183.0851,0.18998,-0.2022,-0.29138,3
89.55,65183.0952,0.20342,-0.06353,-0.30788,3
89.5556,65183.1061,0.13622,0.00428,-0.31032,3
89.568,65183.1162,0.03115,0.0336,-0.32009,3
89.5764,65183.1271,-0.03115,0.09652,-0.30665,3
89.5888,65183.1371,-0.03665,0.18204,-0.26878,3
89.5965,65183.1472,0.00672,0.18754,-0.2138,3
89.6083,65183.1572,0.0898,0.07147,-0.15577,3
89.6179,65183.1672,0.16921,-0.06109,-0.08552,3
89.6474,65183.177,0.24374,-0.18448,-0.00428,3
89.6567,65183.1871,0.25168,-0.28283,0.05437,3
89.6577,65183.1971,0.20159,-0.32437,0.09896,3
89.659,65183.2072,0.1179,-0.28955,0.10446,3
89.6711,65183.2172,0.03848,-0.20953,0.0617,3
89.6778,65183.2282,-0.00122,-0.13867,-0.02993,3
89.6899,65183.2382,-0.02382,-0.06658,-0.12645,3
89.6977,65183.2482,-0.03971,-0.0336,-0.1857,3
89.7098,65183.2582,-0.02932,0.00122,-0.23213,3
89.7178,65183.2682,0.00611,0.04093,-0.22724,3
89.7299,65183.2781,0.06964,0.07819,-0.18754,3
89.7377,65183.2882,0.12278,0.08735,-0.14111,3
89.7512,65183.2982,0.14722,0.05559,-0.11606,3
89.7586,65183.3082,0.12767,0.01527,-0.09774,3
89.7719,65183.3182,0.05009,-0.0171,-0.08796,3
89.7789,65183.3282,-0.02993,-0.04704,-0.08186,3
89.7914,65183.3381,-0.08919,-0.09957,-0.09713,3
89.8112,65183.3481,-0.12523,-0.135,-0.12828,3
89.8188,65183.3582,-0.15944,-0.13011,-0.15394,3
89.8204,65183.3682,-0.17959,-0.10018,-0.17532,3
89.8336,65183.3782,-0.16066,-0.00855,-0.19548,3
89.8439,65183.3882,-0.12156,0.07391,-0.18509,3
89.8518,65183.3981,-0.04398,0.08858,-0.14172,3
89.8581,65183.4081,0.04581,0.05803,-0.08613,3
89.8818,65183.4182,0.16554,0.02321,-0.01588,3
89.8856,65183.4282,0.25901,0.0055,0.02749,3
89.8897,65183.4382,0.3207,0.06353,0.04215,3
89.8971,65183.4482,0.32742,0.16127,0.03054,3
89.9113,65183.4582,0.30482,0.27306,-0.04704,3
89.9171,65183.4681,0.26939,0.30788,-0.10263,3
89.9289,65183.4782,0.17287,0.29505,-0.08796,3
89.937,65183.4882,0.12339,0.26573,-0.06048,3
89.9491,65183.4982,0.1405,0.20892,-0.03604,3
89.957,65183.5082,0.22174,0.11851,-0.03421,3
89.9691,65183.5182,0.34575,0.04154,-0.02566,3
89.9773,65183.5281,0.43066,0.02138,-0.00733,3
89.9898,65183.5381,0.45082,0.03787,-0.01466,3
89.9973,65183.5481,0.34697,0.10446,-0.01161,3
90.0095,65183.5582,0.16371,0.28039,-0.0055,3
90.0186,65183.5682,0.0171,0.41294,-0.0171,3
90.0321,65183.5782,-0.04643,0.46181,-0.03726,3
90.0385,65183.5881,-0.0391,0.43799,-0.02932,3
90.0515,65183.5981,0.03482,0.37324,0.02688,3
90.0629,65183.6081,0.10018,0.32803,0.05131,3
90.0753,65183.6182,0.12645,0.25107,0.03848,3
90.0798,65183.6282,0.08308,0.12523,0.01894,3
90.092,65183.6382,-0.03482,0.01894,-0.00977,3
90.0992,65183.6482,-0.16249,-0.03299,-0.04704,3
90.1142,65183.6581,-0.30177,-0.05925,-0.13561,3
90.1204,65183.6681,-0.38973,-0.06353,-0.1857,3
90.1301,65183.6782,-0.43555,0.00855,-0.20342,3
90.1381,65183.6882,-0.38301,0.135,-0.18021,3
90.1529,65183.6982,-0.24251,0.28344,-0.14783,3
90.1614,65183.7092,-0.11301,0.34941,-0.10079,3
90.1708,65183.719,0.01283,0.33353,-0.00672,3
90.1855,65183.7292,0.05864,0.24557,0.11301,3
90.1946,65183.7391,0.06353,0.09957,0.23579,3
90.1999,65183.7502,0.03421,-0.06475,0.30604,3
90.2117,65183.7601,0.01222,-0.16554,0.32315,3
90.2199,65183.7701,0.01588,-0.13867,0.29566,3
90.232,65183.7801,-0.00061,-0.0733,0.24923,3
90.2398,65183.7902,-0.05925,-0.06292,0.21991,3
90.2522,65183.8002,-0.14783,-0.06231,0.16799,3
90.26,65183.8102,-0.22724,-0.05253,0.11301,3
90.2751,65183.8202,-0.27306,-0.06658,0.07208,3
90.2801,65183.8301,-0.26573,-0.07391,0.04398,3
90.2926,65183.8401,-0.19487,-0.02627,0.03115,3
90.3,65183.8502,-0.11973,0.00855,0.02443,3
90.3134,65183.8602,-0.07514,-0.04765,-0.00794,3
90.3282,65183.8711,-0.07208,-0.13195,-0.02749,3
90.339,65183.8811,-0.10629,-0.13256,-0.05253,3
90.3479,65183.8912,-0.15882,-0.05009,-0.06048,3
90.3531,65183.9012,-0.19792,0.09835,-0.0562,3
90.3645,65183.9111,-0.19364,0.20097,-0.03543,3
90.3749,65183.9211,-0.10751,0.26695,-0.01588,3
90.3806,65183.9311,-0.02016,0.26145,0.00916,3
90.3942,65183.9412,0.0733,0.22846,0.05009,3
90.4004,65183.9512,0.12278,0.1741,0.09163,3
90.4126,65183.9612,0.13256,0.13928,0.12278,3
90.4204,65183.9712,0.11179,0.09652,0.13683,3
90.434,65183.9811,0.06414,-0.01527,0.12401,3
90.4408,65183.9911,0.01649,-0.12339,0.11301,3
90.4538,65184.0012,-0.01466,-0.13806,0.11423,3
90.4607,65184.0112,-0.0171,-0.1295,0.11545,3
90.4752,65184.0212,0.0055,-0.12645,0.10568,3
90.4808,65184.0312,0.03176,-0.11668,0.08552,3
90.4947,65184.0411,0.03421,-0.09835,0.04215,3
90.501,65184.0511,0.02443,-0.06781,0.02138,3
90.5143,65184.0612,0.00428,-0.03543,0.00305,3
90.5213,65184.0712,0.00305,-0.04704,-0.01405,3
90.5332,65184.0812,0.02627,-0.10934,-0.0281,3
90.5435,65184.0912,0.05376,-0.16616,-0.05253,3
90.5539,65184.1011,0.05437,-0.24129,-0.08552,3
90.5626,65184.1122,0.02505,-0.24068,-0.1014,3
90.5752,65184.1222,-0.03604,-0.18326,-0.12828,3
90.5828,65184.1332,-0.08186,-0.12584,-0.11912,3
90.5977,65184.1432,-0.12156,-0.06231,-0.07819,3
90.6028,65184.1531,-0.1124,-0.02566,-0.02138,3
90.6186,65184.1631,-0.05986,-0.0788,0.06842,3
90.6265,65184.1732,-0.00672,-0.15394,0.13317,3
90.6377,65184.1832,0.02993,-0.23274,0.18509,3
90.6434,65184.1932,-0.00122,-0.26573,0.2022,3
90.6558,65184.2032,-0.08735,-0.25045,0.19609,3
90.6622,65184.2131,-0.15211,-0.17898,0.19548,3
90.6744,65184.2231,-0.2419,-0.12462,0.14294,3
90.6825,65184.2331,-0.31582,-0.12462,0.08919,3
90.6948,65184.2432,-0.35858,-0.13867,0.03726,3
90.707,65184.2532,-0.3427,-0.18876,-0.00855,3
90.7172,65184.2632,-0.30116,-0.30665,-0.05864,3
90.7266,65184.2742,-0.23213,-0.40623,-0.11729,3
90.7396,65184.2842,-0.14111,-0.42883,-0.17898,3
90.7456,65184.2942,-0.04948,-0.38546,-0.21441,3
90.7583,65184.3041,0.04154,-0.24679,-0.24374,3
90.7642,65184.3141,0.09041,-0.14233,-0.22846,3
90.7767,65184.3242,0.09102,-0.08308,-0.18998,3
90.7843,65184.3341,0.06231,-0.10324,-0.17226,3
90.7999,65184.3442,0.02321,-0.1686,-0.18937,3
90.8063,65184.3542,0.00489,-0.135,-0.1967,3
90.8313,65184.3641,0.02871,0.00122,-0.18326,3
90.8434,65184.3741,0.09407,0.12217,-0.18937,3
90.8502,65184.3841,0.1576,0.16371,-0.20586,3
90.8583,65184.3951,0.19853,0.12339,-0.20953,3
90.8649,65184.4051,0.17715,0.01161,-0.19548,3
90.8728,65184.4152,0.09652,-0.13134,-0.18143,3
90.8814,65184.4251,-0.01038,-0.25656,-0.16921,3
90.8848,65184.4352,-0.0788,-0.30482,-0.14233,3
90.8969,65184.4452,-0.08735,-0.29566,-0.12095,3
90.9047,65184.4551,-0.05376,-0.26756,-0.10507,3
90.9165,65184.4651,-0.01527,-0.20464,-0.08919,3
90.9277,65184.4752,0.00428,-0.12523,-0.0788,3
90.9355,65184.4851,-0.0055,-0.01894,-0.07514,3
90.9441,65184.4952,-0.01527,0.04581,-0.0617,3
90.9576,65184.5052,-0.02077,0.08919,-0.04276,3
90.9644,65184.5151,-0.011,0.09224,-0.02505,3
90.9765,65184.5251,0.03238,0.03604,-0.00916,3
90.9845,65184.5351,0.08919,-0.05315,0.01955,3
90.9971,65184.5452,0.15638,-0.15699,0.06964,3
91.0046,65184.5552,0.18204,-0.22297,0.09713,3
91.0165,65184.5652,0.15394,-0.2645,0.1069,3
91.0318,65184.5749,0.08186,-0.25473,0.08308,3
91.038,65184.5851,-0.02382,-0.18204,0.04154,3
91.0487,65184.5951,-0.10812,-0.1014,-0.01894,3
91.0674,65184.6052,-0.14233,-0.02016,-0.07941,3
91.0693,65184.6152,-0.12278,0.04215,-0.10568,3
91.0828,65184.6262,-0.02382,0.07391,-0.07575,3
91.0925,65184.6362,0.06231,0.10446,-0.04276,3
91.1096,65184.6462,0.20586,0.12156,-0.02199,3
91.111,65184.6562,0.27245,0.09713,-0.0171,3
91.1213,65184.6661,0.30299,0.08125,-0.02871,3
91.13,65184.6761,0.27917,0.1069,-0.0507,3
91.1396,65184.6861,0.21197,0.13928,-0.08674,3
91.1461,65184.6962,0.11606,0.14294,-0.11729,3
91.1614,65184.7062,0.03421,0.16249,-0.12889,3
91.1665,65184.7162,-0.01222,0.14539,-0.12034,3
91.1807,65184.7261,-0.01772,0.10751,-0.11057,3
91.188,65184.7361,0.0171,0.07636,-0.10629,3
91.1974,65184.7461,0.06109,0.03665,-0.08796,3
91.2079,65184.7562,0.09163,-0.04032,-0.06964,3
91.2173,65184.7662,0.12889,-0.05986,-0.03543,3
91.2267,65184.7762,0.15577,0.00855,-0.01527,3
91.2442,65184.7861,0.13561,0.09652,-0.02627,3
91.2485,65184.7961,0.06903,0.14172,-0.05803,3
91.2601,65184.8061,-0.01466,0.19792,-0.06964,3
91.2663,65184.8162,-0.06903,0.25534,-0.0672,3
91.2797,65184.8262,-0.11606,0.31093,-0.04948,3
91.2866,65184.8362,-0.1179,0.3317,-0.02566,3
91.2995,65184.8461,-0.09591,0.31276,0.00122,3
91.3151,65184.8561,-0.08491,0.27061,0.04459,3
91.3195,65184.8661,-0.11118,0.14111,0.08308,3
91.3318,65184.8762,-0.16738,-0.09468,0.09102,3
91.3521,65184.8862,-0.24557,-0.34575,0.05986,3
91.3687,65184.8972,-0.32254,-0.40989,0.03054,3
91.3724,65184.9072,-0.33109,-0.26817,0.00733,3
91.374,65184.9172,-0.27855,0.02688,-0.03971,3
91.3796,65184.9272,-0.16982,0.29871,-0.04948,3
91.3885,65184.9371,-0.06475,0.50213,-0.00794,3
91.3987,65184.9471,0.00916,0.57299,0.04154,3
91.4079,65184.9571,0.03604,0.48503,0.08919,3
91.4187,65184.9672,0.02199,0.27184,0.15699,3
91.4279,65184.977,-0.02199,0.02993,0.21686,3
91.4446,65184.9872,-0.06842,-0.23946,0.25717,3
91.4533,65184.9982,-0.0788,-0.34392,0.23946,3
91.4615,65185.0082,-0.05559,-0.3207,0.1631,3
91.4701,65185.0182,-0.03238,-0.2248,0.09896,3
91.4859,65185.0281,-0.01894,-0.04826,0.07086,3
91.488,65185.0381,0.01955,0.15944,0.01466,3
91.4999,65185.0482,0.11851,0.23152,-0.08002,3
91.5078,65185.0582,0.16493,0.24557,-0.05559,3
91.5192,65185.0682,0.19487,0.27061,0.01405,3
91.5274,65185.0782,0.1967,0.26145,0.04887,3
91.5414,65185.0881,0.17837,0.16371,0.06536,3
91.5506,65185.0981,0.13683,0.07941,0.06231,3
91.5614,65185.1081,0.05315,-0.01283,0.07086,3
91.5673,65185.1182,-0.00183,-0.05498,0.05376,3
91.579,65185.1282,-0.03787,-0.0391,0.00794,3
91.5874,65185.1382,-0.04276,0.04093,0.00672,3
91.5999,65185.1481,-0.01283,0.13195,0.03787,3
91.6086,65185.1581,0.05253,0.16616,0.04459,3
91.6325,65185.1681,0.14539,0.13928,0.02382,3
91.6494,65185.1782,0.24374,0.12034,0.01466,3
91.6503,65185.1882,0.29077,0.08247,0.00672,3
91.6516,65185.1982,0.24618,0.00733,-0.00794,3
91.6679,65185.2082,0.12401,-0.04581,-0.02749,3
91.6703,65185.2181,0.02016,-0.03848,-0.05376,3
91.6829,65185.2281,-0.07208,-0.01222,-0.08063,3
91.6901,65185.2382,-0.10324,0.00733,-0.09285,3
91.6997,65185.2481,-0.06292,-0.0055,-0.09713,3
91.7119,65185.2582,0.00916,-0.01955,-0.10629,3
91.7203,65185.2682,0.10446,-0.03115,-0.12584,3
91.7274,65185.2781,0.18387,-0.06842,-0.12828,3
91.7393,65185.2881,0.26878,-0.10934,-0.11057,3
91.749,65185.2982,0.32193,-0.11545,-0.08369,3
91.7667,65185.3082,0.35736,-0.1405,-0.04581,3
91.7755,65185.3182,0.34025,-0.13561,-0.02016,3
91.7893,65185.3282,0.23885,-0.12706,-0.00305,3
91.7978,65185.3381,0.07819,-0.16432,-0.02016,3
91.827,65185.3481,-0.10385,-0.23457,-0.04459,3
91.8295,65185.358,-0.20525,-0.20525,-0.0336,3
91.8312,65185.3682,-0.18265,-0.1967,-0.04276,3
91.8338,65185.3782,-0.07086,-0.19609,-0.05376,3
91.8421,65185.3882,0.0898,-0.27428,-0.00611,3
91.8517,65185.3981,0.21502,-0.3708,0.04398,3
91.8718,65185.4081,0.30482,-0.38118,0.11362,3
91.874,65185.418,0.3091,-0.32681,0.13683,3
91.8897,65185.4282,0.26695,-0.26267,0.10934,3
91.8951,65185.4381,0.17959,-0.20647,0.05986,3
91.9016,65185.4482,-0.02016,-0.09224,-0.01466,3
91.9107,65185.459,-0.27978,0.00183,-0.09529,3
91.9227,65185.4692,-0.46914,-0.01283,-0.21502,3
91.9281,65185.4792,-0.5003,-0.07819,-0.28527,3
91.9396,65185.4891,-0.36408,-0.24068,-0.32987,3
91.948,65185.4991,-0.10996,-0.44776,-0.36041,3
91.9593,65185.509,0.13989,-0.47647,-0.31521,3
91.9681,65185.5192,0.2926,-0.48136,-0.26023,3
91.9796,65185.5292,0.35736,-0.32865,-0.16677,3
91.9896,65185.5392,0.43371,-0.13867,-0.11729,3
92,65185.5491,0.44593,-0.14233,-0.04887,3
92.008,65185.5591,0.36408,-0.13867,-0.02871,3
92.0292,65185.5691,0.21686,-0.02871,-0.06597,3
92.0312,65185.5792,0.07514,0.12339,-0.15882,3
92.0429,65185.5892,-0.03054,0.22297,-0.24435,3
92.0492,65185.5992,-0.06414,0.22297,-0.28344,3
92.0614,65185.6092,-0.04643,0.16066,-0.25168,3
92.0693,65185.6191,0.04093,0.08796,-0.18937,3
92.0969,65185.6291,0.1857,-0.05437,-0.14294,3
92.1056,65185.6391,0.24618,-0.19303,-0.08674,3
92.1067,65185.6492,0.18204,-0.27184,0.00977,3
92.1093,65185.6592,0.06414,-0.2529,0.07269,3
92.122,65185.6692,-0.08919,-0.2303,0.10507,3
92.1286,65185.6791,-0.15149,-0.1967,0.09468,3
92.1441,65185.6891,-0.12645,-0.06903,0.06475,3
92.151,65185.6991,-0.1069,0.02749,0.00489,3
92.1677,65185.7092,-0.07453,0.17287,-0.06414,3
92.1699,65185.7192,0.03054,0.25962,-0.07636,3
92.1831,65185.7291,0.19426,0.20159,-0.09102,3
92.1918,65185.7391,0.3317,0.12034,-0.0733,3
92.2031,65185.7491,0.45326,-0.00611,-0.02443,3
92.2092,65185.7591,0.48197,-0.13256,0.01894,3
92.22,65185.7692,0.46548,-0.24923,0.10263,3
92.2283,65185.7792,0.38607,-0.3262,0.16371,3
92.2408,65185.7892,0.28527,-0.35919,0.19609,3
92.2482,65185.7991,0.17165,-0.31154,0.16616,3
92.26,65185.8091,0.0336,-0.15944,0.10812,3
92.2699,65185.8191,-0.06414,0.03176,0.05437,3
92.283,65185.8292,-0.10324,0.17287,-0.02321,3
92.2917,65185.8392,-0.09774,0.20586,-0.07697,3
92.3051,65185.8492,-0.03665,0.16371,-0.10629,3
92.3109,65185.8591,0.0281,0.10079,-0.11668,3
92.3327,65185.8691,0.11606,0.05925,-0.07819,3
92.3364,65185.8802,0.16432,0.05559,-0.02199,3
92.3478,65185.8901,0.16249,0.05437,0.01161,3
92.3556,65185.9001,0.09591,0.04765,0.03543,3
92.3682,65185.9102,0.00367,0.14722,0.04826,3
92.371,65185.9211,-0.05498,0.25962,0.04643,3
92.3858,65185.9311,-0.02566,0.31154,0.05498,3
92.3921,65185.9412,0.13439,0.30055,0.0788,3
92.4144,65185.9512,0.31521,0.21869,0.06964,3
92.426,65185.9612,0.39279,0.09652,0.0733,3
92.4269,65185.9712,0.3317,0.08796,0.13134,3
92.4329,65185.9811,0.22724,0.1912,0.17471,3
92.444,65185.9911,0.16249,0.22297,0.15882,3
92.4509,65186.0012,0.17471,0.21014,0.13867,3
92.4629,65186.0112,0.23152,0.23335,0.11851,3
92.4791,65186.0212,0.2529,0.32498,0.10263,3
92.4847,65186.0312,0.20036,0.37507,0.07453,3
92.491,65186.0411,0.11912,0.39279,0.06414,3
92.5024,65186.0511,0.00977,0.45082,0.03176,3
92.5126,65186.0612,-0.02871,0.49541,0.00672,3
92.5238,65186.0712,0.01588,0.50702,-0.01283,3
92.5304,65186.0812,0.06842,0.48381,-0.03787,3
92.5437,65186.0912,0.08063,0.44654,-0.05437,3
92.5519,65186.1011,-0.00305,0.38423,-0.06781,3
92.5666,65186.1111,-0.16677,0.25168,-0.02321,3
92.5715,65186.1211,-0.29199,0.1179,0.05192,3
92.5869,65186.1312,-0.33414,0.00916,0.14844,3
92.5912,65186.1412,-0.25107,-0.02627,0.20831,3
92.6073,65186.1512,-0.0672,0.01649,0.23091,3
92.6116,65186.1611,0.10568,0.11179,0.22785,3
92.6326,65186.1711,0.21197,0.23946,0.21319,3
92.6344,65186.1811,0.21991,0.34514,0.21869,3
92.6461,65186.1912,0.16188,0.44471,0.22969,3
92.6504,65186.2012,0.10812,0.45387,0.22297,3
92.6643,65186.2112,0.08002,0.34758,0.20097,3
92.6725,65186.2212,0.06597,0.23335,0.18265,3
92.6828,65186.2311,0.0788,0.18509,0.20097,3
92.6919,65186.2411,0.11179,0.17593,0.24801,3
92.7032,65186.2512,0.14844,0.16127,0.2645,3
92.7132,65186.2612,0.14416,0.14722,0.25412,3
92.7268,65186.2712,0.0843,0.09163,0.22174,3
92.731,65186.2812,0.02138,0.06048,0.1686,3
92.7453,65186.2911,-0.04887,0.06964,0.09529,3
92.7507,65186.3011,-0.08186,0.11362,0.02382,3
92.7624,65186.3112,-0.06964,0.13806,-0.03543,3
92.7713,65186.3212,-0.01527,0.11973,-0.08491,3
92.782,65186.3312,0.0788,0.13928,-0.11301,3
92.7903,65186.3412,0.15699,0.20769,-0.08919,3
92.8018,65186.3511,0.18326,0.28283,-0.05376,3
92.8101,65186.3611,0.16066,0.37935,-0.011,3
92.822,65186.3711,0.12156,0.45815,0.0391,3
92.8349,65186.3812,0.09957,0.46976,0.07086,3
92.8556,65186.3912,0.09529,0.38485,0.07819,3
92.8573,65186.4012,0.08491,0.3036,0.09102,3
92.8625,65186.4111,0.05131,0.22602,0.11362,3
92.87,65186.4211,0.03299,0.22174,0.13317,3
92.8825,65186.4311,0.03665,0.17532,0.13806,3
92.8902,65186.4411,0.0733,0.10996,0.135,3
92.918,65186.4512,0.07758,0.10201,0.15272,3
92.9187,65186.4612,0.09041,0.18509,0.21319,3
92.9221,65186.4712,0.11668,0.22297,0.28405,3
92.9314,65186.4811,0.15272,0.17715,0.34086,3
92.9416,65186.4911,0.18876,0.1295,0.38423,3
92.95,65186.5011,0.19609,0.12034,0.3934,3
92.9625,65186.5112,0.18021,0.11545,0.3372,3
92.9707,65186.5212,0.14416,0.1069,0.26084,3
92.9818,65186.5312,0.11484,0.09468,0.18876,3
92.9924,65186.5411,0.09102,0.09285,0.13867,3
93.003,65186.5511,0.09285,0.11851,0.09346,3
93.0139,65186.5611,0.11118,0.14294,0.05803,3
93.0219,65186.5711,0.13011,0.17165,0.07514,3
93.0302,65186.5812,0.15211,0.1741,0.10446,3
93.0444,65186.5912,0.18387,0.18021,0.15088,3
93.0502,65186.6011,0.18815,0.15699,0.15272,3
93.0631,65186.6111,0.16249,0.15882,0.11912,3
93.072,65186.6211,0.18021,0.2474,0.13989,3
93.0828,65186.6311,0.2419,0.27245,0.17532,3
93.0914,65186.6421,0.26328,0.20892,0.18815,3
93.1036,65186.6521,0.19609,0.18265,0.23152,3
93.1146,65186.6621,0.34331,0.00244,0.21197,3
93.1278,65186.6722,0.35369,-0.26634,0.05742,3
93.1331,65186.6822,0.18021,-0.23518,0.08613,3
93.1431,65186.6921,0.06353,0.1295,0.27489,3
93.1512,65186.7021,-0.01038,0.29383,0.32926,3
93.1645,65186.7121,-0.06414,0.36652,0.31887,3
93.1729,65186.7221,-0.10446,0.44288,0.33964,3
93.1843,65186.7322,-0.12645,0.50457,0.33781,3
93.1937,65186.7422,-0.09407,0.48869,0.27611,3
93.2064,65186.7521,0.00855,0.30177,0.14966,3
93.2133,65186.7621,0.15516,-0.01283,0.00367,3
93.2235,65186.7721,0.22297,-0.34208,-0.02871,3
93.2313,65186.7821,0.05681,-0.53573,0.011,3
93.2438,65186.7922,-0.35491,-0.45387,0.04581,3
93.2522,65186.8022,-0.62553,-0.10079,0.0617,3
93.2641,65186.8121,-0.71777,0.37446,0.04276,3
93.2726,65186.8221,-0.5565,0.62797,0.00977,3
93.2831,65186.8321,-0.24312,0.72815,-0.00611,3
93.2937,65186.8421,0.00672,0.78496,0.00794,3
93.3031,65186.8522,0.23702,0.87537,0.0226,3
93.3112,65186.8622,0.31215,0.85155,0.04398,3
93.3235,65186.8721,0.26939,0.70555,0.04826,3
93.3313,65186.8821,0.19364,0.63225,0.05131,3
93.3434,65186.8921,0.05559,0.6579,0.0617,3
93.352,65186.9021,-0.06475,0.75869,0.08369,3
93.3683,65186.9121,-0.12645,0.86254,0.09285,3
93.3719,65186.9222,-0.13683,0.95234,0.13561,3
93.3834,65186.9322,-0.11973,1.05374,0.20342,3
93.3912,65186.9421,-0.07697,1.11422,0.30849,3
93.403,65186.9521,-0.02688,1.07146,0.45876,3
93.4112,65186.9621,0.01222,0.95845,0.59254,3
93.423,65186.9721,0.07575,0.75014,0.68783,3
93.4312,65186.9822,0.13134,0.5565,0.69211,3
93.4447,65186.9922,0.18387,0.53512,0.67317,3
93.4511,65187.0021,0.1741,0.64874,0.66218,3
93.4632,65187.0121,0.13317,0.69822,0.60109,3
93.4736,65187.0221,0.13867,0.85643,0.57116,3
93.4842,65187.0321,0.15882,1.10933,0.60964,3
93.4919,65187.0422,0.15577,1.23578,0.65729,3
93.5038,65187.0522,0.13989,1.37384,0.73976,3
93.5122,65187.0621,0.12828,1.50456,0.82161,3
93.5337,65187.0721,0.1405,1.63651,0.90713,3
93.5379,65187.0821,0.14783,1.70981,0.97189,3
93.5474,65187.0921,0.16799,1.77884,1.02625,3
93.552,65187.1022,0.17837,1.84726,1.05496,3
93.5638,65187.1122,0.19609,1.90773,1.06413,3
93.5754,65187.1222,0.19548,1.91995,1.02809,3
93.5838,65187.1321,0.1631,1.99081,0.96883,3
93.5915,65187.1421,0.13195,2.12337,0.94012,3
93.6043,65187.1521,0.10812,2.2376,0.92424,3
93.6118,65187.1621,0.05192,2.27853,0.89736,3
93.6284,65187.1722,-0.07636,2.28341,0.8601,3
93.6319,65187.1822,-0.21991,2.42208,0.84422,3
93.6481,65187.1921,-0.35369,2.63833,0.90103,3
93.652,65187.2021,-0.41722,2.78066,0.967,3
93.6644,65187.2121,-0.46181,2.76539,1.04397,3
93.678,65187.2221,-0.50152,2.70369,1.09284,3
93.6888,65187.2322,-0.57666,2.70858,1.15454,3
93.694,65187.2422,-0.63835,2.76111,1.21501,3
93.7068,65187.2521,-0.6353,2.84297,1.29015,3
93.7116,65187.2621,-0.59315,2.87656,1.31275,3
93.7255,65187.2721,-0.55772,2.92666,1.33657,3
93.7345,65187.2821,-0.54978,2.95292,1.38361,3
93.7442,65187.2922,-0.55955,2.91199,1.48501,3
93.7519,65187.3022,-0.54978,2.83258,1.59497,3
93.764,65187.3119,-0.5229,2.71224,1.74524,3
93.7731,65187.3221,-0.51068,2.66093,1.8668,3
93.7843,65187.3321,-0.49786,2.69086,1.96576,3
93.798,65187.3421,-0.48136,2.75256,2.01402,3
93.811,65187.3531,-0.44899,2.77944,2.00486,3
93.8158,65187.3641,-0.42455,2.76233,1.96821,3
93.8264,65187.3741,-0.41172,2.70552,1.94133,3
93.8334,65187.3841,-0.39095,2.61573,1.94561,3
93.8548,65187.3941,-0.32803,2.474,1.9566,3
93.8614,65187.4042,-0.27489,2.41475,1.94927,3
93.8679,65187.4142,-0.23335,2.485,1.95904,3
93.878,65187.4241,-0.2364,2.59251,1.9792,3
93.892,65187.4341,-0.25779,2.67803,1.9676,3
93.8943,65187.4441,-0.2755,2.78066,1.93705,3
93.9122,65187.4541,-0.30055,2.93704,1.9004,3
93.914,65187.4642,-0.32193,2.99874,1.8888,3
93.9267,65187.4742,-0.35797,2.90405,1.90773,3
93.9348,65187.4842,-0.35675,2.7715,1.89307,3
93.9463,65187.4941,-0.37507,2.67376,1.87597,3
93.9536,65187.5041,-0.36285,2.66154,1.81488,3
93.9669,65187.5141,-0.30116,2.62611,1.76235,3
93.9735,65187.5241,-0.25412,2.50699,1.71042,3
93.9856,65187.5342,-0.2419,2.37993,1.67927,3
93.9934,65187.5442,-0.25717,2.32434,1.64567,3
94.0087,65187.5541,-0.29505,2.27608,1.62551,3
94.0174,65187.5641,-0.30971,2.24493,1.59986,3
94.0267,65187.5741,-0.30299,2.15025,1.56381,3
94.034,65187.5841,-0.31032,2.05801,1.51922,3
94.0467,65187.5942,-0.28039,2.00486,1.47096,3
94.0541,65187.6042,-0.23457,2.00914,1.42881,3
94.0671,65187.6141,-0.17104,2.02196,1.38422,3
