SensorTimestamp(s),acc_x,acc_y,acc_z
65193.8011,-0.85473,7.84819,5.41329
65193.8211,-0.35674,8.35576,4.64475
65193.8411,0.60573,9.16979,3.87142
65193.8611,0.7015,9.22486,4.19943
65193.8811,0.38068,8.83939,5.83228
65193.9011,0.16999,8.70292,6.10521
65193.9211,-0.00479,8.86812,4.4987
65193.9411,0.07661,9.36372,3.7158
65193.9611,0.1221,9.72285,4.4987
65193.9821,0.00958,9.68694,4.91051
65194.0021,-0.17717,9.4571,5.59525
65194.0231,0.22984,9.25359,7.31189
65194.0441,0.56982,8.82024,9.39485
65194.0641,-0.0431,8.00382,7.83862
65194.0841,-0.92177,7.41005,5.4923
65194.1041,-1.05105,7.00543,4.99191
65194.1241,-0.58897,7.13472,6.15549
65194.1441,-0.26336,7.2664,6.92643
65194.1641,-0.00239,7.43639,5.85622
65194.1851,0.23224,7.42203,5.70299
65194.2051,0.16999,7.31668,5.70538
65194.2251,-0.08619,7.08205,5.27443
65194.2451,0.04549,7.17782,5.27682
65194.2651,0.25139,7.45554,5.43723
65194.2861,0.16281,7.59441,5.19063
65194.3061,0.01437,7.58962,4.48434
65194.3261,0.01197,7.64229,4.21619
65194.3461,0.14844,7.86735,4.62799
65194.3661,0.19872,8.04212,5.26485
65194.3861,0.33998,8.11634,5.37977
65194.4059,0.38307,8.45153,4.94403
65194.4261,0.26815,8.77714,4.50589
65194.4461,0.29449,8.90643,4.72137
65194.466,0.03831,8.85615,4.96797
65194.4861,-0.43096,8.75799,5.09007
65194.5061,-0.79487,8.63349,5.12359
65194.526,-0.63207,8.6718,5.58088
65194.5461,-0.33519,8.94474,5.72454
65194.566,-0.02155,9.44513,5.18345
65194.5861,0.16041,9.63427,5.31992
65194.606,0.80924,10.19451,5.37259
65194.6261,0.79248,10.08917,5.20499
65194.6461,0.76136,9.43316,6.12916
65194.6671,0.93374,8.68856,6.91924
65194.687,1.1133,8.30788,6.75644
65194.7071,0.88107,7.83143,6.36379
65194.7281,0.9505,7.92002,5.3271
65194.7481,0.73023,7.94157,4.63996
65194.7681,0.7015,7.5154,5.19302
65194.788,0.35913,7.31668,5.29837
65194.8081,0.01197,7.29992,4.73094
65194.8281,0.17478,7.56328,4.78601
65194.8491,0.2059,7.75243,5.36301
65194.8691,0.5363,8.04452,5.9472
65194.8891,0.69432,7.94636,5.80115
65194.9091,0.35913,7.52019,4.76207
65194.9291,0.05986,7.51061,4.30477
65194.9491,0.15323,7.69257,4.37421
65194.9691,0.4956,7.94396,4.28083
65194.9891,0.66798,8.00621,4.6663
65195.0091,0.4525,8.03494,4.54898
65195.0291,0.53391,8.17859,3.94325
65195.0491,0.65362,8.53772,4.05817
65195.0691,1.01275,8.837,4.61602
65195.0891,0.75896,8.84179,4.74531
65195.1091,0.20351,8.92319,4.15633
65195.1291,0.22745,9.13388,3.8403
65195.1501,0.54827,9.28711,5.1619
65195.1701,0.4142,9.11951,6.1531
65195.1911,0.28491,9.36372,5.85861
65195.2111,0.18435,9.54329,4.5418
65195.2321,0.18675,9.73243,4.33829
65195.2521,-0.10295,9.86411,5.10444
65195.2721,-0.26097,9.97185,4.10845
65195.2931,-0.1652,9.98861,3.29682
65195.3141,-0.07422,9.71328,4.31196
65195.3341,0.01915,9.06205,7.0198
65195.3541,0.02634,8.47547,7.76679
65195.3741,-0.61531,8.01579,6.55293
65195.3941,-0.42377,7.79552,5.14753
65195.4141,-0.4142,7.58004,5.1619
65195.4341,-0.21069,7.64469,5.35344
65195.4541,0.02394,7.85538,4.80037
65195.4741,0.08859,7.61835,4.92487
65195.4951,-0.19632,7.42442,5.46596
65195.5151,0.03831,7.56807,4.83629
65195.5351,0.01676,7.54652,4.88417
65195.5551,0.13168,7.53216,5.75327
65195.5751,0.1652,7.60159,4.80277
65195.5961,0.22984,7.84101,3.5937
65195.6161,-0.10295,7.70454,3.54581
65195.6361,-0.17238,7.66145,3.2609
65195.6561,0.52672,8.35337,3.87621
65195.6761,1.01275,8.64067,4.74531
65195.6961,0.51475,8.61194,4.86502
65195.7171,-0.1245,8.65743,4.20422
65195.7371,-0.09577,8.8777,4.35984
65195.757,0.11492,9.01178,4.99909
65195.7771,0.27294,9.2488,5.52103
65195.7981,0.16759,9.39724,5.21936
65195.8181,0.21548,9.27274,5.0374
65195.8381,-0.42138,8.90404,5.26485
65195.8581,-0.44772,8.95671,4.22098
65195.8781,0.24181,9.46907,3.31118
65195.8981,0.33519,9.73482,4.22337
65195.9181,0.10534,9.86411,4.73813
65195.9381,-0.22027,9.60554,4.84347
65195.9591,0.09577,9.5385,6.13634
65195.9801,0.61531,9.51456,6.95516
65196.0001,0.84994,9.04529,7.2664
65196.0211,1.15401,8.71489,6.9384
65196.0411,0.82839,8.29112,5.56652
65196.0611,0.44772,7.88171,4.61602
65196.0821,0.46926,7.78355,4.89854
65196.1021,0.22027,7.56089,4.32632
65196.1221,0.59137,7.9296,3.96719
65196.1421,0.82121,8.01339,5.05177
65196.1621,0.41899,7.93917,5.41568
65196.1821,0.22266,7.8051,5.03022
65196.2021,0.34955,7.96311,5.0781
65196.2221,0.77812,8.38449,5.42047
65196.2421,0.95529,8.55209,4.99191
65196.2621,0.60813,8.14747,4.7501
65196.2831,0.24181,7.79313,3.96719
65196.3031,0.1245,7.92002,3.19626
65196.3231,0.4956,8.2576,3.95043
65196.3431,0.48363,8.23127,4.78122
65196.3631,0.44053,8.63589,4.15633
65196.3831,0.43814,8.70053,3.69904
65196.4031,0.21308,8.82263,3.91213
65196.4231,-0.07183,8.77236,4.13
65196.4431,0.07901,8.97347,4.4173
65196.463,0.1221,8.96629,4.44124
65196.483,0.40223,9.10515,4.66151
65196.5031,0.54827,9.31344,4.19943
65196.523,0.38786,9.1674,3.60567
65196.5431,0.73502,9.37091,3.84509
65196.5631,0.64883,9.3733,4.53701
65196.5831,0.46208,9.10515,4.7477
65196.6031,0.2873,9.34936,3.12683
65196.6231,1.01993,9.77313,3.62243
65196.6441,1.44131,10.40041,4.10606
65196.6651,0.13886,9.40921,2.43969
65196.6851,0.55785,8.84418,3.73495
65196.7051,0.60813,8.98544,6.60081
65196.725,0.40941,8.60955,6.67503
65196.7451,-0.30885,8.37492,5.14514
65196.7651,-0.13408,7.8027,4.67348
65196.7851,0.64165,8.12113,6.6463
65196.8061,0.98402,8.13071,8.70053
65196.8261,-0.08859,7.45076,8.4252
65196.8461,0.04788,7.3095,5.2433
65196.8661,1.25456,7.98466,3.45962
65196.8861,2.03268,8.5473,4.18746
65196.9061,2.65517,8.87291,6.22253
65196.9261,2.3966,8.69095,7.13233
65196.9471,1.32399,7.91762,6.8546
65196.9671,0.68235,7.42921,5.35344
65196.9871,1.17555,7.76679,4.78601
65197.0081,1.31442,7.69736,4.74291
65197.028,2.00395,8.15944,4.93924
65197.0481,2.48279,8.26478,5.09486
65197.0681,2.37265,8.26957,5.46117
65197.0881,1.22344,7.89847,4.42927
65197.1081,0.55545,7.73327,3.64158
65197.1281,0.30885,7.63032,4.20422
65197.1481,-0.51954,7.28556,5.17387
65197.1691,-1.18752,7.24725,4.83868
65197.1891,-1.1971,7.5992,4.76446
65197.2101,-0.78051,7.4747,4.70461
65197.2301,-0.41659,8.08043,3.83791
65197.2501,-0.09816,8.21929,5.11162
65197.2701,-0.08619,8.19775,6.17225
65197.2901,-0.40701,8.28633,6.16986
65197.3101,-0.39504,8.5904,4.84826
65197.3301,-0.06704,8.84179,4.08211
65197.3501,0.00718,8.55927,5.1188
65197.3701,0.54348,8.63349,5.8227
65197.3901,1.46765,8.80348,6.4021
65197.4111,1.47243,8.4659,6.17704
65197.4311,1.21625,8.14747,5.9472
65197.4531,0.74699,8.19296,5.82749
65197.4731,0.99359,8.31746,7.18979
65197.4931,0.90022,8.19775,8.4635
65197.513,0.79487,8.26478,8.52336
65197.533,0.33998,8.38928,7.13472
65197.5531,-0.10295,8.38449,6.29196
65197.573,-0.4142,8.21211,6.81869
65197.593,-0.18196,8.3821,6.56969
65197.6131,0.13886,8.4635,5.99269
65197.633,0.36152,8.32224,5.36062
65197.653,0.18196,8.30788,3.62722
65197.6731,0.88585,8.04212,1.78129
65197.693,1.53229,8.28873,0.78769
65197.714,1.79565,9.03811,2.41814
65197.734,1.96325,8.55688,5.23373
65197.7541,1.45567,8.4635,6.45956
65197.7751,0.59616,8.36055,6.16986
65197.7951,0.07183,8.07804,5.26964
65197.8161,-0.09577,8.10437,5.72693
65197.836,-0.25139,7.96311,6.5649
65197.856,-0.73502,7.81467,7.01501
65197.8761,-0.96247,7.75961,6.13155
65197.896,-0.28252,8.53294,5.30795
65197.916,0.14126,8.87531,4.90093
65197.9361,-0.13886,9.02614,5.26246
65197.9571,-0.50518,8.65025,5.67186
65197.977,-0.77093,8.52336,5.37977
65197.997,-0.80445,8.68616,5.77481
65198.0171,-0.62968,8.77954,5.11401
65198.037,-0.61531,8.94234,4.80277
65198.057,-0.69911,8.4252,4.88657
65198.078,-1.06303,7.98227,6.9791
65198.0981,-1.22823,7.3071,8.73644
65198.119,-0.99359,7.09881,7.82904
65198.14,-0.48842,7.42921,5.54737
65198.1601,-0.46687,7.29992,4.94642
65198.1811,-0.41899,7.33583,6.99107
65198.201,-0.13168,7.74285,8.01818
65198.221,0.14126,7.93438,6.41407
65198.2411,0.10534,7.87932,5.16908
65198.261,0.23942,7.46273,5.17866
65198.281,-0.07901,7.22091,5.99029
65198.3011,-0.11732,7.09641,6.66785
65198.3211,-0.14365,7.29753,6.38534
65198.341,0.07901,7.46033,5.85382
65198.3611,0.38547,7.80031,4.93924
65198.3811,-0.28491,7.45794,4.97036
65198.401,-0.7829,7.05092,5.94001
65198.421,-1.02711,6.86657,6.28957
65198.4411,-1.1133,6.78277,6.36139
65198.461,-0.59376,7.02459,5.16908
65198.481,-0.2083,7.49385,4.26407
65198.5011,0.10534,8.04691,4.80516
65198.521,0.52912,8.20253,5.46596
65198.541,0.21787,8.03255,5.93044
65198.5611,-0.33519,7.84819,5.46117
65198.581,-0.6177,7.63032,5.64553
65198.601,-0.51475,7.73806,7.20176
65198.6211,-0.08619,8.20253,7.68299
65198.641,0.32322,8.45632,6.80432
65198.661,0.51236,8.5904,6.03818
65198.6811,0.23224,8.79151,6.14113
65198.701,0.1245,8.4252,6.48829
65198.721,0.81403,8.6287,7.46991
65198.7411,1.31442,8.47547,8.59518
65198.761,1.30005,8.28873,9.01178
65198.7821,0.90022,7.91762,7.82665
65198.802,0.4549,7.5968,6.67264
65198.823,0.02155,6.90488,7.28316
65198.843,0.07661,6.49547,7.98945
65198.8631,0.27054,6.89051,6.62476
65198.883,0.81163,7.06768,5.26964
65198.903,1.14203,7.12036,5.35104
65198.9231,1.05824,7.00783,5.54737
65198.943,0.39504,6.65349,5.43723
65198.963,0.29209,6.55772,5.37259
65198.9831,0.47166,6.82587,5.27203
65199.003,0.69192,6.98628,4.76925
65199.023,0.28491,6.54575,4.80277
65199.0431,-0.04549,6.32309,5.71257
65199.0641,-0.01197,6.41646,5.91128
65199.0841,0.17957,6.96234,5.43484
65199.104,0.09577,7.37175,5.31992
65199.1241,0.11253,7.8051,5.21218
65199.1441,0.11732,8.59518,4.97276
65199.164,0.13168,8.57124,5.16669
65199.1841,0.30406,8.53533,6.69898
65199.2041,0.49799,8.57124,7.44597
65199.224,0.67756,8.87052,6.0286
65199.244,0.87149,9.14824,5.08768
65199.2641,0.87867,9.45231,6.29914
65199.284,0.78051,9.5792,6.72052
65199.304,0.77093,9.73243,6.29436
65199.3241,0.5387,9.71328,5.17866
65199.344,-0.08619,9.35175,4.4197
65199.364,-1.16358,8.52096,4.9943
65199.3841,-0.8691,8.22648,7.4747
65199.404,-0.51475,7.98227,8.49942
65199.424,-0.96247,7.27119,8.26239
65199.4441,-1.17555,6.78517,7.19218
65199.464,-0.92895,6.57927,6.72771
65199.484,-0.29209,6.89051,6.20338
65199.5041,0.25857,7.28316,5.69102
65199.5241,0.75417,7.45076,4.9129
65199.544,1.02232,7.52498,4.05817
65199.5641,0.38547,7.08444,4.15873
65199.584,-0.32561,6.73728,5.09007
65199.604,-0.58179,6.57687,6.30872
65199.6241,-0.37828,7.11796,6.32548
65199.6441,-0.19872,7.42203,5.79397
65199.6651,-0.08619,7.71412,4.96557
65199.6861,-0.29209,7.56807,4.32872
65199.706,-0.36392,7.46991,4.71658
65199.726,-0.31603,7.37654,5.64553
65199.748,-0.36631,7.513,5.79397
65199.768,0.2059,8.02058,5.09247
65199.7881,0.32561,8.61673,5.10683
65199.8081,0.26336,8.70292,4.76207
65199.828,-0.38068,8.49223,5.11641
65199.8481,-0.68953,8.03015,5.46596
65199.869,-0.96247,7.9703,6.17704
65199.89,-0.14605,8.82024,6.5242
65199.912,0.18914,9.36851,5.94001
65199.932,-0.13168,9.64145,5.13796
65199.9521,-0.49081,9.57441,5.42287
65199.9721,-0.46687,9.43794,6.05494
65199.9931,-0.14365,9.31105,6.55054
65200.013,0.18914,9.09797,7.24964
65200.0331,0.55067,8.44914,8.43477
65200.0531,0.59376,7.65187,8.41083
65200.073,0.58658,7.13472,8.10677
65200.093,0.57461,6.32309,7.26401
65200.1131,0.83079,6.68461,5.42287
65200.133,0.95529,7.40048,4.57053
65200.153,0.30406,6.79474,4.38139
65200.1731,-0.3711,6.22492,5.81073
65200.193,-0.72065,5.85382,6.99825
65200.213,-0.5387,6.2369,6.1507
65200.2331,-0.0838,6.70616,5.33668
65200.253,0.38068,7.23767,4.68785
65200.2738,0.44532,7.41245,4.43167
65200.294,-0.02155,7.12754,4.55617
65200.3141,-0.1245,7.1419,4.49152
65200.3341,0.29449,7.60638,4.68785
65200.354,0.9481,8.2983,4.97276
65200.3741,0.85712,8.56645,5.94959
65200.3939,0.44053,8.58321,6.67743
65200.414,0.14365,8.5042,6.4404
65200.435,0.10534,8.59997,5.41329
65200.455,0.39744,8.99262,5.15232
65200.4751,0.76614,9.26077,6.12437
65200.495,0.73502,8.9184,7.44357
65200.515,0.80445,8.89446,7.50822
65200.5351,0.94092,8.86573,6.28478
65200.555,0.74939,8.88967,5.44681
65200.575,0.54348,8.83221,4.55617
65200.5951,0.66559,9.33978,3.46441
65200.615,0.69911,9.30147,4.29999
65200.635,0.26336,8.69813,8.35337
65200.6551,-0.25857,7.59441,9.9527
65200.675,-0.51954,7.37654,7.53455
65200.695,-0.70629,7.08923,4.30717
65200.715,-0.67038,7.04853,4.5418
65200.735,-0.91937,6.45237,7.69975
65200.755,-0.72544,6.55054,8.14986
65200.7751,-0.42856,6.93121,6.02142
65200.7951,-0.20111,6.9384,4.94642
65200.815,-0.23224,6.93361,5.24809
65200.836,-0.24421,6.88333,5.78918
65200.856,-0.83797,6.40928,6.57448
65200.8761,-0.96726,6.53617,6.94558
65200.896,-0.39265,7.23049,6.4404
65200.916,-0.05267,7.49146,5.30076
65200.9361,-0.18914,7.46273,4.74052
65200.9571,-0.39983,7.18739,5.45399
65200.977,-0.44293,7.35978,5.6575
65200.997,0.04788,7.93917,5.47554
65201.0171,0.50757,8.29351,5.50666
65201.037,0.27294,8.53772,5.06134
65201.057,-0.21069,8.20972,4.92487
65201.0771,-0.5794,7.91044,5.85143
65201.0971,-0.33519,8.21929,6.82108
65201.117,-0.20111,8.46829,7.23767
65201.1371,-0.09337,9.10994,6.08606
65201.1571,-0.38786,9.11951,5.52821
65201.177,-0.64404,8.8346,5.89452
65201.198,-0.08619,8.45632,7.12036
65201.218,-0.12929,8.48984,7.43878
65201.2381,0.44532,8.35816,7.5154
65201.258,0.57461,8.1762,7.7644
65201.278,0.67756,7.99663,7.13472
65201.2981,0.7853,7.78116,6.57448
65201.318,0.97444,7.47709,6.80432
65201.338,0.81403,7.3071,6.75883
65201.358,0.39983,7.1443,5.89931
65201.3791,0.18196,7.14669,5.39892
65201.3999,0.42377,7.2664,5.07092
65201.4201,0.64404,7.49385,5.21218
65201.44,0.71108,7.4723,5.18345
65201.4601,0.46687,7.28795,4.96318
65201.4801,0.23463,7.31429,4.7477
65201.5,0.00479,7.16106,4.66869
65201.52,-0.08619,7.38132,4.2928
65201.5401,-0.28491,7.44118,4.12042
65201.56,-0.08619,7.78116,4.58968
65201.58,0.03591,7.91284,5.34146
65201.6001,-0.18675,8.06846,5.3678
65201.6211,-0.16999,8.02776,5.54737
65201.641,-0.30167,8.28394,5.48751
65201.662,-0.66798,8.5904,5.46117
65201.682,-0.16759,9.2919,5.17626
65201.7021,0.06943,9.28232,6.00466
65201.722,0.03112,9.08121,8.12592
65201.742,0.2059,9.1267,7.99903
65201.7621,0.31603,9.47386,6.39012
65201.7821,0.55067,10.08677,4.98473
65201.802,0.6608,10.57519,3.95762
65201.8221,0.64643,10.27831,3.82833
65201.8421,0.39025,9.47625,6.43083
65201.862,-0.09337,7.81946,8.96389
65201.882,-0.69911,7.18021,7.30471
65201.9021,-1.06781,6.93361,4.03662
65201.9231,-1.05345,7.04135,3.4261
65201.943,-0.70629,7.27358,5.18345
65201.963,-0.39744,7.36935,5.69341
65201.9831,-0.55785,7.09402,6.16268
65202.003,-0.52194,6.75404,6.46674
65202.023,-0.2897,7.21852,5.4492
65202.0431,-0.08619,7.25443,4.57532
65202.063,0.05028,7.29034,5.1212
65202.083,-0.22266,7.13472,5.76524
65202.1031,-0.33758,7.26161,5.73411
65202.1231,-0.48363,7.45076,5.39892
65202.143,-0.46687,7.87453,4.90093
65202.1631,-0.23224,8.06607,3.85466
65202.1831,-0.18435,8.02297,3.82833
65202.2041,-0.48602,7.92241,5.4899
65202.2251,-0.56024,8.01579,6.40688
65202.245,-0.24181,8.37492,5.16429
65202.265,-0.48123,8.43477,4.0869
65202.2851,-1.1971,8.22648,4.77643
65202.305,-1.11809,8.41562,6.34703
65202.325,-0.46926,9.12191,7.21373
65202.3451,0.25857,9.87369,6.58884
65202.365,0.29688,9.8258,5.43005
65202.3861,0.67038,9.73961,4.42448
65202.406,0.42856,8.63828,6.23929
65202.4261,0.29209,7.53455,9.03093
65202.4471,0.50518,7.15387,8.86812
65202.4671,1.20907,7.56568,6.32548
65202.4881,2.01352,8.45153,4.28802
65202.508,1.56102,8.24802,3.94804
65202.528,0.55785,7.52737,4.79319
65202.5481,0.00958,7.17063,5.4109
65202.568,0.48602,7.64947,5.70778
65202.588,1.48919,8.60476,5.46596
65202.6081,1.81959,8.72208,5.80833
65202.628,1.25217,8.10677,6.36858
65202.648,0.59376,7.57047,6.359
65202.6681,0.17957,7.12993,5.72214
65202.688,0.15802,7.34302,5.04937
65202.708,0.32561,7.63511,3.74214
65202.728,0.18435,7.57765,3.0981
65202.748,0.00958,7.5561,4.22816
65202.768,0.15802,7.86016,5.92565
65202.788,0.37828,8.11156,5.85861
65202.8081,0.52912,8.38449,4.28323
65202.828,0.91459,8.72447,4.00071
65202.848,0.66559,8.87052,4.23055
65202.8681,0.31125,8.77475,4.55617
65202.888,0.45969,8.74841,4.86502
65202.908,0.59855,8.90404,5.19302
65202.9281,0.86431,9.23444,5.66229
65202.948,0.56264,9.29908,5.76045
65202.968,0.2083,9.20092,5.15711
65202.9881,0.19872,9.5816,5.14514
65203.008,-0.01676,9.59596,5.72454
65203.028,0.44772,9.91678,5.36301
65203.0481,1.06303,9.84256,5.11641
65203.068,1.12767,9.42597,5.59764
65203.088,0.41899,8.52815,5.96396
65203.1081,-0.01197,7.76918,4.90333
65203.128,-0.35434,7.36696,5.35104
65203.149,-0.59616,6.94079,7.0198
65203.169,-0.17238,7.24007,6.66067
65203.189,0.31603,7.81707,5.16908
65203.2091,0.46926,7.79552,4.81474
65203.229,0.1652,7.59201,4.96079
65203.249,0.01437,7.40287,4.85544
65203.2691,0,7.41245,4.8291
65203.289,0.15083,7.64229,4.82671
65203.309,0.05746,7.67102,4.94881
65203.3291,0.05267,7.80749,4.50589
65203.349,-0.05507,7.90326,4.03662
65203.37,0.07422,8.011,4.14676
65203.39,0.26576,8.20253,3.93128
65203.4101,0.13647,8.32703,4.30477
65203.43,-0.1652,8.34619,4.83389
65203.45,-0.3711,8.47069,4.92008
65203.4699,-0.31843,8.76757,5.13556
65203.49,-0.3735,8.86573,4.90572
65203.51,-0.58419,8.84897,5.59525
65203.5301,-0.74939,8.86333,6.01902
65203.55,-0.85473,9.06205,5.29597
65203.57,-0.75178,9.44752,4.70221
65203.59,-0.38068,9.72525,4.92487
65203.61,0.43814,9.72764,5.56891
65203.6299,0.7039,9.22486,6.51223
65203.65,1.30245,8.98065,7.99424
65203.671,1.23301,8.5042,7.80031
65203.691,0.89304,8.00621,6.75165
65203.711,1.17795,7.9272,5.75806
65203.731,1.4868,7.68539,6.52659
65203.751,1.09894,7.19218,6.52181
65203.771,0.2466,6.9384,5.14514
65203.791,0.20111,6.78756,4.55138
65203.811,0.61531,7.39808,4.92487
65203.8309,0.34716,7.11317,5.62637
65203.851,0.23224,7.17542,5.81791
65203.871,0.71108,7.41005,5.14753
65203.891,0.96486,7.50582,4.81713
65203.911,0.88107,7.57765,4.54659
65203.931,0.75657,7.61356,4.49152
65203.951,0.57461,7.60638,4.22098
65203.971,0.11492,7.82904,4.33829
65203.991,0.06943,8.16662,4.96318
65204.011,0.10774,8.5473,5.46117
65204.031,0.04788,8.70771,5.71257
65204.052,-0.10295,8.83221,5.49469
65204.072,0.07661,8.88249,4.93684
65204.093,0.85712,9.50498,5.42047
65204.1129,1.18992,9.83299,6.33506
65204.133,0.96486,9.62708,6.86896
65204.153,0.16999,9.05966,6.2369
65204.173,-0.46448,8.93277,5.51863
65204.193,-0.43814,9.34696,5.26724
65204.213,-0.32561,9.44513,5.9472
65204.233,-0.4142,8.93995,6.82826
65204.253,-0.19632,8.14986,7.52976
65204.273,-0.4142,7.5992,7.15148
65204.2928,-0.64643,7.22331,5.76763
65204.314,-0.51954,7.11078,4.30956
65204.334,-0.55545,6.94079,4.68545
65204.354,-0.42377,6.9384,6.2369
65204.374,-0.06943,7.39569,6.29196
65204.394,0.13168,7.55849,5.71017
65204.414,0.36871,7.59201,6.19619
65204.434,0.00239,7.2257,6.09564
65204.4539,0.05267,7.185,5.1212
65204.474,0.14844,7.34781,6.1938
65204.494,0.22266,7.27358,6.63433
65204.514,0.71347,7.8434,5.11641
65204.534,0.249,7.5561,3.86664
65204.5539,-0.52672,7.3071,3.81157
65204.574,-0.52194,7.3502,4.49631
65204.594,-0.11971,7.64947,4.68306
65204.6139,-0.10534,7.83143,4.58011
65204.634,-0.24181,8.15465,4.5849
65204.6539,-0.44772,8.26478,4.5825
65204.674,-0.39504,8.5473,4.44124
65204.694,-0.4956,8.63349,4.82432
65204.714,-1.08218,8.37731,5.9879
65204.734,-1.16837,8.43477,7.08444
65204.754,-0.54109,8.82024,6.56011
65204.774,0.24421,9.51216,6.20338
65204.794,0.65362,9.8258,6.22971
65204.815,0.52433,9.35893,6.4811
65204.835,0.39504,8.5042,7.1443
65204.855,1.11809,8.15944,7.94636
65204.875,1.16119,7.65426,7.12993
65204.896,0.91219,7.70454,6.01663
65204.916,0.48123,7.37414,5.90171
65204.936,0.73023,7.14909,6.22253
65204.956,0.03831,6.59124,6.68222
65204.976,-0.04549,6.87375,7.39808
65204.996,0.01197,6.79474,6.7732
65205.016,0.30646,6.98867,5.91368
65205.036,0.27294,6.94079,5.67186
65205.056,0.4549,7.06529,6.55532
65205.077,0.26815,6.53138,6.95755
65205.097,0.10534,6.51702,6.75404
65205.118,0.47405,6.92164,5.48751
65205.138,0.85952,7.33344,4.94642
65205.158,0.33279,7.3071,4.78362
65205.178,-0.22745,6.97431,4.84347
65205.198,-0.50278,6.94797,5.70299
65205.218,-0.35195,7.32626,6.65349
65205.238,0.31125,7.96072,6.75165
65205.258,0.64883,8.4252,5.95917
65205.279,0.77812,8.72686,5.6575
65205.3,1.01035,9.05487,5.64792
65205.322,1.32399,9.23683,6.91685
65205.342,0.91219,8.88728,7.50343
65205.362,0.42377,8.67898,6.62476
65205.382,0.16041,8.74123,5.55694
65205.403,-0.03831,8.89925,5.02064
65205.423,-0.25379,8.64786,4.98233
65205.443,-0.14126,8.50181,6.48829
65205.463,0.02155,8.25281,8.81784
65205.483,-0.51954,7.27598,8.88967
65205.503,-0.5794,7.02938,6.7732
65205.523,-0.1221,7.06289,5.09486
65205.543,0.29928,7.32147,5.73651
65205.563,0.05746,7.28316,6.46913
65205.583,0.06464,7.19458,6.4835
65205.603,0.16281,6.94079,7.26161
65205.623,0.00239,6.94318,7.37893
65205.643,-0.30406,6.75883,5.70778
65205.663,-0.11492,6.84023,4.75967
65205.683,0.23224,7.07247,5.31513
65205.703,0.06464,7.1036,5.88974
65205.723,-0.08619,7.32147,5.73651
65205.743,-0.22984,7.30471,4.92966
65205.763,-0.39744,7.20894,4.43167
65205.783,-0.68714,7.05571,4.92966
65205.804,-0.69911,7.05811,5.56652
65205.825,-0.43096,7.29513,5.86579
65205.845,-0.30167,7.79791,5.31992
65205.866,-0.21308,8.09719,5.25048
65205.886,-0.08619,8.33661,5.92325
65205.907,-0.45969,8.45153,6.58645
65205.927,-0.74699,8.51139,6.19619
65205.947,-0.73981,8.9208,6.65349
65205.967,-0.55067,9.15782,6.28957
65205.987,-0.0838,9.39006,6.608
65206.008,0.41659,9.31344,6.34463
65206.028,0.48842,8.89207,5.00149
65206.048,0.76614,8.58082,5.90889
65206.068,0.66319,7.58483,8.78911
65206.088,0.47645,6.78756,9.52892
65206.109,0.31125,6.63912,8.72208
65206.129,0.69911,6.61997,7.86735
65206.149,0.64643,6.37576,8.12831
65206.169,0.55545,6.42604,7.38611
65206.1888,0.28012,6.45956,6.53378
65206.209,0.30167,6.43322,6.22492
65206.23,0.50996,6.6487,5.66708
65206.25,0.95768,6.82826,5.00628
65206.27,1.47243,7.27358,5.0781
65206.29,1.76932,7.53216,5.9855
65206.31,1.24498,7.31907,6.16028
65206.33,0.51475,7.2257,5.33907
65206.35,0.28491,7.03895,4.43167
65206.3699,0.17478,7.18739,4.02465
65206.3899,0.49081,7.56807,5.41329
65206.411,0.7422,7.95593,6.81869
65206.431,0.82839,8.40365,6.79235
65206.451,0.35674,8.17141,6.07648
65206.471,-0.16041,7.96551,5.70538
65206.492,-0.50996,8.04691,5.43963
65206.512,-0.45729,8.339,5.45639
65206.532,-0.25379,8.40844,5.41808
65206.5519,-0.39025,8.47069,5.93762
65206.572,-0.50996,8.45632,5.92086
65206.592,-0.85234,8.57603,5.1619
65206.6119,-0.34477,9.02614,4.20661
65206.632,0.27054,9.38766,5.67426
65206.652,0.51236,8.91601,8.82982
65206.6719,-0.1245,7.9296,10.13944
65206.692,-0.76375,7.09641,8.88728
65206.712,-1.04148,6.61039,5.60243
65206.7319,-0.87388,6.99825,4.23055
65206.7529,-0.74699,7.19697,5.38695
65206.7739,-0.63686,7.42442,6.07648
65206.7939,-0.27773,7.51061,5.26724
65206.814,-0.05507,7.34062,6.46913
65206.834,-0.03831,7.16585,7.58962
65206.8539,-0.08619,6.936,7.20176
65206.8749,0.29449,7.29274,6.0286
65206.895,0.48123,7.46273,6.37576
65206.916,0.31364,7.35259,6.6894
65206.936,0.33519,7.37893,5.95917
65206.9559,0.4118,7.513,5.14275
65206.976,0.43814,7.64947,5.14275
65206.9969,0.48363,7.59441,5.44441
65207.017,0.67038,7.78834,5.69581
65207.0369,0.68235,8.09001,5.77721
65207.0569,0.33758,8.1331,5.47315
65207.077,0.20351,8.20732,5.23373
65207.098,-0.23463,7.85777,5.76524
65207.118,-0.55067,7.54652,6.42125
65207.1379,-0.24421,7.83383,5.94959
65207.158,0.55067,8.74362,5.28879
65207.178,0.76854,9.24641,5.53061
65207.1979,0.40701,9.06924,5.53539
65207.218,0.29688,8.98304,5.31273
65207.238,0.18435,8.33422,5.82749
65207.2579,0.50278,7.71172,7.53934
65207.2779,1.15401,7.64469,7.55849
