SensorTimestamp(s),mag_x,mag_y,mag_z
65200.1472,-1.44,-25.92,-5.04
65200.1672,-1.08,-25.8,-4.44
65200.1872,-1.08,-25.86,-4.44
65200.2072,-1.08,-25.68,-4.32
65200.2272,-0.72,-25.68,-4.8
65200.2472,-0.78,-25.86,-4.98
65200.268,-0.84,-25.44,-4.8
65200.2882,-0.72,-25.44,-4.8
65200.3082,-0.72,-25.5,-4.56
65200.3282,-1.02,-25.68,-4.32
65200.3482,-1.38,-25.8,-4.5
65200.3682,-1.56,-25.44,-4.5
65200.388,-1.92,-25.26,-5.04
65200.4082,-1.86,-24.9,-5.52
65200.4292,-1.32,-24.72,-5.4
65200.4492,-1.56,-25.08,-5.16
65200.4692,-1.38,-25.14,-4.68
65200.4892,-1.5,-25.02,-4.5
65200.5092,-1.62,-25.26,-4.38
65200.5292,-1.56,-25.08,-4.56
65200.5492,-1.8,-24.66,-4.14
65200.5691,-2.16,-24.66,-3.78
65200.5892,-2.52,-24.12,-3.42
65200.6092,-2.58,-23.7,-3.06
65200.6291,-2.7,-23.76,-3.48
65200.6492,-2.58,-23.7,-3.72
65200.6692,-2.34,-23.94,-3.96
65200.6891,-2.4,-24.06,-4.32
65200.7091,-2.46,-24.3,-3.9
65200.7291,-2.46,-24.36,-3.84
65200.7492,-3,-24.36,-4.32
65200.7692,-2.88,-24.6,-3.96
65200.7892,-2.7,-24.6,-4.08
65200.8092,-2.76,-24.48,-4.2
65200.8302,-2.34,-24.54,-3.6
65200.8502,-2.82,-24.18,-3.66
65200.8702,-2.82,-23.94,-3.66
65200.8902,-2.82,-23.94,-3.66
65200.9102,-2.64,-23.52,-3.96
65200.9302,-2.28,-23.7,-3.66
65200.9512,-2.28,-23.64,-3.72
65200.9712,-2.46,-23.52,-3.78
65200.9912,-2.7,-23.22,-3.66
65201.0112,-2.58,-23.16,-3.78
65201.0312,-2.28,-22.98,-4.08
65201.0512,-2.16,-22.68,-3.6
65201.0712,-2.1,-23.04,-3.42
65201.0912,-2.28,-23.04,-3.72
65201.1112,-2.4,-23.28,-3.48
65201.1312,-2.4,-23.34,-3.78
65201.1512,-2.28,-23.34,-3.78
65201.1712,-1.98,-23.16,-3.9
65201.1922,-1.86,-23.1,-3.72
65201.2122,-1.98,-22.92,-3.6
65201.2322,-1.86,-22.98,-3.66
65201.2522,-2.04,-22.98,-3.78
65201.2722,-2.22,-22.74,-3.84
65201.2922,-1.86,-22.44,-4.26
65201.3122,-2.1,-22.68,-4.38
65201.3322,-2.34,-22.56,-4.14
65201.3521,-2.34,-22.62,-3.96
65201.3732,-1.86,-23.1,-3.36
65201.394,-1.98,-22.26,-3
65201.4142,-1.56,-22.56,-2.7
65201.4342,-1.68,-22.68,-3.06
65201.4542,-2.16,-22.5,-3.24
65201.4742,-2.4,-22.8,-3.12
65201.4942,-2.76,-22.44,-3.48
65201.5142,-2.88,-22.26,-3.6
65201.5342,-3,-22.56,-3.36
65201.5542,-2.76,-22.8,-4.02
65201.5742,-2.7,-23.1,-3.72
65201.5942,-2.64,-23.46,-3.3
65201.6152,-2.64,-23.58,-3.3
65201.6352,-2.52,-23.22,-3
65201.6562,-2.52,-23.16,-3.06
65201.6762,-2.64,-22.68,-3
65201.6962,-2.64,-22.68,-3.36
65201.7162,-2.7,-22.62,-3.78
65201.7362,-2.76,-22.86,-3.78
65201.7562,-3.06,-23.1,-4.02
65201.7762,-3.06,-22.92,-3.66
65201.7962,-3.66,-23.34,-2.76
65201.8162,-3.66,-22.74,-2.52
65201.8362,-3.72,-22.92,-2.28
65201.8562,-4.2,-22.86,-2.4
65201.8762,-3.9,-22.68,-2.7
65201.8962,-4.2,-22.86,-3.06
65201.9172,-4.38,-22.8,-3.18
65201.9372,-4.44,-22.8,-3.18
65201.9572,-4.8,-22.56,-3.36
65201.9772,-4.56,-22.74,-3.36
65201.9972,-4.5,-22.5,-3.12
65202.0172,-4.74,-22.74,-2.88
65202.0372,-4.56,-23.1,-2.52
65202.0572,-4.8,-23.04,-2.16
65202.0772,-4.56,-23.4,-2.34
65202.0972,-4.08,-23.04,-2.64
65202.1172,-4.2,-23.28,-3
65202.1372,-4.38,-23.22,-3.06
65202.1572,-4.56,-23.22,-3.24
65202.1772,-4.98,-23.16,-3.12
65202.1982,-4.98,-22.92,-3
65202.2192,-4.8,-23.16,-3.12
65202.2391,-4.98,-22.98,-3.18
65202.2592,-5.04,-23.22,-2.94
65202.2792,-5.34,-23.34,-3
65202.2992,-5.52,-23.22,-3.12
65202.3192,-5.46,-22.92,-2.46
65202.3392,-5.28,-23.22,-2.4
65202.3592,-5.28,-23.1,-2.16
65202.3802,-5.52,-23.04,-2.04
65202.4002,-5.82,-23.28,-1.92
65202.4202,-6.48,-23.04,-2.22
65202.4412,-6.54,-22.92,-2.04
65202.4612,-6.6,-22.8,-1.68
65202.4822,-6.9,-22.8,-1.38
65202.5022,-6.9,-22.68,-0.6
65202.5222,-7.2,-22.62,-0.6
65202.5422,-7.14,-22.74,-0.48
65202.5622,-7.02,-22.8,-0.9
65202.5822,-6.78,-23.22,-0.96
65202.6022,-6.42,-23.64,-0.96
65202.6222,-6.48,-23.52,-1.14
65202.6422,-6.3,-23.94,-0.9
65202.6622,-6.18,-24.06,-1.08
65202.6822,-6.36,-24.06,-1.38
65202.7022,-6.3,-24.3,-0.96
65202.7221,-6.48,-24.06,-0.78
65202.7422,-6.6,-23.7,-0.54
65202.7622,-6.36,-23.58,-0.06
65202.7822,-6.84,-23.34,0.24
65202.8022,-6.84,-23.28,0
65202.8222,-6.9,-23.4,0.24
65202.8422,-7.14,-23.46,0.84
65202.8622,-6.48,-23.7,0.24
65202.8822,-6.6,-23.7,0.72
65202.9022,-6.48,-24.06,1.32
65202.9222,-6.96,-24.06,1.38
65202.9422,-6.96,-24.06,1.98
65202.9622,-7.14,-24.24,1.56
65202.9822,-6.96,-24,0.96
65203.0022,-6.84,-23.88,0.72
65203.0222,-7.14,-24.06,0.36
65203.0422,-7.38,-23.88,0.6
65203.0622,-8.22,-23.64,1.2
65203.0822,-8.04,-23.88,1.02
65203.1022,-7.8,-24.12,1.14
65203.1222,-7.26,-24.18,0.96
65203.1432,-7.14,-24.6,0.36
65203.1632,-6.78,-24.84,0.48
65203.1832,-6.84,-24.48,0.3
65203.2032,-7.44,-24.78,0.48
65203.2232,-7.26,-24.96,0.54
65203.2432,-7.26,-25.38,0.06
65203.2632,-7.56,-25.62,0.24
65203.2832,-7.08,-25.68,0.18
65203.3032,-7.08,-26.1,0.36
65203.3232,-7.5,-25.68,0.84
65203.3432,-7.26,-25.92,1.08
65203.3642,-7.5,-25.92,0.78
65203.3842,-7.5,-25.38,0.96
65203.4042,-7.86,-25.74,1.02
65203.4242,-7.98,-25.62,0.54
65203.4442,-7.8,-25.74,0.78
65203.464,-7.5,-26.16,0.36
65203.4842,-6.9,-25.5,-0.06
65203.5042,-6.66,-25.38,0.6
65203.5242,-6.6,-25.5,0.84
65203.5442,-6.78,-25.5,1.2
65203.5641,-6.72,-25.92,1.38
65203.5842,-6.84,-25.98,1.14
65203.6042,-6.78,-25.62,0.42
65203.6241,-6.18,-25.38,-0.12
65203.6442,-6.24,-24.78,-0.3
65203.6652,-5.7,-24.72,-0.72
65203.6852,-5.76,-24.9,-0.54
65203.7052,-6.12,-25.02,-0.18
65203.7252,-6.06,-25.5,0.42
65203.7452,-7.02,-25.5,0.54
65203.7652,-7.32,-25.08,0.72
65203.7852,-7.92,-24.84,0.36
65203.8052,-8.22,-24.36,0
65203.8251,-7.98,-24.24,0.18
65203.8452,-7.68,-24.48,0.54
65203.8652,-7.26,-24.48,0.3
65203.8852,-7.38,-24.96,0.3
65203.9052,-6.96,-24.72,-0.18
65203.9252,-6.66,-24.72,-0.72
65203.9452,-6.42,-24.54,-0.48
65203.9652,-5.88,-24.24,-0.66
65203.9852,-5.88,-24.6,-0.48
65204.0052,-6.18,-24.12,-0.48
65204.0252,-6.72,-24.3,-0.72
65204.0462,-7.02,-24.12,-0.78
65204.0662,-6.72,-23.52,-0.9
65204.0872,-6.6,-23.88,-0.9
65204.107,-5.94,-23.76,-0.72
65204.1272,-5.76,-24.06,-0.66
65204.1472,-6.18,-24.3,-0.42
65204.1672,-6.06,-24.24,-0.48
65204.1872,-6.06,-24.24,-0.24
65204.2072,-6,-24.3,-0.12
65204.2272,-5.88,-24.48,-0.42
65204.2472,-6.06,-24.12,-0.6
65204.2672,-6.06,-23.88,-0.96
65204.287,-6.06,-23.64,-1.26
65204.3082,-6.18,-23.34,-1.2
65204.3282,-5.88,-23.16,-1.26
65204.3482,-5.88,-23.34,-1.26
65204.3682,-5.88,-23.34,-1.44
65204.3882,-6.12,-23.28,-1.56
65204.4082,-5.82,-23.46,-1.26
65204.4282,-6.24,-23.04,-1.56
65204.4481,-6.36,-23.34,-1.2
65204.4682,-6.36,-22.86,-1.32
65204.4882,-7.02,-22.8,-1.32
65204.5082,-7.02,-22.62,-0.78
65204.5282,-7.5,-21.96,-1.14
65204.5481,-7.56,-22.08,-0.9
65204.5682,-7.44,-22.02,-1.14
65204.5882,-7.56,-22.2,-1.2
65204.6081,-7.38,-22.5,-0.48
65204.6282,-6.84,-22.5,-0.6
65204.6481,-7.08,-22.08,-0.36
65204.6682,-6.9,-22.14,-0.36
65204.6882,-6.78,-21.84,-0.36
65204.7082,-7.08,-22.2,-0.36
65204.7282,-7.02,-22.56,-0.36
65204.7482,-7.14,-22.5,-0.18
65204.7682,-6.9,-22.62,-0.72
65204.7882,-6.6,-22.14,-0.84
65204.8092,-6.54,-21.48,-0.96
65204.8292,-6.3,-21.54,-1.56
65204.8492,-6.66,-21.18,-1.38
65204.8692,-6.78,-21.48,-1.08
65204.8902,-6.42,-21.96,-1.02
65204.9102,-6.48,-21.6,-0.78
65204.9302,-6.24,-21.78,-1.2
65204.9502,-6.42,-21.54,-1.5
65204.9702,-6.66,-21.24,-1.74
65204.9902,-6.6,-21.54,-1.68
65205.0102,-6.6,-21.18,-1.68
65205.0302,-6.06,-21.24,-1.68
65205.0502,-5.82,-21.12,-1.62
65205.0711,-5.76,-20.76,-1.98
65205.0912,-5.76,-21,-1.92
65205.1122,-5.76,-20.88,-2.1
65205.1322,-5.7,-21,-2.34
65205.1522,-5.64,-21.36,-2.28
65205.1722,-5.64,-20.88,-2.46
65205.1922,-5.82,-20.64,-2.22
65205.2122,-5.82,-20.88,-1.8
65205.2322,-5.52,-20.64,-2.04
65205.2522,-5.58,-20.76,-2.04
65205.2732,-5.4,-20.88,-2.16
65205.2942,-5.7,-20.82,-2.34
65205.3162,-5.82,-20.76,-2.16
65205.3362,-5.52,-20.76,-2.1
65205.3562,-6.24,-20.64,-2.28
65205.3762,-6.12,-20.46,-1.98
65205.3972,-6.12,-20.34,-2.28
65205.4172,-6.06,-20.34,-2.16
65205.4372,-5.64,-20.28,-1.62
65205.4572,-5.76,-20.22,-1.8
65205.4772,-5.76,-20.1,-1.5
65205.4972,-5.88,-19.68,-1.5
65205.5172,-6.06,-19.26,-1.98
65205.5372,-5.76,-19.08,-2.1
65205.5572,-5.94,-18.84,-1.8
65205.5772,-5.94,-19.14,-1.56
65205.5972,-6.06,-19.32,-0.96
65205.6172,-6.06,-19.32,-0.84
65205.6372,-5.88,-19.2,-1.32
65205.6572,-5.82,-19.02,-1.86
65205.6772,-4.98,-19.38,-2.04
65205.6972,-4.8,-19.26,-1.98
65205.7171,-4.56,-19.44,-1.68
65205.7372,-4.68,-19.5,-1.32
65205.7572,-4.86,-19.14,-1.38
65205.7772,-5.1,-19.2,-1.56
65205.7982,-5.16,-19.14,-1.56
65205.8192,-5.1,-18.9,-1.2
65205.8392,-5.28,-18.42,-1.32
65205.8602,-4.68,-18.54,-1.2
65205.8802,-4.74,-18.66,-1.14
65205.9012,-4.62,-19.14,-1.2
65205.9212,-4.38,-19.62,-1.08
65205.9412,-4.68,-19.56,-1.08
65205.9612,-4.92,-19.32,-0.78
65205.9812,-4.74,-19.14,-0.72
65206.0022,-4.5,-19.26,-0.54
65206.0222,-4.26,-19.2,-0.66
65206.0422,-3.96,-19.32,-1.02
65206.0622,-3.96,-19.56,-1.44
65206.0822,-4.02,-19.62,-1.8
65206.1032,-3.96,-19.38,-1.74
65206.1232,-3.9,-19.56,-1.56
65206.1432,-3.96,-19.08,-1.56
65206.1632,-3.78,-19.14,-1.14
65206.183,-3.78,-19.44,-1.38
65206.2032,-3.48,-19.08,-1.44
65206.2242,-3.3,-19.02,-1.08
65206.2442,-3.48,-18.36,-1.38
65206.2642,-3.48,-17.76,-1.2
65206.2842,-3.6,-18,-1.26
65206.3042,-3.48,-18.48,-1.2
65206.3242,-3.72,-18.6,-0.9
65206.3442,-3.6,-19.32,-0.78
65206.3641,-3.3,-19.44,-0.78
65206.3841,-3.06,-19.44,-0.84
65206.4052,-2.7,-19.62,-0.66
65206.4252,-3,-19.32,-0.84
65206.4452,-3.24,-18.96,-0.48
65206.4652,-3.54,-18.66,-0.36
65206.4862,-3.72,-18.78,-0.54
65206.5062,-3.48,-18.84,-0.24
65206.5262,-3.6,-18.96,-0.24
65206.5461,-3.78,-19.02,-0.06
65206.5662,-3.72,-19.02,0.54
65206.5862,-4.44,-19.08,0.96
65206.6061,-4.56,-19.14,1.14
65206.6262,-4.32,-19.14,0.9
65206.6462,-4.56,-18.84,0.54
65206.6662,-3.96,-19.14,0.24
65206.6862,-4.02,-19.08,-0.06
65206.7062,-4.32,-19.14,0.24
65206.7262,-4.02,-19.26,0.06
65206.7472,-4.02,-18.6,-0.06
65206.7682,-4.14,-18.42,-0.36
65206.7882,-4.26,-18.24,-0.36
65206.8082,-4.74,-18.6,-0.66
65206.8282,-5.1,-18.96,-0.3
65206.8482,-4.92,-19.26,0.06
65206.8692,-5.22,-19.14,0
65206.8892,-4.74,-18.96,0.54
65206.9102,-5.1,-19.08,0.3
65206.9302,-5.46,-19.08,0.06
65206.9502,-5.22,-19.08,0.06
65206.9702,-5.46,-19.02,-0.24
65206.9912,-4.98,-18.84,-0.06
65207.0112,-4.8,-18.72,0.3
65207.0312,-4.74,-18.84,0.54
65207.0512,-4.86,-18.78,0.42
65207.0712,-4.68,-19.14,0.54
65207.0922,-4.68,-19.08,0.24
65207.1122,-4.8,-19.44,0.12
65207.1321,-4.68,-19.56,0.36
65207.1522,-4.86,-19.32,0.12
65207.1722,-4.98,-19.56,0.36
65207.1922,-4.86,-19.56,0.42
65207.2122,-4.92,-19.62,0.42
65207.2322,-5.4,-19.86,0.06
65207.2522,-5.28,-19.86,0.18
65207.2721,-5.46,-19.56,0.18
65207.2922,-6.06,-19.68,0.3
65207.3122,-5.94,-19.2,1.08
65207.3322,-6.18,-18.9,1.02
65207.3522,-6.3,-18.96,0.84
65207.3722,-5.64,-18.72,0.66
65207.3922,-5.64,-19.2,0.3
65207.4122,-5.58,-19.32,0.36
65207.4322,-5.46,-19.08,0.6
65207.4522,-5.7,-19.38,0.78
65207.4732,-5.58,-19.32,0.6
65207.4942,-5.58,-19.56,0
65207.5142,-5.58,-19.62,-0.12
65207.5342,-5.82,-19.08,-0.18
65207.5542,-6.12,-18.78,-0.18
65207.5742,-6.12,-18.72,0.24
65207.5942,-6.18,-18.9,0
65207.6142,-5.88,-19.32,-0.3
65207.6342,-5.58,-19.56,-0.18
65207.6542,-5.64,-19.44,-0.18
65207.6742,-5.52,-19.02,-0.42
65207.6941,-5.52,-19.02,-0.42
65207.7152,-5.7,-19.02,-0.36
65207.7352,-5.64,-19.38,-0.42
65207.7552,-5.82,-19.56,-0.06
65207.7752,-5.88,-19.26,-0.18
65207.7952,-5.88,-19.26,-0.36
65207.8152,-6.18,-19.02,-0.3
65207.8352,-6.12,-18.84,-0.6
65207.8562,-6.36,-18.78,-0.24
65207.8762,-6.3,-18.84,-0.24
65207.8962,-6.54,-18.54,-0.6
65207.9172,-6.96,-18.96,-0.42
65207.9382,-6.96,-18.78,-0.66
65207.9582,-6.9,-18.36,-0.66
65207.9782,-6.48,-18.18,-0.78
65207.9982,-6.48,-18.36,-0.48
65208.0182,-6.42,-18.66,-0.42
65208.0382,-6.96,-19.08,-0.78
65208.0582,-7.14,-19.56,-0.9
65208.0782,-7.38,-19.08,-1.56
65208.0982,-7.92,-18.78,-1.86
65208.1182,-8.22,-18.42,-1.74
65208.1382,-8.82,-17.88,-1.32
65208.1582,-8.64,-17.76,-0.84
65208.1782,-8.52,-17.94,-0.96
65208.1982,-8.58,-17.64,-0.78
65208.2182,-8.28,-17.88,-0.96
65208.2382,-8.52,-18.12,-0.84
65208.2582,-8.82,-18.18,-0.48
65208.2782,-9,-18.3,-0.36
65208.2982,-9,-18.12,-0.06
65208.3182,-9.12,-17.82,-0.54
65208.3382,-9,-17.34,-0.36
65208.3592,-8.76,-17.76,-0.42
65208.3791,-8.94,-17.76,-0.66
65208.3992,-8.7,-17.7,-0.24
65208.419,-9,-17.94,-0.3
65208.4392,-9,-17.58,-0.3
65208.4592,-9.3,-17.28,-0.06
65208.4802,-9.54,-17.34,-0.18
65208.5002,-9.18,-17.16,0.12
65208.5202,-9.72,-16.62,-0.06
65208.5402,-9.78,-16.86,0.06
65208.5602,-10.2,-16.32,-0.06
65208.5801,-10.62,-16.26,-0.66
65208.6002,-10.62,-16.26,-0.78
65208.6202,-10.8,-15.96,-0.72
65208.6402,-10.44,-16.32,-0.48
65208.6602,-10.56,-16.68,-0.48
65208.6802,-10.26,-17.04,-0.06
65208.7001,-9.84,-16.98,-0.36
65208.7201,-9.9,-16.62,-0.3
65208.7402,-9.36,-16.32,0
65208.7602,-9.24,-16.14,0
65208.7802,-9.24,-16.14,0.3
65208.8012,-9.3,-16.32,-0.12
65208.8212,-9.54,-16.26,-0.24
65208.8412,-9.9,-16.02,0.12
65208.8622,-10.08,-16.08,0.3
65208.8822,-9.96,-16.2,0.72
65208.9022,-10.2,-16.02,0.84
65208.9222,-9.84,-16.32,0.42
65208.9432,-9.6,-16.26,0.42
65208.9632,-9.66,-16.08,0.54
65208.9832,-9.42,-15.96,0.48
65209.0032,-9.78,-15.72,0.54
65209.0232,-10.08,-15.72,0.36
65209.0432,-10.26,-15.24,0.24
65209.0632,-10.8,-15.42,0.3
65209.0832,-10.62,-15.24,0.72
65209.1032,-10.68,-15.18,0.72
65209.1232,-10.74,-15.42,0.72
65209.1432,-10.5,-15.36,0.78
65209.1632,-10.2,-15.36,0.72
65209.1832,-9.9,-15.42,0.96
65209.2032,-9.66,-15.48,0.72
65209.2232,-9.48,-15.36,0.9
65209.2442,-9.72,-15.6,0.6
65209.2642,-9.96,-15.66,0.54
65209.2842,-9.84,-15.42,0.72
65209.3042,-9.54,-15.06,0.48
65209.3252,-9.12,-15.18,0.9
65209.3452,-8.88,-14.94,0.78
65209.3652,-9,-14.76,0.84
65209.3852,-8.88,-14.94,0.72
65209.4052,-9.48,-14.34,0.66
65209.4252,-9.36,-14.34,0.78
65209.4452,-9.06,-14.16,1.08
65209.4652,-9.18,-14.28,1.74
65209.4852,-9.12,-14.46,1.44
65209.5052,-9.42,-14.64,1.68
65209.5252,-9.12,-15.06,1.68
65209.5452,-8.88,-15.6,1.26
65209.5652,-8.4,-16.02,1.32
65209.5852,-8.16,-15.9,0.72
65209.6052,-8.16,-15.96,0.54
65209.6252,-8.16,-16.08,0.72
65209.6452,-8.04,-16.74,1.14
65209.6662,-8.16,-16.68,1.74
65209.6862,-8.1,-16.74,2.1
65209.7062,-8.4,-16.14,2.16
65209.7262,-8.28,-15.54,1.62
65209.7462,-7.62,-15.9,2.04
65209.7662,-7.74,-16.14,1.86
65209.7872,-7.38,-16.92,2.22
65209.8072,-7.08,-17.64,3
65209.8272,-7.5,-18.36,3.36
65209.8472,-7.68,-18.6,4.02
65209.8672,-7.56,-18.36,4.32
65209.8872,-7.68,-17.82,4.32
65209.9072,-7.5,-17.52,4.02
65209.9272,-7.26,-17.88,3.9
65209.9482,-7.68,-18.3,3.9
65209.9682,-7.98,-18.48,4.2
65209.9882,-8.04,-18.66,4.32
65210.0082,-7.74,-18.66,4.32
65210.0282,-7.68,-18.78,4.8
65210.0482,-7.68,-18.96,4.68
65210.0682,-7.62,-19.44,4.74
65210.0892,-7.68,-19.56,4.92
65210.1091,-7.26,-19.8,4.92
65210.1292,-7.08,-20.16,5.04
65210.1492,-7.08,-19.56,5.46
65210.1692,-7.14,-19.56,5.46
65210.1892,-7.62,-19.62,5.58
65210.2092,-7.74,-19.74,5.76
65210.2292,-7.98,-19.92,5.94
65210.2492,-8.22,-20.22,6.24
65210.2692,-7.92,-20.34,5.94
65210.2892,-8.22,-20.4,6.36
65210.3092,-8.1,-21.06,5.88
65210.3292,-8.16,-20.94,6.42
65210.3492,-8.46,-20.82,6.54
65210.3692,-8.28,-20.82,6.42
65210.3892,-8.16,-20.46,6.66
65210.4092,-8.58,-20.64,6.3
65210.4292,-8.94,-21.06,6.36
65210.4502,-9.36,-20.94,6.42
65210.4702,-10.14,-20.94,6.9
65210.4902,-10.14,-21.12,6.78
65210.5102,-10.08,-21.18,6.84
65210.5302,-10.38,-21.6,6.84
65210.5501,-10.68,-22.02,6.6
65210.5701,-10.68,-21.9,6.54
65210.5901,-10.98,-21.84,6.42
65210.6102,-10.8,-21.78,5.88
65210.6302,-10.62,-21.9,5.34
65210.6501,-11.04,-22.26,5.16
65210.6701,-11.28,-22.44,5.04
65210.6902,-11.58,-22.98,4.98
65210.7102,-11.76,-22.86,5.16
65210.7302,-11.64,-23.1,5.28
65210.7502,-11.1,-23.52,4.74
65210.7712,-11.1,-23.1,4.92
65210.7912,-10.68,-23.34,4.8
65210.8112,-10.62,-23.16,4.68
65210.8312,-11.1,-23.22,5.28
65210.8512,-11.22,-23.4,5.1
65210.8712,-11.1,-23.46,5.16
65210.8912,-11.1,-23.64,4.68
65210.9112,-10.98,-23.64,4.32
65210.9312,-10.5,-24.06,4.14
65210.9512,-10.5,-24.12,3.54
65210.9712,-10.02,-24.12,3.72
65210.9912,-9.72,-23.76,3.42
65211.0111,-9.72,-23.52,3.36
65211.0312,-10.08,-23.7,3.54
65211.0512,-10.5,-23.88,3.48
65211.0712,-10.5,-24,3.78
65211.0912,-10.38,-24.24,3.72
65211.1112,-10.32,-24.36,4.14
65211.1312,-10.02,-24.42,3.84
65211.1512,-9.78,-24.72,3.66
65211.1722,-9.9,-24.96,3.36
65211.1922,-9.36,-24.78,2.4
65211.2122,-9.12,-25.02,2.28
65211.2322,-9.48,-25.32,2.58
65211.2522,-9.24,-25.32,2.58
65211.2722,-9.48,-25.44,3
65211.2922,-9.84,-25.26,3.36
65211.3121,-9.6,-24.66,2.94
65211.3322,-9.54,-24.42,2.82
65211.3522,-9.42,-24.42,2.64
65211.3722,-9.18,-24.3,2.58
65211.3922,-9.3,-24.72,2.4
65211.4122,-9.3,-25.02,2.7
65211.4322,-9.18,-25.62,3
65211.4522,-9.3,-25.86,2.52
65211.4722,-9,-25.92,2.46
65211.4932,-9.36,-25.98,2.4
65211.5142,-9.3,-25.86,2.1
65211.5342,-9.42,-25.74,2.22
65211.5541,-9.42,-25.74,2.34
65211.5742,-8.76,-25.8,2.1
65211.5942,-8.82,-25.68,1.86
65211.6142,-8.34,-25.8,1.44
65211.6342,-8.28,-25.86,1.32
65211.6542,-8.76,-25.98,1.14
65211.6742,-8.58,-26.04,1.26
65211.6942,-8.7,-26.22,1.56
65211.7142,-8.7,-26.34,1.74
65211.7342,-8.58,-26.34,2.1
65211.7542,-9,-26.16,2.22
65211.7742,-8.76,-26.4,1.98
65211.7942,-8.82,-26.22,1.62
65211.8142,-8.76,-26.22,1.44
65211.8342,-8.58,-26.34,1.32
65211.8542,-8.88,-26.64,1.38
65211.8742,-8.52,-27.3,1.14
65211.8942,-8.52,-27.24,0.9
65211.9142,-8.22,-27.84,0.66
65211.9342,-7.86,-27.3,0.42
65211.9542,-8.04,-26.76,0.42
65211.9742,-7.98,-27.12,0.3
65211.9942,-8.4,-26.76,0.24
65212.0152,-8.58,-27.3,0.24
65212.0352,-8.7,-27.6,0.3
65212.0562,-8.58,-27.6,0.06
65212.0762,-7.92,-27.78,0.12
65212.0962,-7.86,-27.6,-0.24
65212.1162,-7.62,-27.48,-0.24
65212.1362,-7.56,-27.78,-0.18
65212.1562,-7.98,-28.02,-0.48
65212.1772,-8.16,-28.26,-0.24
65212.1972,-7.98,-28.68,-0.48
65212.2172,-8.1,-28.5,-0.42
65212.2372,-8.1,-28.32,-0.48
65212.2572,-8.1,-28.26,-0.78
65212.2772,-8.4,-28.02,-0.54
65212.2982,-8.22,-28.26,-0.72
65212.3181,-8.16,-28.5,-0.72
65212.3382,-7.98,-28.92,-0.66
65212.3582,-7.92,-28.62,-0.84
65212.3782,-8.1,-28.74,-0.9
65212.3982,-8.28,-28.56,-0.66
65212.4182,-8.28,-28.2,-0.66
65212.4382,-8.58,-28.56,-0.84
65212.4582,-8.58,-28.62,-0.84
65212.4782,-8.22,-28.38,-1.14
65212.4982,-8.34,-28.56,-1.08
65212.5182,-7.98,-28.92,-1.26
65212.5392,-7.5,-28.86,-1.26
65212.5592,-7.62,-29.16,-1.26
65212.5792,-7.62,-28.98,-1.14
65212.5992,-7.68,-28.98,-1.26
65212.6191,-8.1,-28.92,-1.02
65212.6392,-7.98,-29.04,-1.08
65212.6592,-7.62,-29.34,-1.32
65212.6792,-7.32,-28.98,-1.44
65212.7002,-7.2,-29.34,-2.04
65212.7201,-7.14,-29.58,-1.86
65212.7402,-7.2,-29.22,-1.8
65212.7602,-7.38,-29.64,-1.26
65212.7802,-7.32,-29.88,-0.96
65212.8012,-7.56,-29.64,-1.08
65212.8232,-7.74,-29.94,-0.96
65212.8431,-7.92,-30.12,-1.38
65212.8632,-7.86,-29.88,-1.32
65212.8832,-7.5,-29.82,-1.56
65212.9031,-7.2,-29.7,-1.68
65212.9232,-6.96,-29.4,-1.26
65212.9432,-7.5,-29.22,-1.2
65212.9632,-7.86,-29.34,-0.96
65212.9832,-8.04,-29.28,-0.84
65213.0032,-7.98,-29.34,-1.2
65213.0232,-7.14,-29.1,-1.56
65213.0432,-6.84,-29.28,-1.56
65213.0632,-7.14,-29.64,-1.56
65213.0832,-6.72,-29.88,-1.92
65213.1042,-7.56,-30.78,-1.56
65213.1252,-8.04,-30.6,-1.32
65213.1452,-7.74,-30.48,-1.26
65213.1652,-8.7,-30.6,-0.78
65213.1852,-8.82,-30.24,-0.66
65213.205,-8.52,-30.12,-0.66
65213.2252,-9.18,-30.18,-0.48
65213.2452,-9,-30,-0.48
65213.2652,-9,-30.06,-0.48
65213.2852,-9.84,-30.18,-0.42
65213.3052,-10.14,-30.06,-1.02
65213.3252,-9.9,-30.12,-0.96
65213.3452,-9.66,-30.24,-1.32
65213.3652,-9.18,-30.18,-1.56
65213.3862,-8.46,-30.6,-1.44
65213.4062,-8.94,-30.84,-1.38
65213.4262,-9.3,-30.66,-1.08
65213.4462,-9.36,-30.96,-1.26
65213.4662,-9.84,-31.08,-1.08
65213.4862,-9.84,-31.08,-1.38
65213.5072,-9.48,-31.26,-1.32
65213.5282,-9.6,-31.26,-1.5
65213.5492,-9.48,-31.2,-1.68
65213.5692,-9.54,-31.08,-1.5
65213.5892,-9.78,-31.14,-1.44
65213.6092,-9.54,-31.08,-1.08
65213.6292,-9.9,-30.9,-0.9
65213.6491,-9.6,-30.84,-1.08
65213.6702,-9.6,-30.84,-1.62
65213.6902,-9.9,-30.84,-1.86
65213.7102,-9.6,-30.66,-2.28
65213.7301,-9.6,-30.72,-2.58
65213.7502,-9.96,-30.6,-2.76
65213.7702,-9.84,-30.66,-2.76
65213.7902,-10.02,-30.96,-2.52
65213.8102,-10.2,-30.84,-2.22
65213.8302,-9.66,-31.02,-1.92
